Date-Monthly,"Senegal, Retail, Louga, Rice (imported), CFA Franc BCEAO/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Louga, Millet, CFA Franc BCEAO/kg" Commodity Code: 100820 ,"Senegal, Retail, Kolda, Rice (imported), CFA Franc BCEAO/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Kolda, Millet, CFA Franc BCEAO/kg" Commodity Code: 100820 ,"Senegal, Retail, Kaolack, Rice (imported), CFA Franc BCEAO/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Kaolack, Millet, CFA Franc BCEAO/kg" Commodity Code: 100820 ,"Senegal, Retail, Matam, Millet, CFA Franc BCEAO/kg" Commodity Code: 100820 ,"Senegal, Retail, Fatick, Millet, CFA Franc BCEAO/kg" Commodity Code: 100820 ,"Senegal, Retail, Diourbel, Rice (imported), CFA Franc BCEAO/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Diourbel, Millet, CFA Franc BCEAO/kg" Commodity Code: 100820 ,"Senegal, Retail, Matam, Millet, CFA Franc BCEAO-real/kg" Commodity Code: 100820 ,"Senegal, Retail, Louga, Rice (imported), CFA Franc BCEAO-real/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Louga, Millet, CFA Franc BCEAO-real/kg" Commodity Code: 100820 ,"Senegal, Retail, Kolda, Rice (imported), CFA Franc BCEAO-real/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Kolda, Millet, CFA Franc BCEAO-real/kg" Commodity Code: 100820 ,"Senegal, Retail, Kaolack, Rice (imported), CFA Franc BCEAO-real/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Kaolack, Millet, CFA Franc BCEAO-real/kg" Commodity Code: 100820 ,"Senegal, Retail, Fatick, Millet, CFA Franc BCEAO-real/kg" Commodity Code: 100820 ,"Senegal, Retail, Diourbel, Rice (imported), CFA Franc BCEAO-real/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Diourbel, Millet, CFA Franc BCEAO-real/kg" Commodity Code: 100820 
Dec-08,415.00,179.00,,160.00,425.00,160.00,237.00,173.00,426.00,176.00,230.52,403.66,174.11,,155.63,413.38,155.63,168.27,414.36,171.19
Nov-08,417.00,179.00,,170.00,387.00,140.00,214.00,164.00,427.00,167.00,208.19,405.67,174.14,,165.38,376.49,136.20,159.54,415.40,162.46
Oct-08,414.00,214.00,375.00,196.00,413.00,170.00,240.00,210.00,430.00,173.00,229.55,395.97,204.68,358.67,187.47,395.02,162.60,200.86,411.28,165.47
Sep-08,414.00,236.00,380.00,237.00,425.00,213.00,250.00,218.00,437.00,207.00,239.85,397.20,226.42,364.58,227.38,407.75,204.36,209.15,419.27,198.60
Aug-08,341.00,232.00,325.00,221.00,359.00,201.00,236.00,206.00,385.00,216.00,227.56,328.81,223.71,313.38,213.10,346.17,193.82,198.64,371.24,208.28
Jul-08,312.00,234.00,338.00,233.00,364.00,203.00,235.00,207.00,327.00,228.00,229.60,304.84,228.63,330.24,227.65,355.64,198.34,202.25,319.49,222.76
Jun-08,312.00,227.00,367.00,249.00,317.00,202.00,234.00,204.00,290.00,215.00,230.50,307.33,223.60,361.51,245.27,312.26,198.98,200.95,285.66,211.78
May-08,303.00,222.00,310.00,201.00,286.00,191.00,235.00,197.00,288.00,205.00,238.07,306.96,224.90,314.05,203.63,289.74,193.50,199.58,291.77,207.68
Apr-08,298.00,221.00,300.00,188.00,301.00,176.00,225.00,191.00,286.00,202.00,227.70,301.58,223.65,303.60,190.26,304.61,178.11,193.29,289.43,204.43
Mar-08,289.00,213.00,325.00,185.00,288.00,171.00,214.00,179.00,278.00,187.00,217.31,293.47,216.29,330.03,187.86,292.45,173.64,181.77,282.30,189.89
Feb-08,273.00,207.00,294.00,169.00,278.00,163.00,229.00,166.00,265.00,205.00,233.46,278.32,211.03,299.73,172.29,283.42,166.18,169.24,270.16,209.00
Jan-08,263.00,202.00,275.00,175.00,271.00,169.00,214.00,181.00,214.00,176.00,221.42,272.12,209.01,284.54,181.07,280.40,174.86,187.28,221.42,182.11
Dec-07,275.00,214.00,242.00,167.00,264.00,161.00,213.00,177.00,212.00,164.00,217.50,280.81,218.52,247.11,170.53,269.58,164.40,180.74,216.48,167.46
Nov-07,243.00,204.00,242.00,175.00,264.00,166.00,199.00,168.00,212.00,173.00,201.42,245.96,206.48,244.95,177.13,267.22,168.02,170.05,214.58,175.11
Oct-07,230.00,206.00,231.00,185.00,258.00,143.00,198.00,156.00,211.00,171.00,202.02,234.67,210.18,235.69,188.76,263.24,145.90,159.17,215.28,174.47
Sep-07,228.00,212.00,235.00,212.00,244.00,173.00,236.00,184.00,214.00,210.00,242.35,234.13,217.70,241.32,217.70,250.56,177.65,188.95,219.76,215.65
Aug-07,223.00,215.00,231.00,201.00,242.00,177.00,205.00,201.00,203.00,195.00,213.27,232.00,223.67,240.32,209.11,251.76,184.14,209.11,211.19,202.87
Jul-07,230.00,183.00,247.00,184.00,243.00,156.00,186.00,183.00,203.00,168.00,193.82,239.67,190.69,257.39,191.74,253.22,162.56,190.69,211.54,175.06
Jun-07,232.00,169.00,243.00,173.00,262.00,145.00,183.00,151.00,200.00,159.00,194.68,246.81,179.79,258.52,184.05,278.73,154.26,160.64,212.77,169.15
May-07,250.00,170.00,263.00,179.00,267.00,145.00,192.00,147.00,200.00,160.00,205.46,267.53,181.92,281.44,191.55,285.72,155.17,157.31,214.02,171.22
Apr-07,228.00,166.00,252.00,175.00,251.00,138.00,182.00,158.00,200.00,159.00,192.97,241.75,176.01,267.20,185.55,266.14,146.32,167.53,212.06,168.59
Mar-07,227.00,162.00,247.00,175.00,233.00,133.00,188.00,148.00,200.00,142.00,198.51,239.69,171.06,260.81,184.78,246.02,140.43,156.27,211.18,149.94
Feb-07,220.00,161.00,234.00,192.00,232.00,123.00,191.00,148.00,200.00,126.00,204.39,235.43,172.29,250.41,205.46,248.27,131.62,158.38,214.02,134.83
Jan-07,218.00,154.00,220.00,225.00,231.00,119.00,183.00,147.00,200.00,120.00,198.00,235.87,166.62,238.03,243.44,249.93,128.75,159.05,216.39,129.83
