Country,Admin 1,Market,Commodity,Price Type,Year,Month,Price,Trend,PEWI,ALPS phase,Data Type,Unit,Currency,Upper (95%) CI,Lower (95%) CI,Forecast Methodology
Senegal,Kedougou,Kedougou,Maize (local),Retail,2009,03,225,192.01,1.751,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2009,04,225,220.9,0.218,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2009,05,225,226.45,-0.077,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2009,06,216.67,246.84,-1.602,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2009,07,225,226.18,-0.062,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2009,08,225,238.68,-0.726,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2009,09,200,213.68,-0.726,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2009,10,225,225.34,-0.018,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2009,11,225,221.18,0.203,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2009,12,200,187.67,0.655,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2010,01,180,185.29,-0.285,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2010,02,200,199.81,0.01,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2010,03,200,205.3,-0.293,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2010,04,200,224.24,-1.311,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2010,05,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2010,06,200,237.86,-1.905,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2010,07,200,223.1,-1.147,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2010,08,180,223.64,-2.019,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2010,09,192.5,206.86,-0.667,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2010,10,200,216.27,-0.758,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2010,11,123.33,189.39,-2.693,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2010,12,131.67,165.84,-1.361,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2011,01,148.75,162.87,-0.566,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2011,02,175,183.48,-0.343,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2011,03,175,182.31,-0.299,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2011,04,175,197.74,-0.928,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2011,05,175,198.81,-0.967,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2011,06,191.67,214.77,-0.936,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2011,07,200,202.26,-0.092,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2011,08,212.5,208.51,0.165,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2011,09,200,193.87,0.256,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2011,10,225,208.3,0.699,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2011,11,200,186.2,0.581,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2011,12,250,186.2,2.488,Crisis,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2012,01,225,177.32,1.802,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2012,02,200,189.64,0.395,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2012,03,300,211.63,3.025,Crisis,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2012,04,250,219.62,1.037,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2012,05,175,207.58,-1.106,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2012,06,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2012,07,275,230.95,1.473,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2012,08,275,237.88,1.232,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2012,09,275,227.71,1.543,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2012,10,250,235.48,0.477,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2012,11,250,217.89,1.051,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2012,12,210,206.31,0.122,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2013,01,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2013,02,235,214.57,0.676,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2013,03,210,226.01,-0.532,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2013,04,200,228.32,-0.941,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2013,05,176.25,213.57,-1.231,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2013,06,250,243.68,0.21,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2013,07,250,243.53,0.216,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2013,08,250,247.91,0.071,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2013,09,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2013,10,237.5,241.32,-0.129,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2013,11,250,227.69,0.758,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2013,12,216.67,213.35,0.113,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2014,01,200,203.57,-0.123,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2014,02,200,216.23,-0.561,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2014,03,250,233.84,0.561,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2014,04,200,229.62,-1.026,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2014,05,200,217.32,-0.602,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2014,06,200,240.31,-1.389,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2014,07,200,240.24,-1.376,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2014,08,198.75,242.19,-1.471,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2014,09,212.5,230.71,-0.619,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2014,10,250,242.49,0.257,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2014,11,225,226.6,-0.055,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2014,12,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2015,01,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2015,02,200,213.56,-0.468,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2015,03,225,230.43,-0.188,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2015,04,241.67,230.14,0.402,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2015,05,250,222.33,0.964,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2015,06,250,244.27,0.201,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2015,07,250,245.31,0.165,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2015,08,237,246.73,-0.344,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2015,09,208,232.71,-0.874,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2015,10,225,244.6,-0.695,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2015,11,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2015,12,200,215.03,-0.535,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2016,01,225,208.99,0.572,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2016,02,200,216.2,-0.58,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2016,03,212,232.23,-0.726,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2016,04,212,230.92,-0.681,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2016,05,250,227.82,0.799,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2016,06,293,253.75,1.404,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2016,07,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2016,08,250,250.53,-0.019,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2016,09,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2016,10,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2016,11,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2016,12,300,232.57,2.359,Crisis,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2017,01,250,221.89,0.983,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2017,02,250,228.2,0.763,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2017,03,250,243.79,0.218,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2017,04,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2017,05,283,244.13,1.36,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2017,06,250,262.4,-0.436,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2017,07,250,258.73,-0.308,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2017,08,225,256.72,-1.116,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2017,09,250,247.71,0.081,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2017,10,250,258.52,-0.302,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2017,11,213,241.69,-1.017,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2017,12,250,240.23,0.348,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2018,01,225,227.08,-0.074,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2018,02,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2018,03,200,243.06,-1.528,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2018,04,200,239.99,-1.411,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2018,05,200,239.84,-1.399,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2018,06,250,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2018,07,250,257.16,-0.253,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2018,08,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2018,09,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2018,10,238,256.44,-0.654,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2018,11,225,239.95,-0.531,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2018,12,225,239.01,-0.499,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2019,01,250,229.67,0.726,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2019,02,175,226.58,-1.822,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2019,03,250,243.7,0.223,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2019,04,200,236.6,-1.293,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2019,05,225,239.6,-0.517,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2019,06,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2019,07,200,252.13,-1.827,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2019,08,225,253.38,-0.994,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2019,09,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2019,10,200,249.93,-1.733,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2019,11,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2019,12,250,239.71,0.358,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2020,01,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2020,02,250,228.9,0.736,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2020,03,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2020,04,225,236.33,-0.396,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2020,05,275,244.25,1.075,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2020,06,250,263.24,-0.464,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2020,07,250,254.57,-0.161,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2020,08,275,258.76,0.573,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2020,09,200,243.45,-1.522,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2020,10,212.5,249.85,-1.305,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2020,11,206.25,237.06,-1.075,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Maize (local),Retail,2020,12,218.96,238.37,-0.684,,Forecast,KG,XOF,274.48,163.45,AR(3);I(0);MA(3)
Senegal,Kedougou,Kedougou,Maize (local),Retail,2021,01,229.07,228.19,0.031,,Forecast,KG,XOF,284.59,173.56,AR(3);I(0);MA(3)
Senegal,Kedougou,Kedougou,Maize (local),Retail,2021,02,218.45,227.6,-0.323,,Forecast,KG,XOF,273.97,162.93,AR(3);I(0);MA(3)
Senegal,Kedougou,Kedougou,Maize (local),Retail,2021,03,224.22,241.58,-0.612,,Forecast,KG,XOF,279.73,168.7,AR(3);I(0);MA(3)
Senegal,Kedougou,Kedougou,Maize (local),Retail,2021,04,220,234.7,-0.518,,Forecast,KG,XOF,275.51,164.48,AR(3);I(0);MA(3)
Senegal,Kedougou,Kedougou,Maize (local),Retail,2021,05,220.32,241.72,-0.754,,Forecast,KG,XOF,275.83,164.8,AR(3);I(0);MA(3)
Senegal,Kedougou,Kedougou,Millet,Retail,2007,01,250,260.28,-0.361,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2007,02,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2007,03,250,260.28,-0.361,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2007,04,177.5,241.67,-2.251,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2007,05,250,257.5,-0.263,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2007,06,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2007,07,250,276.94,-0.945,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2007,08,400,326.94,2.563,Crisis,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2007,09,300,285.28,0.516,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2007,10,237.5,247.78,-0.361,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2007,11,256.25,267.92,-0.409,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2007,12,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2008,01,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2008,02,225,255.14,-1.057,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2008,03,250,250,0,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2008,04,266.67,231.39,1.238,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2008,05,266.67,247.22,0.682,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2008,06,300,271.81,0.989,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2008,07,300,266.67,1.169,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2008,08,300,316.67,-0.585,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2008,09,300,275,0.877,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2008,10,225,237.5,-0.438,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2008,11,266.67,257.64,0.317,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2008,12,266.67,250.97,0.551,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2009,01,250,239.72,0.361,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2009,02,275,244.86,1.057,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2009,03,250,239.72,0.361,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2009,04,250,221.11,1.013,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2009,05,225,236.94,-0.419,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2009,06,233.33,261.53,-0.989,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2009,07,250,256.39,-0.224,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2009,08,250,306.39,-1.978,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2009,09,225,264.72,-1.393,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2009,10,250,227.22,0.799,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2009,11,250,247.36,0.093,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2009,12,225,240.69,-0.551,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2010,01,225,227.61,-0.093,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2010,02,225,230.73,-0.207,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2010,03,225,227.09,-0.077,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2010,04,225,214.33,0.396,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2010,05,,,,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2010,06,225,241.63,-0.62,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2010,07,225,238.25,-0.499,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2010,08,185,259.23,-2.477,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2010,09,218.75,235.1,-0.55,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2010,10,225,209.68,0.519,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2010,11,150,202.39,-1.704,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2010,12,166.67,199.49,-1.058,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2011,01,181.25,190.82,-0.312,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2011,02,200,200.58,-0.019,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2011,03,200,194.6,0.18,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2011,04,225,191.26,1.115,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2011,05,225,201.81,0.767,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2011,06,225,219.49,0.184,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2011,07,225,215.52,0.32,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2011,08,250,242.96,0.24,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2011,09,250,226.12,0.814,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2011,10,293.75,217.86,2.411,Crisis,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2011,11,225,202.39,0.721,Stress,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2011,12,250,207.96,1.322,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2012,01,250,205.81,1.37,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2012,02,250,213.55,1.124,Alert,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2012,03,300,224.04,2.227,Crisis,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2012,04,300,223.63,2.142,Crisis,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2012,05,225,220.86,0.117,,Actual,KG,XOF,,,
Senegal,Kedougou,Kedougou,Millet,Retail,2012,06,,,,,Actual,KG,XOF,,,
