adm1_name,adm2_name,datetime,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Kaolack,Kaolack,2018-09-01,587730.0,1.0,499570.0,88160.0,0.0,0.0,0.0,0.0
Kaolack,Nioro Du Rip,2018-09-01,429198.0,1.0,360526.0,68672.0,0.0,0.0,0.0,0.0
Kaolack,Guinguineo,2018-09-01,138506.0,1.0,113575.0,24931.0,0.0,0.0,0.0,0.0
Kolda,Kolda,2019-09-01,295795.0,1.0,245510.0,38453.0,11832.0,0.0,0.0,11832.0
Kolda,Medina Yoro Foulah,2019-09-01,171340.0,1.0,145639.0,18847.0,6854.0,0.0,0.0,6854.0
Kolda,Velingara,2019-09-01,345426.0,1.0,279795.0,48360.0,17271.0,0.0,0.0,17271.0
Sedhiou,Bounkiling,2019-09-01,183842.0,1.0,154427.0,23899.0,5515.0,0.0,0.0,5515.0
Sedhiou,Goudomp,2019-09-01,190557.0,1.0,156257.0,26678.0,7622.0,0.0,0.0,7622.0
Sedhiou,Sedhiou,2019-09-01,191120.0,1.0,154807.0,28668.0,7645.0,0.0,0.0,7645.0
Ziguinchor,Bignona,2019-09-01,314549.0,1.0,261076.0,44037.0,9436.0,0.0,0.0,9436.0
Ziguinchor,Oussouye,2019-09-01,60196.0,1.0,50565.0,7224.0,2408.0,0.0,0.0,2408.0
Ziguinchor,Ziguinchor,2019-09-01,309207.0,1.0,259734.0,40197.0,9276.0,0.0,0.0,9276.0
Tambacounda,Bakel,2019-09-01,177766.0,1.0,149323.0,23110.0,5333.0,0.0,0.0,5333.0
Tambacounda,Goudiry,2019-09-01,147018.0,1.0,120555.0,23523.0,2940.0,0.0,0.0,2940.0
Kedougou,Kedougou,2019-09-01,98836.0,1.0,80057.0,13837.0,4942.0,0.0,0.0,4942.0
Tambacounda,Koumpentoum,2019-09-01,164409.0,1.0,138104.0,24661.0,1644.0,0.0,0.0,1644.0
Dakar,Rufisque,2019-09-01,599843.0,1.0,503868.0,89976.0,5998.0,0.0,0.0,5998.0
Kedougou,Salemata,2019-09-01,27831.0,2.0,19203.0,6401.0,2226.0,0.0,0.0,2226.0
Kedougou,Saraya,2019-09-01,63846.0,1.0,52354.0,9577.0,1915.0,0.0,0.0,1915.0
Tambacounda,Tambacounda,2019-09-01,382963.0,1.0,314030.0,65104.0,3830.0,0.0,0.0,3830.0
Louga,Kebemer,2019-09-01,306043.0,1.0,266257.0,24483.0,15302.0,0.0,0.0,15302.0
Louga,Linguere,2019-09-01,285743.0,1.0,237167.0,37147.0,11430.0,0.0,0.0,11430.0
Louga,Louga,2019-09-01,440859.0,1.0,387956.0,48494.0,4409.0,0.0,0.0,4409.0
Matam,Kanel,2019-09-01,299471.0,1.0,242572.0,44921.0,11979.0,0.0,0.0,11979.0
Matam,Matam,2019-09-01,342164.0,2.0,266888.0,65011.0,6843.0,3422.0,0.0,10265.0
Matam,Ranerou,2019-09-01,64402.0,2.0,48302.0,11592.0,3220.0,1288.0,0.0,4508.0
Saint Louis,Dagana,2019-09-01,282804.0,1.0,243211.0,33936.0,5656.0,0.0,0.0,5656.0
Saint Louis,Podor,2019-09-01,433811.0,2.0,342711.0,65072.0,21691.0,4338.0,0.0,26029.0
Saint Louis,Saint Louis,2019-09-01,346926.0,1.0,322641.0,17346.0,6939.0,0.0,0.0,6939.0
Fatick,Fatick,2019-09-01,413302.0,1.0,355440.0,53729.0,4133.0,0.0,0.0,4133.0
Fatick,Foundiougne,2019-09-01,340444.0,1.0,299591.0,37449.0,3404.0,0.0,0.0,3404.0
Fatick,Gossas,2019-09-01,116612.0,1.0,94456.0,18658.0,3498.0,0.0,0.0,3498.0
Kaolack,Guinguineo,2019-09-01,138506.0,1.0,113575.0,22161.0,2770.0,0.0,0.0,2770.0
Kaolack,Kaolack,2019-09-01,587730.0,1.0,251556.0,44921.0,2995.0,0.0,0.0,2995.0
Thies,Mbour,2019-09-01,787349.0,1.0,637753.0,125976.0,23620.0,0.0,0.0,23620.0
Kaolack,Nioro Du Rip,2019-09-01,419198.0,1.0,360510.0,54496.0,4192.0,0.0,0.0,4192.0
Thies,Thies,2019-09-01,786097.0,1.0,652461.0,117915.0,15722.0,0.0,0.0,15722.0
Diourbel,Bambey,2019-09-01,360380.0,1.0,295512.0,54057.0,10811.0,0.0,0.0,10811.0
Diourbel,Diourbel,2019-09-01,322762.0,1.0,267892.0,48414.0,6455.0,0.0,0.0,6455.0
Kaffrine,Kaffrine,2019-09-01,257696.0,1.0,208734.0,30924.0,15462.0,2577.0,0.0,18039.0
Kaffrine,Koungheul,2019-09-01,202803.0,2.0,152102.0,42589.0,8112.0,0.0,0.0,8112.0
Kaffrine,Malem Hodar,2019-09-01,117462.0,1.0,95144.0,18794.0,3524.0,0.0,0.0,3524.0
Diourbel,Mbacke,2019-09-01,1118849.0,1.0,906268.0,179016.0,33565.0,0.0,0.0,33565.0
Kaffrine,Birkelane,2019-09-01,125596.0,1.0,104245.0,17583.0,3768.0,0.0,0.0,3768.0
Thies,Tivaouane,2019-09-01,532261.0,2.0,404518.0,59159.0,11832.0,0.0,0.0,11832.0
Dakar,Dakar,2020-09-01,1400974.0,2.0,1008701.0,322224.0,70049.0,0.0,0.0,70049.0
Dakar,Guediawaye,2020-09-01,413844.0,1.0,351767.0,49661.0,12415.0,0.0,0.0,12415.0
Dakar,Pikine,2020-09-01,1431216.0,1.0,1245158.0,143122.0,42936.0,0.0,0.0,42936.0
Dakar,Rufisque,2020-09-01,599843.0,1.0,509867.0,89976.0,0.0,0.0,0.0,0.0
Diourbel,Bambey,2020-09-01,383799.0,1.0,314715.0,57570.0,11514.0,0.0,0.0,11514.0
Diourbel,Diourbel,2020-09-01,343736.0,2.0,250927.0,75622.0,17187.0,0.0,0.0,17187.0
Diourbel,Mbacke,2020-09-01,1191556.0,1.0,1036654.0,154902.0,0.0,0.0,0.0,0.0
Fatick,Fatick,2020-09-01,442871.0,2.0,318867.0,97432.0,26572.0,0.0,0.0,26572.0
Fatick,Foundiougne,2020-09-01,364800.0,1.0,317376.0,47424.0,0.0,0.0,0.0,0.0
Fatick,Gossas,2020-09-01,124955.0,1.0,101214.0,21242.0,2499.0,0.0,0.0,2499.0
Kaffrine,Birkelane,2020-09-01,130129.0,2.0,89789.0,32532.0,7808.0,0.0,0.0,7808.0
Kaffrine,Kaffrine,2020-09-01,266997.0,1.0,218938.0,42720.0,5340.0,0.0,0.0,5340.0
Kaffrine,Koungheul,2020-09-01,210123.0,1.0,180706.0,23114.0,6304.0,0.0,0.0,6304.0
Kaffrine,Malem Hodar,2020-09-01,121701.0,1.0,102229.0,19472.0,0.0,0.0,0.0,0.0
Kaolack,Guinguineo,2020-09-01,147295.0,1.0,123728.0,22094.0,1473.0,0.0,0.0,1473.0
Kaolack,Kaolack,2020-09-01,625022.0,1.0,575020.0,50002.0,0.0,0.0,0.0,0.0
Kaolack,Nioro Du Rip,2020-09-01,456430.0,1.0,392530.0,63900.0,0.0,0.0,0.0,0.0
Kedougou,Kedougou,2020-09-01,98836.0,1.0,82034.0,14825.0,1977.0,0.0,0.0,1977.0
Kedougou,Salemata,2020-09-01,28777.0,2.0,15827.0,8921.0,3741.0,288.0,0.0,4029.0
Kedougou,Saraya,2020-09-01,66017.0,2.0,43571.0,14524.0,7262.0,660.0,0.0,7922.0
Kolda,Kolda,2020-09-01,315018.0,1.0,255165.0,50403.0,9451.0,0.0,0.0,9451.0
Kolda,Medina Yoro Foulah,2020-09-01,176832.0,1.0,148539.0,22988.0,5305.0,0.0,0.0,5305.0
Kolda,Velingara,2020-09-01,356499.0,2.0,267374.0,78430.0,10695.0,0.0,0.0,10695.0
Louga,Kebemer,2020-09-01,314627.0,2.0,239117.0,53487.0,22024.0,0.0,0.0,22024.0
Louga,Linguere,2020-09-01,293757.0,2.0,246756.0,44064.0,2938.0,0.0,0.0,2938.0
Louga,Louga,2020-09-01,453223.0,2.0,371643.0,72516.0,9064.0,0.0,0.0,9064.0
Matam,Kanel,2020-09-01,322609.0,2.0,200018.0,90331.0,32261.0,0.0,0.0,32261.0
Matam,Matam,2020-09-01,368601.0,3.0,147440.0,129010.0,81092.0,11058.0,0.0,92150.0
Matam,Ranerou,2020-09-01,69378.0,2.0,31914.0,24282.0,11794.0,1388.0,0.0,13182.0
Saint Louis,Dagana,2020-09-01,297973.0,1.0,265196.0,29797.0,2980.0,0.0,0.0,2980.0
Saint Louis,Podor,2020-09-01,457079.0,2.0,361092.0,77703.0,18283.0,0.0,0.0,18283.0
Saint Louis,Saint Louis,2020-09-01,365534.0,1.0,321670.0,43864.0,0.0,0.0,0.0,0.0
Sedhiou,Bounkiling,2020-09-01,190227.0,1.0,161693.0,28534.0,0.0,0.0,0.0,0.0
Sedhiou,Goudomp,2020-09-01,203984.0,2.0,144829.0,46916.0,12239.0,0.0,0.0,12239.0
Sedhiou,Sedhiou,2020-09-01,197758.0,1.0,162162.0,31641.0,3955.0,0.0,0.0,3955.0
Tambacounda,Bakel,2020-09-01,177766.0,1.0,143990.0,28443.0,5333.0,0.0,0.0,5333.0
Tambacounda,Goudiry,2020-09-01,147018.0,1.0,136727.0,10291.0,0.0,0.0,0.0,0.0
Tambacounda,Koumpentoum,2020-09-01,170418.0,2.0,102251.0,47717.0,20450.0,0.0,0.0,20450.0
Tambacounda,Tambacounda,2020-09-01,396960.0,1.0,341386.0,43666.0,11909.0,0.0,0.0,11909.0
Thies,Mbour,2020-09-01,830495.0,1.0,764055.0,66440.0,0.0,0.0,0.0,0.0
Thies,Thies,2020-09-01,829174.0,1.0,704798.0,124376.0,0.0,0.0,0.0,0.0
Thies,Tivaouane,2020-09-01,561428.0,1.0,505285.0,56143.0,0.0,0.0,0.0,0.0
Ziguinchor,Bignona,2020-09-01,324943.0,2.0,214462.0,90984.0,19497.0,0.0,0.0,19497.0
Ziguinchor,Oussouye,2020-09-01,62185.0,1.0,52235.0,8084.0,1866.0,0.0,0.0,1866.0
Ziguinchor,Ziguinchor,2020-09-01,309207.0,1.0,284470.0,24737.0,0.0,0.0,0.0,0.0
