adm1_name,adm2_name,datetime,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Sedhiou,Goudomp,2014-01-01,170119.0,2.0,91864.0,61243.0,15311.0,1701.0,0.0,17012.0
Sedhiou,Sedhiou,2014-01-01,186481.0,2.0,113753.0,55944.0,16783.0,0.0,0.0,16783.0
Tambacounda,Bakel,2015-01-01,138867.0,2.0,48603.0,73600.0,16664.0,0.0,0.0,16664.0
Diourbel,Bambey,2015-01-01,301716.0,2.0,196115.0,90515.0,15086.0,0.0,0.0,15086.0
Ziguinchor,Bignona,2015-01-01,252556.0,2.0,189417.0,42935.0,20204.0,0.0,0.0,20204.0
Kaffrine,Birkelane,2015-01-01,111216.0,1.0,94534.0,11122.0,5561.0,0.0,0.0,5561.0
Sedhiou,Bounkiling,2015-01-01,145569.0,1.0,120822.0,17468.0,7278.0,0.0,0.0,7278.0
Saint Louis,Dagana,2015-01-01,242704.0,1.0,206298.0,24270.0,12135.0,0.0,0.0,12135.0
Diourbel,Diourbel,2015-01-01,268314.0,2.0,187820.0,67078.0,13416.0,0.0,0.0,13416.0
Fatick,Fatick,2015-01-01,338816.0,2.0,213454.0,101645.0,23717.0,0.0,0.0,23717.0
Fatick,Foundiougne,2015-01-01,279952.0,2.0,209964.0,55990.0,13998.0,0.0,0.0,13998.0
Fatick,Gossas,2015-01-01,95624.0,2.0,66937.0,23906.0,4781.0,0.0,0.0,4781.0
Tambacounda,Goudiry,2015-01-01,114846.0,2.0,31008.0,66611.0,17227.0,0.0,0.0,17227.0
Sedhiou,Goudomp,2015-01-01,156097.0,2.0,106146.0,31219.0,18732.0,0.0,0.0,18732.0
Kaolack,Guinguineo,2015-01-01,115183.0,1.0,93298.0,14974.0,6911.0,0.0,0.0,6911.0
Kaffrine,Kaffrine,2015-01-01,207676.0,1.0,174448.0,26998.0,6230.0,0.0,0.0,6230.0
Matam,Kanel,2015-01-01,239200.0,2.0,145912.0,59800.0,33488.0,0.0,0.0,33488.0
Kaolack,Kaolack,2015-01-01,488765.0,2.0,376349.0,97753.0,14663.0,0.0,0.0,14663.0
Louga,Kebemer,2015-01-01,259430.0,2.0,168630.0,77829.0,12972.0,0.0,0.0,12972.0
Kedougou,Kedougou,2015-01-01,75853.0,2.0,54614.0,15171.0,6068.0,0.0,0.0,6068.0
Kolda,Kolda,2015-01-01,245990.0,2.0,167273.0,54118.0,24599.0,0.0,0.0,24599.0
Tambacounda,Koumpentoum,2015-01-01,128433.0,1.0,113021.0,12843.0,2569.0,0.0,0.0,2569.0
Kaffrine,Koungheul,2015-01-01,163438.0,1.0,135654.0,14709.0,13075.0,0.0,0.0,13075.0
Louga,Linguere,2015-01-01,243257.0,2.0,133791.0,97303.0,24326.0,0.0,0.0,24326.0
Louga,Louga,2015-01-01,371507.0,2.0,222904.0,130027.0,18575.0,0.0,0.0,18575.0
Kaffrine,Malem Hodar,2015-01-01,94661.0,1.0,82355.0,8519.0,3786.0,0.0,0.0,3786.0
Matam,Matam,2015-01-01,272458.0,2.0,177098.0,68114.0,27246.0,0.0,0.0,27246.0
Diourbel,Mbacke,2015-01-01,927426.0,2.0,649198.0,231856.0,46371.0,0.0,0.0,46371.0
Thies,Mbour,2015-01-01,670982.0,2.0,523366.0,134196.0,13420.0,0.0,0.0,13420.0
Kolda,Medina Yoro Foulah,2015-01-01,138084.0,2.0,99420.0,24855.0,13808.0,0.0,0.0,13808.0
Kaolack,Nioro Du Rip,2015-01-01,356926.0,1.0,314095.0,35693.0,7139.0,0.0,0.0,7139.0
Ziguinchor,Oussouye,2015-01-01,48331.0,2.0,33832.0,9666.0,4833.0,0.0,0.0,4833.0
Saint Louis,Podor,2015-01-01,372092.0,2.0,260464.0,74418.0,37209.0,0.0,0.0,37209.0
Matam,Ranerou,2015-01-01,50881.0,2.0,33073.0,12720.0,5088.0,0.0,0.0,5088.0
Dakar,Rufisque,2015-01-01,490694.0,1.0,431811.0,49069.0,9814.0,0.0,0.0,9814.0
Saint Louis,Saint Louis,2015-01-01,294146.0,1.0,258848.0,29415.0,5883.0,0.0,0.0,5883.0
Kedougou,Salemata,2015-01-01,22111.0,2.0,15920.0,3980.0,2211.0,0.0,0.0,2211.0
Kedougou,Saraya,2015-01-01,50724.0,2.0,38043.0,7609.0,5072.0,0.0,0.0,5072.0
Sedhiou,Sedhiou,2015-01-01,151327.0,1.0,125601.0,18159.0,7566.0,0.0,0.0,7566.0
Tambacounda,Tambacounda,2015-01-01,299162.0,2.0,158556.0,89749.0,50858.0,0.0,0.0,50858.0
Thies,Thies,2015-01-01,665770.0,2.0,505985.0,146469.0,13315.0,0.0,0.0,13315.0
Thies,Tivaouane,2015-01-01,452112.0,2.0,325521.0,113028.0,13563.0,0.0,0.0,13563.0
Kolda,Velingara,2015-01-01,278381.0,2.0,194867.0,55676.0,27838.0,0.0,0.0,27838.0
Ziguinchor,Ziguinchor,2015-01-01,248264.0,2.0,186198.0,49653.0,12413.0,0.0,0.0,12413.0
Tambacounda,Bakel,2016-01-01,148888.0,1.0,128044.0,17867.0,2978.0,0.0,0.0,2978.0
Diourbel,Bambey,2016-01-01,318303.0,2.0,225995.0,85942.0,6366.0,0.0,0.0,6366.0
Ziguinchor,Bignona,2016-01-01,268364.0,1.0,217375.0,37571.0,13418.0,0.0,0.0,13418.0
Sedhiou,Bounkiling,2016-01-01,155457.0,1.0,138357.0,15546.0,1555.0,0.0,0.0,1555.0
Saint Louis,Dagana,2016-01-01,254634.0,1.0,226624.0,25463.0,2546.0,0.0,0.0,2546.0
Diourbel,Diourbel,2016-01-01,285076.0,2.0,216658.0,65567.0,2851.0,0.0,0.0,2851.0
Fatick,Fatick,2016-01-01,361708.0,1.0,296601.0,61490.0,3617.0,0.0,0.0,3617.0
Fatick,Foundiougne,2016-01-01,297945.0,1.0,247294.0,47671.0,2979.0,0.0,0.0,2979.0
Fatick,Gossas,2016-01-01,102055.0,1.0,82665.0,18370.0,1021.0,0.0,0.0,1021.0
Tambacounda,Goudiry,2016-01-01,123134.0,2.0,86194.0,24627.0,12313.0,0.0,0.0,12313.0
Sedhiou,Goudomp,2016-01-01,166699.0,2.0,98352.0,60012.0,8335.0,0.0,0.0,8335.0
Kaolack,Guinguineo,2016-01-01,122470.0,1.0,117571.0,3674.0,1225.0,0.0,0.0,1225.0
Kaffrine,Kaffrine,2016-01-01,223296.0,1.0,205432.0,15631.0,2233.0,0.0,0.0,2233.0
Matam,Kanel,2016-01-01,252616.0,1.0,214724.0,30314.0,7578.0,0.0,0.0,7578.0
Kaolack,Kaolack,2016-01-01,519682.0,1.0,488501.0,25984.0,5197.0,0.0,0.0,5197.0
Louga,Kebemer,2016-01-01,273859.0,1.0,240996.0,27386.0,5477.0,0.0,0.0,5477.0
Kedougou,Kedougou,2016-01-01,83801.0,1.0,71231.0,9218.0,3352.0,0.0,0.0,3352.0
Kolda,Kolda,2016-01-01,261333.0,1.0,222133.0,26133.0,13067.0,0.0,0.0,13067.0
Tambacounda,Koumpentoum,2016-01-01,137701.0,2.0,93637.0,27540.0,16524.0,0.0,0.0,16524.0
Kaffrine,Koungheul,2016-01-01,175731.0,1.0,165187.0,7029.0,3515.0,0.0,0.0,3515.0
Louga,Linguere,2016-01-01,255694.0,1.0,217340.0,25569.0,12785.0,0.0,0.0,12785.0
Louga,Louga,2016-01-01,394497.0,1.0,351102.0,39450.0,3945.0,0.0,0.0,3945.0
Kaffrine,Malem Hodar,2016-01-01,101782.0,1.0,98729.0,2036.0,1018.0,0.0,0.0,1018.0
Matam,Matam,2016-01-01,291207.0,2.0,203845.0,58241.0,29121.0,0.0,0.0,29121.0
Diourbel,Mbacke,2016-01-01,988214.0,1.0,810335.0,167996.0,9882.0,0.0,0.0,9882.0
Kaffrine,Birkelane,2016-01-01,108830.0,1.0,96859.0,10883.0,1088.0,0.0,0.0,1088.0
Thies,Mbour,2016-01-01,706441.0,1.0,593410.0,105966.0,7064.0,0.0,0.0,7064.0
Kolda,Medina Yoro Foulah,2016-01-01,146697.0,1.0,121759.0,22005.0,2934.0,0.0,0.0,2934.0
Kaolack,Nioro Du Rip,2016-01-01,379505.0,1.0,352940.0,22770.0,3795.0,0.0,0.0,3795.0
Ziguinchor,Oussouye,2016-01-01,51358.0,1.0,48790.0,2054.0,514.0,0.0,0.0,514.0
Saint Louis,Podor,2016-01-01,390599.0,2.0,292949.0,78120.0,19530.0,0.0,0.0,19530.0
Matam,Ranerou,2016-01-01,54579.0,2.0,39843.0,10916.0,3821.0,0.0,0.0,3821.0
Dakar,Rufisque,2016-01-01,520960.0,1.0,458445.0,57306.0,5210.0,0.0,0.0,5210.0
Kedougou,Salemata,2016-01-01,23597.0,2.0,16518.0,5899.0,1180.0,0.0,0.0,1180.0
Kedougou,Saraya,2016-01-01,54134.0,2.0,35187.0,16240.0,2707.0,0.0,0.0,2707.0
Sedhiou,Sedhiou,2016-01-01,161612.0,1.0,138986.0,19393.0,3232.0,0.0,0.0,3232.0
Saint Louis,Saint Louis,2016-01-01,312369.0,1.0,287379.0,21866.0,3124.0,0.0,0.0,3124.0
Tambacounda,Tambacounda,2016-01-01,320750.0,2.0,243770.0,64150.0,12830.0,0.0,0.0,12830.0
Thies,Thies,2016-01-01,705317.0,1.0,634785.0,63479.0,7053.0,0.0,0.0,7053.0
Thies,Tivaouane,2016-01-01,477565.0,1.0,425033.0,47756.0,4776.0,0.0,0.0,4776.0
Kolda,Velingara,2016-01-01,295647.0,1.0,257213.0,29565.0,8869.0,0.0,0.0,8869.0
Ziguinchor,Ziguinchor,2016-01-01,263806.0,1.0,218959.0,39571.0,5276.0,0.0,0.0,5276.0
Tambacounda,Bakel,2017-01-01,159752.0,1.0,130997.0,28755.0,0.0,0.0,0.0,0.0
Diourbel,Bambey,2017-01-01,338576.0,2.0,223460.0,77872.0,37243.0,0.0,0.0,37243.0
Ziguinchor,Bignona,2017-01-01,285675.0,1.0,231397.0,45708.0,8570.0,0.0,0.0,8570.0
Kaffrine,Birkelane,2017-01-01,116949.0,1.0,97068.0,19881.0,0.0,0.0,0.0,0.0
Sedhiou,Bounkiling,2017-01-01,166141.0,2.0,114637.0,44858.0,6646.0,0.0,0.0,6646.0
Saint Louis,Dagana,2017-01-01,268346.0,1.0,225411.0,40252.0,2683.0,0.0,0.0,2683.0
Diourbel,Diourbel,2017-01-01,303234.0,2.0,209231.0,75808.0,18194.0,0.0,0.0,18194.0
Fatick,Fatick,2017-01-01,386321.0,2.0,258835.0,115896.0,11590.0,0.0,0.0,11590.0
Fatick,Foundiougne,2017-01-01,318219.0,2.0,245029.0,70008.0,3182.0,0.0,0.0,3182.0
Fatick,Gossas,2017-01-01,108999.0,2.0,70849.0,32700.0,5450.0,0.0,0.0,5450.0
Tambacounda,Goudiry,2017-01-01,132120.0,2.0,55490.0,58133.0,18497.0,0.0,0.0,18497.0
Sedhiou,Goudomp,2017-01-01,178156.0,2.0,126491.0,42757.0,8908.0,0.0,0.0,8908.0
Kaolack,Guinguineo,2017-01-01,130239.0,1.0,105494.0,22141.0,2605.0,0.0,0.0,2605.0
Kaffrine,Kaffrine,2017-01-01,239956.0,1.0,194364.0,43192.0,2400.0,0.0,0.0,2400.0
Matam,Kanel,2017-01-01,277815.0,2.0,202805.0,58341.0,16669.0,0.0,0.0,16669.0
Kaolack,Kaolack,2017-01-01,552648.0,1.0,475277.0,77371.0,0.0,0.0,0.0,0.0
Louga,Kebemer,2017-01-01,289518.0,2.0,202663.0,69484.0,17371.0,0.0,0.0,17371.0
Kedougou,Kedougou,2017-01-01,89481.0,2.0,56373.0,29529.0,3579.0,0.0,0.0,3579.0
Kolda,Kolda,2017-01-01,277923.0,2.0,183429.0,80598.0,13896.0,0.0,0.0,13896.0
Tambacounda,Koumpentoum,2017-01-01,147749.0,2.0,98992.0,41370.0,7387.0,0.0,0.0,7387.0
Kaffrine,Koungheul,2017-01-01,188842.0,2.0,137855.0,49099.0,1888.0,0.0,0.0,1888.0
Louga,Linguere,2017-01-01,270314.0,2.0,164892.0,94610.0,10813.0,0.0,0.0,10813.0
Louga,Louga,2017-01-01,417053.0,2.0,300278.0,95922.0,20853.0,0.0,0.0,20853.0
Kaffrine,Malem Hodar,2017-01-01,109376.0,2.0,66719.0,32813.0,9844.0,0.0,0.0,9844.0
Matam,Matam,2017-01-01,317421.0,2.0,196801.0,95226.0,25394.0,0.0,0.0,25394.0
Diourbel,Mbacke,2017-01-01,1051157.0,2.0,756833.0,262789.0,31535.0,0.0,0.0,31535.0
Thies,Mbour,2017-01-01,745969.0,2.0,574396.0,164113.0,7460.0,0.0,0.0,7460.0
Kolda,Medina Yoro Foulah,2017-01-01,156009.0,1.0,131048.0,20281.0,4680.0,0.0,0.0,4680.0
Kaolack,Nioro Du Rip,2017-01-01,403578.0,1.0,343041.0,60537.0,0.0,0.0,0.0,0.0
Ziguinchor,Oussouye,2017-01-01,54670.0,1.0,44829.0,8747.0,1093.0,0.0,0.0,1093.0
Saint Louis,Podor,2017-01-01,411633.0,1.0,341655.0,61745.0,8233.0,0.0,0.0,8233.0
Matam,Ranerou,2017-01-01,59745.0,2.0,40627.0,14936.0,4182.0,0.0,0.0,4182.0
Dakar,Rufisque,2017-01-01,552025.0,1.0,469221.0,71763.0,11040.0,0.0,0.0,11040.0
Saint Louis,Saint Louis,2017-01-01,329190.0,1.0,276520.0,46087.0,6584.0,0.0,0.0,6584.0
Kedougou,Salemata,2017-01-01,25197.0,2.0,14866.0,8819.0,1512.0,0.0,0.0,1512.0
Kedougou,Saraya,2017-01-01,57804.0,2.0,38729.0,17341.0,1734.0,0.0,0.0,1734.0
Sedhiou,Sedhiou,2017-01-01,285675.0,2.0,188546.0,82846.0,14284.0,0.0,0.0,14284.0
Tambacounda,Tambacounda,2017-01-01,344156.0,2.0,168636.0,141104.0,34416.0,0.0,0.0,34416.0
Thies,Thies,2017-01-01,744782.0,1.0,625617.0,104269.0,14896.0,0.0,0.0,14896.0
Thies,Tivaouane,2017-01-01,504286.0,1.0,408472.0,80686.0,15129.0,0.0,0.0,15129.0
Kolda,Velingara,2017-01-01,314520.0,2.0,210728.0,91211.0,12581.0,0.0,0.0,12581.0
Ziguinchor,Ziguinchor,2017-01-01,280823.0,1.0,233083.0,42123.0,5616.0,0.0,0.0,5616.0
Dakar,Rufisque,2018-01-01,552025.0,1.0,485782.0,66243.0,0.0,0.0,0.0,0.0
Louga,Louga,2018-01-01,428801.0,2.0,325889.0,94336.0,8576.0,0.0,0.0,8576.0
Louga,Kebemer,2018-01-01,297673.0,1.0,247069.0,50604.0,0.0,0.0,0.0,0.0
Saint Louis,Saint Louis,2018-01-01,337945.0,1.0,283874.0,54071.0,0.0,0.0,0.0,0.0
Saint Louis,Dagana,2018-01-01,275483.0,1.0,228651.0,46832.0,0.0,0.0,0.0,0.0
Saint Louis,Podor,2018-01-01,422581.0,2.0,253549.0,126774.0,42258.0,0.0,0.0,42258.0
Thies,Tivaouane,2018-01-01,518120.0,1.0,445583.0,72537.0,0.0,0.0,0.0,0.0
Thies,Thies,2018-01-01,765213.0,1.0,650431.0,114782.0,0.0,0.0,0.0,0.0
Diourbel,Bambey,2018-01-01,338576.0,2.0,247160.0,84644.0,6772.0,0.0,0.0,6772.0
Diourbel,Diourbel,2018-01-01,303234.0,2.0,228942.0,72776.0,1516.0,0.0,0.0,1516.0
Diourbel,Mbacke,2018-01-01,1051157.0,2.0,809391.0,241766.0,0.0,0.0,0.0,0.0
Fatick,Gossas,2018-01-01,112717.0,2.0,76648.0,30434.0,5636.0,0.0,0.0,5636.0
Louga,Linguere,2018-01-01,277928.0,2.0,183432.0,77820.0,16676.0,0.0,0.0,16676.0
Matam,Matam,2018-01-01,329587.0,2.0,217527.0,92284.0,19775.0,0.0,0.0,19775.0
Matam,Kanel,2018-01-01,288463.0,2.0,164424.0,100962.0,23077.0,0.0,0.0,23077.0
Matam,Ranerou,2018-01-01,62035.0,2.0,36601.0,21092.0,4342.0,0.0,0.0,4342.0
Fatick,Fatick,2018-01-01,386321.0,1.0,312920.0,73401.0,0.0,0.0,0.0,0.0
Fatick,Foundiougne,2018-01-01,318219.0,1.0,270486.0,47733.0,0.0,0.0,0.0,0.0
Kaffrine,Malem Hodar,2018-01-01,113355.0,2.0,78215.0,32873.0,2267.0,0.0,0.0,2267.0
Thies,Mbour,2018-01-01,766432.0,1.0,620810.0,145622.0,0.0,0.0,0.0,0.0
Tambacounda,Koumpentoum,2018-01-01,153083.0,2.0,104096.0,45925.0,3062.0,0.0,0.0,3062.0
Kolda,Medina Yoro Foulah,2018-01-01,160933.0,1.0,130356.0,30577.0,0.0,0.0,0.0,0.0
Kaolack,Kaolack,2018-01-01,552648.0,1.0,475277.0,71844.0,5526.0,0.0,0.0,5526.0
Kaolack,Guinguineo,2018-01-01,134307.0,1.0,114161.0,17460.0,2686.0,0.0,0.0,2686.0
Kaolack,Nioro Du Rip,2018-01-01,416186.0,1.0,353758.0,54104.0,8324.0,0.0,0.0,8324.0
Tambacounda,Bakel,2018-01-01,159752.0,2.0,119814.0,31950.0,7988.0,0.0,0.0,7988.0
Tambacounda,Goudiry,2018-01-01,136890.0,2.0,61600.0,54756.0,20534.0,0.0,0.0,20534.0
Tambacounda,Tambacounda,2018-01-01,356582.0,2.0,228212.0,74882.0,53487.0,0.0,0.0,53487.0
Kaffrine,Birkelane,2018-01-01,116949.0,1.0,99407.0,17542.0,0.0,0.0,0.0,0.0
Kaffrine,Koungheul,2018-01-01,195712.0,2.0,138956.0,37185.0,19571.0,0.0,0.0,19571.0
Kaffrine,Kaffrine,2018-01-01,239956.0,1.0,206362.0,33594.0,0.0,0.0,0.0,0.0
Kedougou,Kedougou,2018-01-01,89481.0,2.0,58163.0,28634.0,2684.0,0.0,0.0,2684.0
Kedougou,Salemata,2018-01-01,26042.0,2.0,15625.0,9636.0,781.0,0.0,0.0,781.0
Kedougou,Saraya,2018-01-01,59743.0,2.0,38833.0,19715.0,1195.0,0.0,0.0,1195.0
Kolda,Kolda,2018-01-01,286695.0,2.0,177751.0,88875.0,20069.0,0.0,0.0,20069.0
Kolda,Velingara,2018-01-01,324447.0,2.0,236846.0,71378.0,16222.0,0.0,0.0,16222.0
Sedhiou,Bounkiling,2018-01-01,171809.0,1.0,146038.0,22335.0,3436.0,0.0,0.0,3436.0
Sedhiou,Goudomp,2018-01-01,184234.0,1.0,149230.0,29477.0,5527.0,0.0,0.0,5527.0
Sedhiou,Sedhiou,2018-01-01,178611.0,2.0,125028.0,42867.0,10717.0,0.0,0.0,10717.0
Ziguinchor,Bignona,2018-01-01,294912.0,1.0,256573.0,35389.0,2949.0,0.0,0.0,2949.0
Ziguinchor,Oussouye,2018-01-01,56438.0,1.0,46844.0,8466.0,1129.0,0.0,0.0,1129.0
Ziguinchor,Ziguinchor,2018-01-01,289904.0,1.0,263813.0,23192.0,2899.0,0.0,0.0,2899.0
Kedougou,Salemata,2019-01-01,26920.0,2.0,14537.0,9960.0,2423.0,0.0,0.0,2423.0
Kedougou,Saraya,2019-01-01,61756.0,2.0,43229.0,16674.0,1853.0,0.0,0.0,1853.0
Ziguinchor,Ziguinchor,2019-01-01,299364.0,1.0,251466.0,44905.0,2994.0,0.0,0.0,2994.0
Ziguinchor,Bignona,2019-01-01,304535.0,1.0,267991.0,36544.0,0.0,0.0,0.0,0.0
Ziguinchor,Oussouye,2019-01-01,58280.0,1.0,52452.0,5828.0,0.0,0.0,0.0,0.0
Kolda,Kolda,2019-01-01,295795.0,1.0,239594.0,47327.0,8874.0,0.0,0.0,8874.0
Kolda,Medina Yoro Foulah,2019-01-01,166042.0,1.0,136154.0,24906.0,4981.0,0.0,0.0,4981.0
Kolda,Velingara,2019-01-01,334746.0,1.0,281187.0,46864.0,6695.0,0.0,0.0,6695.0
Sedhiou,Sedhiou,2019-01-01,184742.0,1.0,149641.0,31406.0,3695.0,0.0,0.0,3695.0
Sedhiou,Bounkiling,2019-01-01,177706.0,1.0,151050.0,24879.0,1777.0,0.0,0.0,1777.0
Sedhiou,Goudomp,2019-01-01,190557.0,1.0,156257.0,30489.0,3811.0,0.0,0.0,3811.0
Kedougou,Kedougou,2019-01-01,95599.0,2.0,71699.0,21988.0,1912.0,0.0,0.0,1912.0
Fatick,Fatick,2019-01-01,413302.0,1.0,367839.0,41330.0,4133.0,0.0,0.0,4133.0
Fatick,Gossas,2019-01-01,116612.0,1.0,99120.0,15160.0,2332.0,0.0,0.0,2332.0
Kaffrine,Kaffrine,2019-01-01,257696.0,1.0,213888.0,41231.0,2577.0,0.0,0.0,2577.0
Kaffrine,Birkelane,2019-01-01,125596.0,1.0,104245.0,18839.0,2512.0,0.0,0.0,2512.0
Kaffrine,Koungheul,2019-01-01,202803.0,1.0,172383.0,28392.0,2028.0,0.0,0.0,2028.0
Kaffrine,Malem Hodar,2019-01-01,117462.0,1.0,103367.0,12921.0,1175.0,0.0,0.0,1175.0
Tambacounda,Bakel,2019-01-01,171521.0,1.0,147508.0,22298.0,1715.0,0.0,0.0,1715.0
Tambacounda,Tambacounda,2019-01-01,369510.0,1.0,321474.0,40646.0,7390.0,0.0,0.0,7390.0
Tambacounda,Goudiry,2019-01-01,141853.0,2.0,107808.0,26952.0,7093.0,0.0,0.0,7093.0
Tambacounda,Koumpentoum,2019-01-01,158634.0,2.0,112630.0,34899.0,11104.0,0.0,0.0,11104.0
Saint Louis,Dagana,2019-01-01,275483.0,1.0,242425.0,33058.0,0.0,0.0,0.0,0.0
Saint Louis,Saint Louis,2019-01-01,337945.0,1.0,304150.0,33794.0,0.0,0.0,0.0,0.0
Saint Louis,Podor,2019-01-01,422581.0,2.0,329613.0,84516.0,8452.0,0.0,0.0,8452.0
Louga,Louga,2019-01-01,428801.0,1.0,364481.0,60032.0,4288.0,0.0,0.0,4288.0
Louga,Kebemer,2019-01-01,297673.0,1.0,255999.0,38697.0,2977.0,0.0,0.0,2977.0
Louga,Linguere,2019-01-01,277928.0,1.0,227901.0,41689.0,8338.0,0.0,0.0,8338.0
Matam,Kanel,2019-01-01,288463.0,2.0,219232.0,63462.0,5769.0,0.0,0.0,5769.0
Matam,Matam,2019-01-01,329587.0,2.0,253782.0,72509.0,3296.0,0.0,0.0,3296.0
Matam,Ranerou,2019-01-01,62035.0,2.0,40943.0,16129.0,4963.0,0.0,0.0,4963.0
Dakar,Rufisque,2019-01-01,567826.0,1.0,511043.0,56783.0,0.0,0.0,0.0,0.0
Thies,Thies,2019-01-01,786097.0,1.0,723209.0,62888.0,0.0,0.0,0.0,0.0
Thies,Mbour,2019-01-01,787349.0,1.0,681057.0,102355.0,3937.0,0.0,0.0,3937.0
Thies,Tivaouane,2019-01-01,532261.0,1.0,452422.0,74517.0,5323.0,0.0,0.0,5323.0
Kaolack,Kaolack,2019-01-01,587730.0,1.0,505448.0,76405.0,5877.0,0.0,0.0,5877.0
Kaolack,Nioro Du Rip,2019-01-01,429198.0,1.0,351942.0,72964.0,4292.0,0.0,0.0,4292.0
Kaolack,Guinguineo,2019-01-01,138506.0,1.0,112190.0,23546.0,2770.0,0.0,0.0,2770.0
Diourbel,Diourbel,2019-01-01,322762.0,1.0,261437.0,54870.0,6455.0,0.0,0.0,6455.0
