ISO3,Country,Region,Service Type,Year,Coverage,Service level
SEN,Senegal,Saint-Louis,Sanitation,2013,46.75957,At least basic
SEN,Senegal,Saint-Louis,Hygiene,2013,2.60507,Basic service
SEN,Senegal,Saint-Louis,Drinking water,2013,3.21057,Limited service
SEN,Senegal,Saint-Louis,Hygiene,2013,1.28783,Limited service
SEN,Senegal,Saint-Louis,Sanitation,2013,12.13247,Limited service
SEN,Senegal,Saint-Louis,Hygiene,2013,96.1071,No handwashing facility
SEN,Senegal,Saint-Louis,Sanitation,2013,30.85823,Open defecation
SEN,Senegal,Saint-Louis,Drinking water,2013,2.13506,Surface water
SEN,Senegal,Saint-Louis,Drinking water,2013,15.54262,Unimproved
SEN,Senegal,Saint-Louis,Sanitation,2013,10.24974,Unimproved
SEN,Senegal,Sedhiou,Drinking water,2013,10.55675,At least basic
SEN,Senegal,Sedhiou,Sanitation,2013,12.65173,At least basic
SEN,Senegal,Sedhiou,Hygiene,2013,15.90308,Basic service
SEN,Senegal,Sedhiou,Drinking water,2013,1.56351,Limited service
SEN,Senegal,Sedhiou,Hygiene,2013,20.74581,Limited service
SEN,Senegal,Sedhiou,Sanitation,2013,1.01252,Limited service
SEN,Senegal,Sedhiou,Hygiene,2013,63.35111,No handwashing facility
SEN,Senegal,Sedhiou,Sanitation,2013,16.36172,Open defecation
SEN,Senegal,Sedhiou,Drinking water,2013,0,Surface water
SEN,Senegal,Sedhiou,Drinking water,2013,87.87973,Unimproved
SEN,Senegal,Sedhiou,Sanitation,2013,69.97403,Unimproved
SEN,Senegal,Tambacounda,Drinking water,2013,42.23718,At least basic
SEN,Senegal,Tambacounda,Sanitation,2013,17.21493,At least basic
SEN,Senegal,Tambacounda,Hygiene,2013,9.37984,Basic service
SEN,Senegal,Tambacounda,Drinking water,2013,3.6728,Limited service
SEN,Senegal,Tambacounda,Hygiene,2013,14.14552,Limited service
SEN,Senegal,Tambacounda,Sanitation,2013,3.60751,Limited service
SEN,Senegal,Tambacounda,Hygiene,2013,76.47464,No handwashing facility
SEN,Senegal,Tambacounda,Sanitation,2013,38.31228,Open defecation
SEN,Senegal,Tambacounda,Drinking water,2013,0,Surface water
SEN,Senegal,Tambacounda,Drinking water,2013,54.09002,Unimproved
SEN,Senegal,Tambacounda,Sanitation,2013,40.86529,Unimproved
SEN,Senegal,ThièS,Drinking water,2013,77.6549,At least basic
SEN,Senegal,ThièS,Sanitation,2013,56.36867,At least basic
SEN,Senegal,ThièS,Hygiene,2013,6.2136,Basic service
SEN,Senegal,ThièS,Drinking water,2013,3.91537,Limited service
SEN,Senegal,ThièS,Hygiene,2013,15.87409,Limited service
SEN,Senegal,ThièS,Sanitation,2013,12.57455,Limited service
SEN,Senegal,ThièS,Hygiene,2013,77.91231,No handwashing facility
SEN,Senegal,ThièS,Sanitation,2013,24.86659,Open defecation
SEN,Senegal,ThièS,Drinking water,2013,0,Surface water
SEN,Senegal,ThièS,Drinking water,2013,18.42972,Unimproved
SEN,Senegal,ThièS,Sanitation,2013,6.19018,Unimproved
SEN,Senegal,Ziguinchor,Drinking water,2013,36.91749,At least basic
SEN,Senegal,Ziguinchor,Sanitation,2013,38.54655,At least basic
SEN,Senegal,Ziguinchor,Hygiene,2013,18.47159,Basic service
SEN,Senegal,Ziguinchor,Drinking water,2013,2.3147,Limited service
SEN,Senegal,Ziguinchor,Hygiene,2013,27.60163,Limited service
SEN,Senegal,Ziguinchor,Sanitation,2013,18.41826,Limited service
SEN,Senegal,Ziguinchor,Hygiene,2013,53.92677,No handwashing facility
SEN,Senegal,Ziguinchor,Sanitation,2013,1.60089,Open defecation
SEN,Senegal,Ziguinchor,Drinking water,2013,0,Surface water
SEN,Senegal,Ziguinchor,Drinking water,2013,60.76781,Unimproved
SEN,Senegal,Ziguinchor,Sanitation,2013,41.43431,Unimproved
SEN,Senegal,Dakar,Drinking water,2011,96.53949,At least basic
SEN,Senegal,Dakar,Sanitation,2011,70.27522,At least basic
SEN,Senegal,Dakar,Hygiene,2011,43.19678,Basic service
SEN,Senegal,Dakar,Drinking water,2011,0.48512,Limited service
SEN,Senegal,Dakar,Hygiene,2011,25.12797,Limited service
SEN,Senegal,Dakar,Sanitation,2011,27.4978,Limited service
SEN,Senegal,Dakar,Hygiene,2011,31.67525,No handwashing facility
SEN,Senegal,Dakar,Sanitation,2011,0.36435,Open defecation
SEN,Senegal,Dakar,Drinking water,2011,0,Surface water
SEN,Senegal,Dakar,Drinking water,2011,2.97539,Unimproved
SEN,Senegal,Dakar,Sanitation,2011,1.86262,Unimproved
SEN,Senegal,Diourbel,Drinking water,2011,88.08892,At least basic
SEN,Senegal,Diourbel,Sanitation,2011,61.07976,At least basic
SEN,Senegal,Diourbel,Hygiene,2011,9.12934,Basic service
SEN,Senegal,Diourbel,Drinking water,2011,2.81812,Limited service
SEN,Senegal,Diourbel,Hygiene,2011,46.50822,Limited service
SEN,Senegal,Diourbel,Sanitation,2011,6.6511,Limited service
SEN,Senegal,Diourbel,Hygiene,2011,44.36244,No handwashing facility
SEN,Senegal,Diourbel,Sanitation,2011,16.48543,Open defecation
SEN,Senegal,Diourbel,Drinking water,2011,0.04245,Surface water
SEN,Senegal,Diourbel,Drinking water,2011,9.05051,Unimproved
SEN,Senegal,Diourbel,Sanitation,2011,15.7837,Unimproved
SEN,Senegal,Fatick,Drinking water,2011,60.11445,At least basic
SEN,Senegal,Fatick,Sanitation,2011,28.21511,At least basic
SEN,Senegal,Fatick,Hygiene,2011,6.32416,Basic service
SEN,Senegal,Fatick,Drinking water,2011,6.31036,Limited service
SEN,Senegal,Fatick,Hygiene,2011,27.93149,Limited service
SEN,Senegal,Fatick,Sanitation,2011,12.84485,Limited service
SEN,Senegal,Fatick,Hygiene,2011,65.74435,No handwashing facility
SEN,Senegal,Fatick,Sanitation,2011,40.99646,Open defecation
SEN,Senegal,Fatick,Drinking water,2011,0.02537,Surface water
SEN,Senegal,Fatick,Drinking water,2011,33.54983,Unimproved
SEN,Senegal,Fatick,Sanitation,2011,17.94358,Unimproved
SEN,Senegal,Kaffrine,Drinking water,2011,78.50441,At least basic
SEN,Senegal,Kaffrine,Sanitation,2011,20.42995,At least basic
SEN,Senegal,Kaffrine,Hygiene,2011,35.47767,Basic service
SEN,Senegal,Kaffrine,Drinking water,2011,6.64137,Limited service
SEN,Senegal,Kaffrine,Hygiene,2011,44.77213,Limited service
SEN,Senegal,Kaffrine,Sanitation,2011,5.76982,Limited service
SEN,Senegal,Kaffrine,Hygiene,2011,19.7502,No handwashing facility
SEN,Senegal,Kaffrine,Sanitation,2011,43.16204,Open defecation
SEN,Senegal,Kaffrine,Drinking water,2011,0,Surface water
SEN,Senegal,Kaffrine,Drinking water,2011,14.85422,Unimproved
SEN,Senegal,Kaffrine,Sanitation,2011,30.63818,Unimproved
SEN,Senegal,Kaolack,Drinking water,2011,75.39359,At least basic
SEN,Senegal,Kaolack,Sanitation,2011,33.77649,At least basic
SEN,Senegal,Kaolack,Hygiene,2011,11.07374,Basic service
SEN,Senegal,Kaolack,Drinking water,2011,3.88463,Limited service
SEN,Senegal,Kaolack,Hygiene,2011,16.23908,Limited service
SEN,Senegal,Kaolack,Sanitation,2011,7.09623,Limited service
SEN,Senegal,Kaolack,Hygiene,2011,72.68718,No handwashing facility
SEN,Senegal,Kaolack,Sanitation,2011,33.94057,Open defecation
SEN,Senegal,Kaolack,Drinking water,2011,0,Surface water
SEN,Senegal,Kaolack,Drinking water,2011,20.72178,Unimproved
SEN,Senegal,Kaolack,Sanitation,2011,25.18671,Unimproved
SEN,Senegal,Kedougou,Drinking water,2011,65.91517,At least basic
SEN,Senegal,Kedougou,Sanitation,2011,5.16591,At least basic
SEN,Senegal,Kedougou,Hygiene,2011,3.04696,Basic service
SEN,Senegal,Kedougou,Drinking water,2011,6.12327,Limited service
SEN,Senegal,Kedougou,Hygiene,2011,3.69516,Limited service
SEN,Senegal,Kedougou,Sanitation,2011,4.81372,Limited service
SEN,Senegal,Kedougou,Hygiene,2011,93.25788,No handwashing facility
SEN,Senegal,Kedougou,Sanitation,2011,46.75278,Open defecation
SEN,Senegal,Kedougou,Drinking water,2011,1.0337,Surface water
SEN,Senegal,Kedougou,Drinking water,2011,26.92786,Unimproved
SEN,Senegal,Kedougou,Sanitation,2011,43.26758,Unimproved
SEN,Senegal,Kolda,Drinking water,2011,27.9593,At least basic
SEN,Senegal,Kolda,Sanitation,2011,17.39132,At least basic
SEN,Senegal,Kolda,Hygiene,2011,6.3506,Basic service
SEN,Senegal,Kolda,Drinking water,2011,0.42578,Limited service
SEN,Senegal,Kolda,Hygiene,2011,14.37324,Limited service
SEN,Senegal,Kolda,Sanitation,2011,2.52305,Limited service
SEN,Senegal,Kolda,Hygiene,2011,79.27616,No handwashing facility
SEN,Senegal,Kolda,Sanitation,2011,12.27883,Open defecation
SEN,Senegal,Kolda,Drinking water,2011,0,Surface water
SEN,Senegal,Kolda,Drinking water,2011,71.61493,Unimproved
SEN,Senegal,Kolda,Sanitation,2011,67.8068,Unimproved
SEN,Senegal,Louga,Drinking water,2011,85.1009,At least basic
SEN,Senegal,Louga,Sanitation,2011,51.89413,At least basic
SEN,Senegal,Louga,Hygiene,2011,13.13285,Basic service
SEN,Senegal,Louga,Drinking water,2011,9.03726,Limited service
SEN,Senegal,Louga,Hygiene,2011,25.34839,Limited service
SEN,Senegal,Louga,Sanitation,2011,8.11253,Limited service
SEN,Senegal,Louga,Hygiene,2011,61.51876,No handwashing facility
SEN,Senegal,Louga,Sanitation,2011,26.97641,Open defecation
SEN,Senegal,Louga,Drinking water,2011,0.51601,Surface water
SEN,Senegal,Louga,Drinking water,2011,5.34583,Unimproved
SEN,Senegal,Louga,Sanitation,2011,13.01693,Unimproved
SEN,Senegal,Matam,Drinking water,2011,79.96994,At least basic
SEN,Senegal,Matam,Sanitation,2011,30.05722,At least basic
SEN,Senegal,Matam,Hygiene,2011,23.15227,Basic service
SEN,Senegal,Matam,Drinking water,2011,3.41894,Limited service
SEN,Senegal,Matam,Hygiene,2011,15.73759,Limited service
SEN,Senegal,Matam,Sanitation,2011,8.89977,Limited service
SEN,Senegal,Matam,Hygiene,2011,61.11014,No handwashing facility
SEN,Senegal,Matam,Sanitation,2011,32.45746,Open defecation
SEN,Senegal,Matam,Drinking water,2011,0.49111,Surface water
SEN,Senegal,Matam,Drinking water,2011,16.12001,Unimproved
SEN,Senegal,Matam,Sanitation,2011,28.58555,Unimproved
SEN,Senegal,Saint-Louis,Drinking water,2011,73.57631,At least basic
SEN,Senegal,Saint-Louis,Sanitation,2011,42.33711,At least basic
SEN,Senegal,Saint-Louis,Hygiene,2011,11.82698,Basic service
SEN,Senegal,Saint-Louis,Drinking water,2011,3.38636,Limited service
SEN,Senegal,Saint-Louis,Hygiene,2011,23.85084,Limited service
SEN,Senegal,Saint-Louis,Sanitation,2011,16.88079,Limited service
SEN,Senegal,Saint-Louis,Hygiene,2011,64.32218,No handwashing facility
SEN,Senegal,Saint-Louis,Sanitation,2011,17.39545,Open defecation
SEN,Senegal,Saint-Louis,Drinking water,2011,6.21861,Surface water
SEN,Senegal,Saint-Louis,Drinking water,2011,16.81872,Unimproved
SEN,Senegal,Saint-Louis,Sanitation,2011,23.38665,Unimproved
SEN,Senegal,Sedhiou,Drinking water,2011,19.79637,At least basic
SEN,Senegal,Sedhiou,Sanitation,2011,9.70429,At least basic
SEN,Senegal,Sedhiou,Hygiene,2011,2.61657,Basic service
SEN,Senegal,Sedhiou,Drinking water,2011,2.07807,Limited service
SEN,Senegal,Sedhiou,Hygiene,2011,5.64633,Limited service
SEN,Senegal,Sedhiou,Sanitation,2011,4.1438,Limited service
SEN,Senegal,Sedhiou,Hygiene,2011,91.73709,No handwashing facility
SEN,Senegal,Sedhiou,Sanitation,2011,6.72325,Open defecation
SEN,Senegal,Sedhiou,Drinking water,2011,0,Surface water
SEN,Senegal,Sedhiou,Drinking water,2011,78.12555,Unimproved
SEN,Senegal,Sedhiou,Sanitation,2011,79.42865,Unimproved
SEN,Senegal,Tambacounda,Drinking water,2011,41.39973,At least basic
SEN,Senegal,Tambacounda,Sanitation,2011,10.32446,At least basic
SEN,Senegal,Tambacounda,Hygiene,2011,6.95122,Basic service
SEN,Senegal,Tambacounda,Drinking water,2011,7.02101,Limited service
SEN,Senegal,Tambacounda,Hygiene,2011,19.89115,Limited service
SEN,Senegal,Tambacounda,Sanitation,2011,2.92293,Limited service
SEN,Senegal,Tambacounda,Hygiene,2011,73.15763,No handwashing facility
SEN,Senegal,Tambacounda,Sanitation,2011,24.46868,Open defecation
SEN,Senegal,Tambacounda,Drinking water,2011,0.52854,Surface water
SEN,Senegal,Tambacounda,Drinking water,2011,51.05073,Unimproved
SEN,Senegal,Tambacounda,Sanitation,2011,62.28393,Unimproved
SEN,Senegal,ThièS,Drinking water,2011,84.63252,At least basic
SEN,Senegal,ThièS,Sanitation,2011,62.0276,At least basic
SEN,Senegal,ThièS,Hygiene,2011,14.03805,Basic service
SEN,Senegal,ThièS,Drinking water,2011,2.34849,Limited service
SEN,Senegal,ThièS,Hygiene,2011,25.84735,Limited service
SEN,Senegal,ThièS,Sanitation,2011,17.75591,Limited service
SEN,Senegal,ThièS,Hygiene,2011,60.1146,No handwashing facility
SEN,Senegal,ThièS,Sanitation,2011,6.10508,Open defecation
SEN,Senegal,ThièS,Drinking water,2011,0,Surface water
SEN,Senegal,ThièS,Drinking water,2011,13.01899,Unimproved
SEN,Senegal,ThièS,Sanitation,2011,14.11142,Unimproved
SEN,Senegal,Ziguinchor,Drinking water,2011,46.73467,At least basic
SEN,Senegal,Ziguinchor,Sanitation,2011,18.24391,At least basic
SEN,Senegal,Ziguinchor,Hygiene,2011,4.63113,Basic service
SEN,Senegal,Ziguinchor,Drinking water,2011,2.72001,Limited service
SEN,Senegal,Ziguinchor,Hygiene,2011,9.5678,Limited service
SEN,Senegal,Ziguinchor,Sanitation,2011,9.24676,Limited service
SEN,Senegal,Ziguinchor,Hygiene,2011,85.80107,No handwashing facility
SEN,Senegal,Ziguinchor,Sanitation,2011,10.74904,Open defecation
SEN,Senegal,Ziguinchor,Drinking water,2011,0,Surface water
SEN,Senegal,Ziguinchor,Drinking water,2011,50.54532,Unimproved
SEN,Senegal,Ziguinchor,Sanitation,2011,61.76029,Unimproved
SEN,Senegal,Dakar,Drinking water,2009,98.24038,At least basic
SEN,Senegal,Dakar,Sanitation,2009,0,At least basic
SEN,Senegal,Dakar,Drinking water,2009,0.49367,Limited service
SEN,Senegal,Dakar,Sanitation,2009,0,Limited service
SEN,Senegal,Dakar,Sanitation,2009,0,Open defecation
SEN,Senegal,Dakar,Drinking water,2009,0,Surface water
SEN,Senegal,Dakar,Drinking water,2009,1.26595,Unimproved
SEN,Senegal,Dakar,Sanitation,2009,0,Unimproved
SEN,Senegal,Diourbel,Drinking water,2009,90.28061,At least basic
SEN,Senegal,Diourbel,Sanitation,2009,0,At least basic
SEN,Senegal,Diourbel,Drinking water,2009,2.88823,Limited service
SEN,Senegal,Diourbel,Sanitation,2009,0,Limited service
SEN,Senegal,Diourbel,Sanitation,2009,0,Open defecation
SEN,Senegal,Diourbel,Drinking water,2009,0,Surface water
SEN,Senegal,Diourbel,Drinking water,2009,6.83115,Unimproved
SEN,Senegal,Diourbel,Sanitation,2009,0,Unimproved
SEN,Senegal,Fatick,Drinking water,2009,51.868,At least basic
SEN,Senegal,Fatick,Sanitation,2009,0,At least basic
SEN,Senegal,Fatick,Drinking water,2009,5.44471,Limited service
SEN,Senegal,Fatick,Sanitation,2009,0,Limited service
SEN,Senegal,Fatick,Sanitation,2009,0,Open defecation
SEN,Senegal,Fatick,Drinking water,2009,0,Surface water
SEN,Senegal,Fatick,Drinking water,2009,42.68729,Unimproved
SEN,Senegal,Fatick,Sanitation,2009,0,Unimproved
SEN,Senegal,Kaolack,Drinking water,2009,66.56839,At least basic
SEN,Senegal,Kaolack,Sanitation,2009,0,At least basic
SEN,Senegal,Kaolack,Drinking water,2009,5.6316,Limited service
SEN,Senegal,Kaolack,Sanitation,2009,0,Limited service
SEN,Senegal,Kaolack,Sanitation,2009,0,Open defecation
SEN,Senegal,Kaolack,Drinking water,2009,0,Surface water
SEN,Senegal,Kaolack,Drinking water,2009,27.80001,Unimproved
SEN,Senegal,Kaolack,Sanitation,2009,0,Unimproved
SEN,Senegal,Kolda,Drinking water,2009,30.5916,At least basic
SEN,Senegal,Kolda,Sanitation,2009,0,At least basic
SEN,Senegal,Kolda,Drinking water,2009,1.57622,Limited service
SEN,Senegal,Kolda,Sanitation,2009,0,Limited service
SEN,Senegal,Kolda,Sanitation,2009,0,Open defecation
SEN,Senegal,Kolda,Drinking water,2009,0,Surface water
SEN,Senegal,Kolda,Drinking water,2009,67.83218,Unimproved
SEN,Senegal,Kolda,Sanitation,2009,0,Unimproved
SEN,Senegal,Louga,Drinking water,2009,77.85436,At least basic
SEN,Senegal,Louga,Sanitation,2009,0,At least basic
SEN,Senegal,Louga,Drinking water,2009,7.23237,Limited service
SEN,Senegal,Louga,Sanitation,2009,0,Limited service
SEN,Senegal,Louga,Sanitation,2009,0,Open defecation
SEN,Senegal,Louga,Drinking water,2009,0.45992,Surface water
SEN,Senegal,Louga,Drinking water,2009,14.45334,Unimproved
SEN,Senegal,Louga,Sanitation,2009,0,Unimproved
SEN,Senegal,Matam,Drinking water,2009,65.09607,At least basic
SEN,Senegal,Matam,Sanitation,2009,0,At least basic
SEN,Senegal,Matam,Drinking water,2009,0.99131,Limited service
SEN,Senegal,Matam,Sanitation,2009,0,Limited service
SEN,Senegal,Matam,Sanitation,2009,0,Open defecation
SEN,Senegal,Matam,Drinking water,2009,5.2806,Surface water
SEN,Senegal,Matam,Drinking water,2009,28.63202,Unimproved
SEN,Senegal,Matam,Sanitation,2009,0,Unimproved
SEN,Senegal,Saint-Louis,Drinking water,2009,72.36534,At least basic
SEN,Senegal,Saint-Louis,Sanitation,2009,0,At least basic
SEN,Senegal,Saint-Louis,Drinking water,2009,7.68481,Limited service
SEN,Senegal,Saint-Louis,Sanitation,2009,0,Limited service
SEN,Senegal,Saint-Louis,Sanitation,2009,0,Open defecation
SEN,Senegal,Saint-Louis,Drinking water,2009,13.01073,Surface water
SEN,Senegal,Saint-Louis,Drinking water,2009,6.93912,Unimproved
SEN,Senegal,Saint-Louis,Sanitation,2009,0,Unimproved
SEN,Senegal,Tambacounda,Drinking water,2009,38.25461,At least basic
SEN,Senegal,Tambacounda,Sanitation,2009,0,At least basic
SEN,Senegal,Tambacounda,Drinking water,2009,1.63549,Limited service
SEN,Senegal,Tambacounda,Sanitation,2009,0,Limited service
SEN,Senegal,Tambacounda,Sanitation,2009,0,Open defecation
SEN,Senegal,Tambacounda,Drinking water,2009,3.49907,Surface water
SEN,Senegal,Tambacounda,Drinking water,2009,56.61083,Unimproved
SEN,Senegal,Tambacounda,Sanitation,2009,0,Unimproved
SEN,Senegal,ThièS,Drinking water,2009,60.95083,At least basic
SEN,Senegal,ThièS,Sanitation,2009,0,At least basic
SEN,Senegal,ThièS,Drinking water,2009,2.80527,Limited service
SEN,Senegal,ThièS,Sanitation,2009,0,Limited service
SEN,Senegal,ThièS,Sanitation,2009,0,Open defecation
SEN,Senegal,ThièS,Drinking water,2009,0,Surface water
SEN,Senegal,ThièS,Drinking water,2009,36.2439,Unimproved
SEN,Senegal,ThièS,Sanitation,2009,0,Unimproved
SEN,Senegal,Ziguinchor,Drinking water,2009,33.17873,At least basic
SEN,Senegal,Ziguinchor,Sanitation,2009,0,At least basic
SEN,Senegal,Ziguinchor,Drinking water,2009,3.48285,Limited service
SEN,Senegal,Ziguinchor,Sanitation,2009,0,Limited service
SEN,Senegal,Ziguinchor,Sanitation,2009,0,Open defecation
SEN,Senegal,Ziguinchor,Drinking water,2009,0,Surface water
SEN,Senegal,Ziguinchor,Drinking water,2009,63.33843,Unimproved
SEN,Senegal,Ziguinchor,Sanitation,2009,0,Unimproved
SEN,Senegal,Dakar,Drinking water,2006,98.81198,At least basic
SEN,Senegal,Dakar,Sanitation,2006,68.41112,At least basic
SEN,Senegal,Dakar,Drinking water,2006,0.49654,Limited service
SEN,Senegal,Dakar,Sanitation,2006,29.82983,Limited service
SEN,Senegal,Dakar,Sanitation,2006,0.61081,Open defecation
SEN,Senegal,Dakar,Drinking water,2006,0,Surface water
SEN,Senegal,Dakar,Drinking water,2006,0.69148,Unimproved
SEN,Senegal,Dakar,Sanitation,2006,1.14825,Unimproved
SEN,Senegal,Diourbel,Drinking water,2006,77.38978,At least basic
SEN,Senegal,Diourbel,Sanitation,2006,63.10027,At least basic
SEN,Senegal,Diourbel,Drinking water,2006,2.47583,Limited service
SEN,Senegal,Diourbel,Sanitation,2006,7.22225,Limited service
SEN,Senegal,Diourbel,Sanitation,2006,19.30393,Open defecation
SEN,Senegal,Diourbel,Drinking water,2006,0,Surface water
SEN,Senegal,Diourbel,Drinking water,2006,20.13439,Unimproved
SEN,Senegal,Diourbel,Sanitation,2006,10.37355,Unimproved
SEN,Senegal,Fatick,Drinking water,2006,44.19468,At least basic
SEN,Senegal,Fatick,Sanitation,2006,34.33932,At least basic
SEN,Senegal,Fatick,Drinking water,2006,4.63922,Limited service
SEN,Senegal,Fatick,Sanitation,2006,9.38292,Limited service
SEN,Senegal,Fatick,Sanitation,2006,48.90512,Open defecation
SEN,Senegal,Fatick,Drinking water,2006,0,Surface water
SEN,Senegal,Fatick,Drinking water,2006,51.1661,Unimproved
SEN,Senegal,Fatick,Sanitation,2006,7.37264,Unimproved
SEN,Senegal,Kaolack,Drinking water,2006,72.23719,At least basic
SEN,Senegal,Kaolack,Sanitation,2006,35.64873,At least basic
SEN,Senegal,Kaolack,Drinking water,2006,6.11117,Limited service
SEN,Senegal,Kaolack,Sanitation,2006,19.17728,Limited service
SEN,Senegal,Kaolack,Sanitation,2006,28.247,Open defecation
SEN,Senegal,Kaolack,Drinking water,2006,0,Surface water
SEN,Senegal,Kaolack,Drinking water,2006,21.65164,Unimproved
SEN,Senegal,Kaolack,Sanitation,2006,16.92699,Unimproved
SEN,Senegal,Kolda,Drinking water,2006,18.24324,At least basic
SEN,Senegal,Kolda,Sanitation,2006,36.50873,At least basic
SEN,Senegal,Kolda,Drinking water,2006,0.93998,Limited service
SEN,Senegal,Kolda,Sanitation,2006,12.25531,Limited service
SEN,Senegal,Kolda,Sanitation,2006,7.59927,Open defecation
SEN,Senegal,Kolda,Drinking water,2006,0,Surface water
SEN,Senegal,Kolda,Drinking water,2006,80.81678,Unimproved
SEN,Senegal,Kolda,Sanitation,2006,43.63669,Unimproved
SEN,Senegal,Louga,Drinking water,2006,77.93422,At least basic
SEN,Senegal,Louga,Sanitation,2006,60.76734,At least basic
SEN,Senegal,Louga,Drinking water,2006,7.23979,Limited service
SEN,Senegal,Louga,Sanitation,2006,9.01356,Limited service
SEN,Senegal,Louga,Sanitation,2006,26.36585,Open defecation
SEN,Senegal,Louga,Drinking water,2006,0,Surface water
SEN,Senegal,Louga,Drinking water,2006,14.82599,Unimproved
SEN,Senegal,Louga,Sanitation,2006,3.85324,Unimproved
SEN,Senegal,Matam,Drinking water,2006,57.13536,At least basic
SEN,Senegal,Matam,Sanitation,2006,34.4292,At least basic
SEN,Senegal,Matam,Drinking water,2006,0.87008,Limited service
SEN,Senegal,Matam,Sanitation,2006,11.92562,Limited service
SEN,Senegal,Matam,Sanitation,2006,36.88869,Open defecation
SEN,Senegal,Matam,Drinking water,2006,1.18224,Surface water
SEN,Senegal,Matam,Drinking water,2006,40.81232,Unimproved
SEN,Senegal,Matam,Sanitation,2006,16.7565,Unimproved
SEN,Senegal,Saint-Louis,Drinking water,2006,76.51638,At least basic
SEN,Senegal,Saint-Louis,Sanitation,2006,51.07979,At least basic
SEN,Senegal,Saint-Louis,Drinking water,2006,8.12563,Limited service
SEN,Senegal,Saint-Louis,Sanitation,2006,13.25769,Limited service
SEN,Senegal,Saint-Louis,Sanitation,2006,24.01843,Open defecation
SEN,Senegal,Saint-Louis,Drinking water,2006,1.38851,Surface water
SEN,Senegal,Saint-Louis,Drinking water,2006,13.96948,Unimproved
SEN,Senegal,Saint-Louis,Sanitation,2006,11.64408,Unimproved
SEN,Senegal,Tambacounda,Drinking water,2006,34.2601,At least basic
SEN,Senegal,Tambacounda,Sanitation,2006,42.33936,At least basic
SEN,Senegal,Tambacounda,Drinking water,2006,1.46472,Limited service
SEN,Senegal,Tambacounda,Sanitation,2006,4.61076,Limited service
SEN,Senegal,Tambacounda,Sanitation,2006,26.30559,Open defecation
SEN,Senegal,Tambacounda,Drinking water,2006,0.87651,Surface water
SEN,Senegal,Tambacounda,Drinking water,2006,63.39868,Unimproved
SEN,Senegal,Tambacounda,Sanitation,2006,26.74428,Unimproved
SEN,Senegal,ThièS,Drinking water,2006,84.54051,At least basic
SEN,Senegal,ThièS,Sanitation,2006,62.83258,At least basic
SEN,Senegal,ThièS,Drinking water,2006,3.89099,Limited service
SEN,Senegal,ThièS,Sanitation,2006,12.68297,Limited service
SEN,Senegal,ThièS,Sanitation,2006,16.9839,Open defecation
SEN,Senegal,ThièS,Drinking water,2006,0,Surface water
SEN,Senegal,ThièS,Drinking water,2006,11.5685,Unimproved
SEN,Senegal,ThièS,Sanitation,2006,7.50054,Unimproved
SEN,Senegal,Zuguinchor,Drinking water,2006,16.87812,At least basic
SEN,Senegal,Zuguinchor,Sanitation,2006,35.39679,At least basic
SEN,Senegal,Zuguinchor,Drinking water,2006,1.77174,Limited service
SEN,Senegal,Zuguinchor,Sanitation,2006,16.85361,Limited service
SEN,Senegal,Zuguinchor,Sanitation,2006,19.82434,Open defecation
SEN,Senegal,Zuguinchor,Drinking water,2006,0,Surface water
SEN,Senegal,Zuguinchor,Drinking water,2006,81.35014,Unimproved
SEN,Senegal,Zuguinchor,Sanitation,2006,27.92527,Unimproved
SEN,Senegal,Dakar,Drinking water,2005,96.30987,At least basic
SEN,Senegal,Dakar,Sanitation,2005,54.76937,At least basic
SEN,Senegal,Dakar,Hygiene,2005,58.0532,Basic service
SEN,Senegal,Dakar,Drinking water,2005,3.18008,Limited service
SEN,Senegal,Dakar,Hygiene,2005,31.26493,Limited service
SEN,Senegal,Dakar,Sanitation,2005,26.3921,Limited service
SEN,Senegal,Dakar,Hygiene,2005,10.68188,No handwashing facility
SEN,Senegal,Dakar,Sanitation,2005,1.83143,Open defecation
SEN,Senegal,Dakar,Drinking water,2005,0,Surface water
SEN,Senegal,Dakar,Drinking water,2005,0.51005,Unimproved
SEN,Senegal,Dakar,Sanitation,2005,17.0071,Unimproved
SEN,Senegal,Diourbel,Drinking water,2005,73.86128,At least basic
SEN,Senegal,Diourbel,Sanitation,2005,40.91782,At least basic
SEN,Senegal,Diourbel,Hygiene,2005,61.39075,Basic service
SEN,Senegal,Diourbel,Drinking water,2005,6.02989,Limited service
SEN,Senegal,Diourbel,Hygiene,2005,24.29964,Limited service
SEN,Senegal,Diourbel,Sanitation,2005,4.80351,Limited service
SEN,Senegal,Diourbel,Hygiene,2005,14.30961,No handwashing facility
SEN,Senegal,Diourbel,Sanitation,2005,31.60471,Open defecation
SEN,Senegal,Diourbel,Drinking water,2005,0,Surface water
SEN,Senegal,Diourbel,Drinking water,2005,20.10884,Unimproved
SEN,Senegal,Diourbel,Sanitation,2005,22.67396,Unimproved
SEN,Senegal,Fatick,Drinking water,2005,35.20707,At least basic
SEN,Senegal,Fatick,Sanitation,2005,18.325,At least basic
SEN,Senegal,Fatick,Hygiene,2005,34.95651,Basic service
SEN,Senegal,Fatick,Drinking water,2005,8.0559,Limited service
SEN,Senegal,Fatick,Hygiene,2005,58.02797,Limited service
SEN,Senegal,Fatick,Sanitation,2005,9.76594,Limited service
