field_1,field_2,field_3,GID_0,NAME_0
"1121",15.1199998855591,-13.1300001144409,SEN,Senegal
"1122",15.1199998855591,-13.0299997329712,SEN,Senegal
"1123",15.1199998855591,-12.9300003051758,SEN,Senegal
"1124",15.1199998855591,-12.8299999237061,SEN,Senegal
"1149",15.0200004577637,-17.0300006866455,SEN,Senegal
"1150",15.0200004577637,-16.9300003051758,SEN,Senegal
"1151",15.0200004577637,-16.8299999237061,SEN,Senegal
"1152",15.0200004577637,-16.7299995422363,SEN,Senegal
"1153",15.0200004577637,-16.6299991607666,SEN,Senegal
"1154",15.0200004577637,-16.5300006866455,SEN,Senegal
"1155",15.0200004577637,-16.4300003051758,SEN,Senegal
"1156",15.0200004577637,-16.3299999237061,SEN,Senegal
"1157",15.0200004577637,-16.2299995422363,SEN,Senegal
"1158",15.0200004577637,-16.1299991607666,SEN,Senegal
"1159",15.0200004577637,-16.0300006866455,SEN,Senegal
"1160",15.0200004577637,-15.9300003051758,SEN,Senegal
"1161",15.0200004577637,-15.8299999237061,SEN,Senegal
"1162",15.0200004577637,-15.7299995422363,SEN,Senegal
"1163",15.0200004577637,-15.6300001144409,SEN,Senegal
"1164",15.0200004577637,-15.5299997329712,SEN,Senegal
"1165",15.0200004577637,-15.4300003051758,SEN,Senegal
"1166",15.0200004577637,-15.3299999237061,SEN,Senegal
"1167",15.0200004577637,-15.2299995422363,SEN,Senegal
"1168",15.0200004577637,-15.1300001144409,SEN,Senegal
"1169",15.0200004577637,-15.0299997329712,SEN,Senegal
"1170",15.0200004577637,-14.9300003051758,SEN,Senegal
"1171",15.0200004577637,-14.8299999237061,SEN,Senegal
"1172",15.0200004577637,-14.7299995422363,SEN,Senegal
"1173",15.0200004577637,-14.6300001144409,SEN,Senegal
"1174",15.0200004577637,-14.5299997329712,SEN,Senegal
"1175",15.0200004577637,-14.4300003051758,SEN,Senegal
"1176",15.0200004577637,-14.3299999237061,SEN,Senegal
"1177",15.0200004577637,-14.2299995422363,SEN,Senegal
"1178",15.0200004577637,-14.1300001144409,SEN,Senegal
"1179",15.0200004577637,-14.0299997329712,SEN,Senegal
"1180",15.0200004577637,-13.9300003051758,SEN,Senegal
"1181",15.0200004577637,-13.8299999237061,SEN,Senegal
"1182",15.0200004577637,-13.7299995422363,SEN,Senegal
"1183",15.0200004577637,-13.6300001144409,SEN,Senegal
"1184",15.0200004577637,-13.5299997329712,SEN,Senegal
"1185",15.0200004577637,-13.4300003051758,SEN,Senegal
"1186",15.0200004577637,-13.3299999237061,SEN,Senegal
"1187",15.0200004577637,-13.2299995422363,SEN,Senegal
"1188",15.0200004577637,-13.1300001144409,SEN,Senegal
"1189",15.0200004577637,-13.0299997329712,SEN,Senegal
"1190",15.0200004577637,-12.9300003051758,SEN,Senegal
"1191",15.0200004577637,-12.8299999237061,SEN,Senegal
"1192",15.0200004577637,-12.7299995422363,SEN,Senegal
"1193",15.0200004577637,-12.6300001144409,SEN,Senegal
"1194",15.0200004577637,-12.5299997329712,SEN,Senegal
"1216",14.9200000762939,-17.0300006866455,SEN,Senegal
"1217",14.9200000762939,-16.9300003051758,SEN,Senegal
"1218",14.9200000762939,-16.8299999237061,SEN,Senegal
"1219",14.9200000762939,-16.7299995422363,SEN,Senegal
"1220",14.9200000762939,-16.6299991607666,SEN,Senegal
"1221",14.9200000762939,-16.5300006866455,SEN,Senegal
"1222",14.9200000762939,-16.4300003051758,SEN,Senegal
"1223",14.9200000762939,-16.3299999237061,SEN,Senegal
"1224",14.9200000762939,-16.2299995422363,SEN,Senegal
"1225",14.9200000762939,-16.1299991607666,SEN,Senegal
"1226",14.9200000762939,-16.0300006866455,SEN,Senegal
"1227",14.9200000762939,-15.9300003051758,SEN,Senegal
"1228",14.9200000762939,-15.8299999237061,SEN,Senegal
"1229",14.9200000762939,-15.7299995422363,SEN,Senegal
"1230",14.9200000762939,-15.6300001144409,SEN,Senegal
"1231",14.9200000762939,-15.5299997329712,SEN,Senegal
"1232",14.9200000762939,-15.4300003051758,SEN,Senegal
"1233",14.9200000762939,-15.3299999237061,SEN,Senegal
"1234",14.9200000762939,-15.2299995422363,SEN,Senegal
"1235",14.9200000762939,-15.1300001144409,SEN,Senegal
"1236",14.9200000762939,-15.0299997329712,SEN,Senegal
"1237",14.9200000762939,-14.9300003051758,SEN,Senegal
"1238",14.9200000762939,-14.8299999237061,SEN,Senegal
"1239",14.9200000762939,-14.7299995422363,SEN,Senegal
"1240",14.9200000762939,-14.6300001144409,SEN,Senegal
"1241",14.9200000762939,-14.5299997329712,SEN,Senegal
"1242",14.9200000762939,-14.4300003051758,SEN,Senegal
"1243",14.9200000762939,-14.3299999237061,SEN,Senegal
"1244",14.9200000762939,-14.2299995422363,SEN,Senegal
"1245",14.9200000762939,-14.1300001144409,SEN,Senegal
"1246",14.9200000762939,-14.0299997329712,SEN,Senegal
"1247",14.9200000762939,-13.9300003051758,SEN,Senegal
"1248",14.9200000762939,-13.8299999237061,SEN,Senegal
"1249",14.9200000762939,-13.7299995422363,SEN,Senegal
"1250",14.9200000762939,-13.6300001144409,SEN,Senegal
"1251",14.9200000762939,-13.5299997329712,SEN,Senegal
"1252",14.9200000762939,-13.4300003051758,SEN,Senegal
"1253",14.9200000762939,-13.3299999237061,SEN,Senegal
"1254",14.9200000762939,-13.2299995422363,SEN,Senegal
"1255",14.9200000762939,-13.1300001144409,SEN,Senegal
"1256",14.9200000762939,-13.0299997329712,SEN,Senegal
"1257",14.9200000762939,-12.9300003051758,SEN,Senegal
"1258",14.9200000762939,-12.8299999237061,SEN,Senegal
"1259",14.9200000762939,-12.7299995422363,SEN,Senegal
"1260",14.9200000762939,-12.6300001144409,SEN,Senegal
"1261",14.9200000762939,-12.5299997329712,SEN,Senegal
"1281",14.8199996948242,-17.2299995422363,SEN,Senegal
"1282",14.8199996948242,-17.1299991607666,SEN,Senegal
"1283",14.8199996948242,-17.0300006866455,SEN,Senegal
"1284",14.8199996948242,-16.9300003051758,SEN,Senegal
"1285",14.8199996948242,-16.8299999237061,SEN,Senegal
"1286",14.8199996948242,-16.7299995422363,SEN,Senegal
"1287",14.8199996948242,-16.6299991607666,SEN,Senegal
"1288",14.8199996948242,-16.5300006866455,SEN,Senegal
"1289",14.8199996948242,-16.4300003051758,SEN,Senegal
"1290",14.8199996948242,-16.3299999237061,SEN,Senegal
"1291",14.8199996948242,-16.2299995422363,SEN,Senegal
"1292",14.8199996948242,-16.1299991607666,SEN,Senegal
"1293",14.8199996948242,-16.0300006866455,SEN,Senegal
"1294",14.8199996948242,-15.9300003051758,SEN,Senegal
"1295",14.8199996948242,-15.8299999237061,SEN,Senegal
"1296",14.8199996948242,-15.7299995422363,SEN,Senegal
"1297",14.8199996948242,-15.6300001144409,SEN,Senegal
"1298",14.8199996948242,-15.5299997329712,SEN,Senegal
"1299",14.8199996948242,-15.4300003051758,SEN,Senegal
"1300",14.8199996948242,-15.3299999237061,SEN,Senegal
"1301",14.8199996948242,-15.2299995422363,SEN,Senegal
"1302",14.8199996948242,-15.1300001144409,SEN,Senegal
"1303",14.8199996948242,-15.0299997329712,SEN,Senegal
"1304",14.8199996948242,-14.9300003051758,SEN,Senegal
"1305",14.8199996948242,-14.8299999237061,SEN,Senegal
"1306",14.8199996948242,-14.7299995422363,SEN,Senegal
"1307",14.8199996948242,-14.6300001144409,SEN,Senegal
"1308",14.8199996948242,-14.5299997329712,SEN,Senegal
"1309",14.8199996948242,-14.4300003051758,SEN,Senegal
"1310",14.8199996948242,-14.3299999237061,SEN,Senegal
"1311",14.8199996948242,-14.2299995422363,SEN,Senegal
"1312",14.8199996948242,-14.1300001144409,SEN,Senegal
"1313",14.8199996948242,-14.0299997329712,SEN,Senegal
"1314",14.8199996948242,-13.9300003051758,SEN,Senegal
"1315",14.8199996948242,-13.8299999237061,SEN,Senegal
"1316",14.8199996948242,-13.7299995422363,SEN,Senegal
"1317",14.8199996948242,-13.6300001144409,SEN,Senegal
"1318",14.8199996948242,-13.5299997329712,SEN,Senegal
"1319",14.8199996948242,-13.4300003051758,SEN,Senegal
"1320",14.8199996948242,-13.3299999237061,SEN,Senegal
"1321",14.8199996948242,-13.2299995422363,SEN,Senegal
"1322",14.8199996948242,-13.1300001144409,SEN,Senegal
"1323",14.8199996948242,-13.0299997329712,SEN,Senegal
"1324",14.8199996948242,-12.9300003051758,SEN,Senegal
"1325",14.8199996948242,-12.8299999237061,SEN,Senegal
"1326",14.8199996948242,-12.7299995422363,SEN,Senegal
"1327",14.8199996948242,-12.6300001144409,SEN,Senegal
"1328",14.8199996948242,-12.5299997329712,SEN,Senegal
"1329",14.8199996948242,-12.4300003051758,SEN,Senegal
"1330",14.8199996948242,-12.3299999237061,SEN,Senegal
"1346",14.7200002670288,-17.4300003051758,SEN,Senegal
"1348",14.7200002670288,-17.2299995422363,SEN,Senegal
"1349",14.7200002670288,-17.1299991607666,SEN,Senegal
"1350",14.7200002670288,-17.0300006866455,SEN,Senegal
"1351",14.7200002670288,-16.9300003051758,SEN,Senegal
"1352",14.7200002670288,-16.8299999237061,SEN,Senegal
"1353",14.7200002670288,-16.7299995422363,SEN,Senegal
"1354",14.7200002670288,-16.6299991607666,SEN,Senegal
"1355",14.7200002670288,-16.5300006866455,SEN,Senegal
"1356",14.7200002670288,-16.4300003051758,SEN,Senegal
"1357",14.7200002670288,-16.3299999237061,SEN,Senegal
"1358",14.7200002670288,-16.2299995422363,SEN,Senegal
"1359",14.7200002670288,-16.1299991607666,SEN,Senegal
"1360",14.7200002670288,-16.0300006866455,SEN,Senegal
"1361",14.7200002670288,-15.9300003051758,SEN,Senegal
"1362",14.7200002670288,-15.8299999237061,SEN,Senegal
"1363",14.7200002670288,-15.7299995422363,SEN,Senegal
"1364",14.7200002670288,-15.6300001144409,SEN,Senegal
"1365",14.7200002670288,-15.5299997329712,SEN,Senegal
"1366",14.7200002670288,-15.4300003051758,SEN,Senegal
"1367",14.7200002670288,-15.3299999237061,SEN,Senegal
"1368",14.7200002670288,-15.2299995422363,SEN,Senegal
"1369",14.7200002670288,-15.1300001144409,SEN,Senegal
"1370",14.7200002670288,-15.0299997329712,SEN,Senegal
"1371",14.7200002670288,-14.9300003051758,SEN,Senegal
"1372",14.7200002670288,-14.8299999237061,SEN,Senegal
"1373",14.7200002670288,-14.7299995422363,SEN,Senegal
"1374",14.7200002670288,-14.6300001144409,SEN,Senegal
"1375",14.7200002670288,-14.5299997329712,SEN,Senegal
"1376",14.7200002670288,-14.4300003051758,SEN,Senegal
"1377",14.7200002670288,-14.3299999237061,SEN,Senegal
"1378",14.7200002670288,-14.2299995422363,SEN,Senegal
"1379",14.7200002670288,-14.1300001144409,SEN,Senegal
"1380",14.7200002670288,-14.0299997329712,SEN,Senegal
"1381",14.7200002670288,-13.9300003051758,SEN,Senegal
"1382",14.7200002670288,-13.8299999237061,SEN,Senegal
"1383",14.7200002670288,-13.7299995422363,SEN,Senegal
"1384",14.7200002670288,-13.6300001144409,SEN,Senegal
"1385",14.7200002670288,-13.5299997329712,SEN,Senegal
"1386",14.7200002670288,-13.4300003051758,SEN,Senegal
"1387",14.7200002670288,-13.3299999237061,SEN,Senegal
"1388",14.7200002670288,-13.2299995422363,SEN,Senegal
"1389",14.7200002670288,-13.1300001144409,SEN,Senegal
"1390",14.7200002670288,-13.0299997329712,SEN,Senegal
"1391",14.7200002670288,-12.9300003051758,SEN,Senegal
"1392",14.7200002670288,-12.8299999237061,SEN,Senegal
"1393",14.7200002670288,-12.7299995422363,SEN,Senegal
"1394",14.7200002670288,-12.6300001144409,SEN,Senegal
"1395",14.7200002670288,-12.5299997329712,SEN,Senegal
"1396",14.7200002670288,-12.4300003051758,SEN,Senegal
"1397",14.7200002670288,-12.3299999237061,SEN,Senegal
"1398",14.7200002670288,-12.2299995422363,SEN,Senegal
"1416",14.6199998855591,-17.1299991607666,SEN,Senegal
"1417",14.6199998855591,-17.0300006866455,SEN,Senegal
"1418",14.6199998855591,-16.9300003051758,SEN,Senegal
"1419",14.6199998855591,-16.8299999237061,SEN,Senegal
"1420",14.6199998855591,-16.7299995422363,SEN,Senegal
"1421",14.6199998855591,-16.6299991607666,SEN,Senegal
"1422",14.6199998855591,-16.5300006866455,SEN,Senegal
"1423",14.6199998855591,-16.4300003051758,SEN,Senegal
"1424",14.6199998855591,-16.3299999237061,SEN,Senegal
"1425",14.6199998855591,-16.2299995422363,SEN,Senegal
"1426",14.6199998855591,-16.1299991607666,SEN,Senegal
"1427",14.6199998855591,-16.0300006866455,SEN,Senegal
"1428",14.6199998855591,-15.9300003051758,SEN,Senegal
"1429",14.6199998855591,-15.8299999237061,SEN,Senegal
"1430",14.6199998855591,-15.7299995422363,SEN,Senegal
"1431",14.6199998855591,-15.6300001144409,SEN,Senegal
"1432",14.6199998855591,-15.5299997329712,SEN,Senegal
"1433",14.6199998855591,-15.4300003051758,SEN,Senegal
"1434",14.6199998855591,-15.3299999237061,SEN,Senegal
"1435",14.6199998855591,-15.2299995422363,SEN,Senegal
"1436",14.6199998855591,-15.1300001144409,SEN,Senegal
"1437",14.6199998855591,-15.0299997329712,SEN,Senegal
"1438",14.6199998855591,-14.9300003051758,SEN,Senegal
"1439",14.6199998855591,-14.8299999237061,SEN,Senegal
"1440",14.6199998855591,-14.7299995422363,SEN,Senegal
"1441",14.6199998855591,-14.6300001144409,SEN,Senegal
"1442",14.6199998855591,-14.5299997329712,SEN,Senegal
"1443",14.6199998855591,-14.4300003051758,SEN,Senegal
"1444",14.6199998855591,-14.3299999237061,SEN,Senegal
"1445",14.6199998855591,-14.2299995422363,SEN,Senegal
"1446",14.6199998855591,-14.1300001144409,SEN,Senegal
"1447",14.6199998855591,-14.0299997329712,SEN,Senegal
"1448",14.6199998855591,-13.9300003051758,SEN,Senegal
"1449",14.6199998855591,-13.8299999237061,SEN,Senegal
"1450",14.6199998855591,-13.7299995422363,SEN,Senegal
"1451",14.6199998855591,-13.6300001144409,SEN,Senegal
"1452",14.6199998855591,-13.5299997329712,SEN,Senegal
"1453",14.6199998855591,-13.4300003051758,SEN,Senegal
"1454",14.6199998855591,-13.3299999237061,SEN,Senegal
"1455",14.6199998855591,-13.2299995422363,SEN,Senegal
"1456",14.6199998855591,-13.1300001144409,SEN,Senegal
"1457",14.6199998855591,-13.0299997329712,SEN,Senegal
"1458",14.6199998855591,-12.9300003051758,SEN,Senegal
"1459",14.6199998855591,-12.8299999237061,SEN,Senegal
"1460",14.6199998855591,-12.7299995422363,SEN,Senegal
"1461",14.6199998855591,-12.6300001144409,SEN,Senegal
"1462",14.6199998855591,-12.5299997329712,SEN,Senegal
"1463",14.6199998855591,-12.4300003051758,SEN,Senegal
"1464",14.6199998855591,-12.3299999237061,SEN,Senegal
"1465",14.6199998855591,-12.2299995422363,SEN,Senegal
"1484",14.5200004577637,-17.0300006866455,SEN,Senegal
"1485",14.5200004577637,-16.9300003051758,SEN,Senegal
"1486",14.5200004577637,-16.8299999237061,SEN,Senegal
"1487",14.5200004577637,-16.7299995422363,SEN,Senegal
"1488",14.5200004577637,-16.6299991607666,SEN,Senegal
"1489",14.5200004577637,-16.5300006866455,SEN,Senegal
"1490",14.5200004577637,-16.4300003051758,SEN,Senegal
"1491",14.5200004577637,-16.3299999237061,SEN,Senegal
"1492",14.5200004577637,-16.2299995422363,SEN,Senegal
"1493",14.5200004577637,-16.1299991607666,SEN,Senegal
"1494",14.5200004577637,-16.0300006866455,SEN,Senegal
"1495",14.5200004577637,-15.9300003051758,SEN,Senegal
"1496",14.5200004577637,-15.8299999237061,SEN,Senegal
"1497",14.5200004577637,-15.7299995422363,SEN,Senegal
"1498",14.5200004577637,-15.6300001144409,SEN,Senegal
"1499",14.5200004577637,-15.5299997329712,SEN,Senegal
"1500",14.5200004577637,-15.4300003051758,SEN,Senegal
"1501",14.5200004577637,-15.3299999237061,SEN,Senegal
"1502",14.5200004577637,-15.2299995422363,SEN,Senegal
"1503",14.5200004577637,-15.1300001144409,SEN,Senegal
"1504",14.5200004577637,-15.0299997329712,SEN,Senegal
"1505",14.5200004577637,-14.9300003051758,SEN,Senegal
"1506",14.5200004577637,-14.8299999237061,SEN,Senegal
"1507",14.5200004577637,-14.7299995422363,SEN,Senegal
"1508",14.5200004577637,-14.6300001144409,SEN,Senegal
"1509",14.5200004577637,-14.5299997329712,SEN,Senegal
"1510",14.5200004577637,-14.4300003051758,SEN,Senegal
"1511",14.5200004577637,-14.3299999237061,SEN,Senegal
"1512",14.5200004577637,-14.2299995422363,SEN,Senegal
"1513",14.5200004577637,-14.1300001144409,SEN,Senegal
"1514",14.5200004577637,-14.0299997329712,SEN,Senegal
"1515",14.5200004577637,-13.9300003051758,SEN,Senegal
"1516",14.5200004577637,-13.8299999237061,SEN,Senegal
"1517",14.5200004577637,-13.7299995422363,SEN,Senegal
"1518",14.5200004577637,-13.6300001144409,SEN,Senegal
"1519",14.5200004577637,-13.5299997329712,SEN,Senegal
"1520",14.5200004577637,-13.4300003051758,SEN,Senegal
"1521",14.5200004577637,-13.3299999237061,SEN,Senegal
"1522",14.5200004577637,-13.2299995422363,SEN,Senegal
"1523",14.5200004577637,-13.1300001144409,SEN,Senegal
"1524",14.5200004577637,-13.0299997329712,SEN,Senegal
"1525",14.5200004577637,-12.9300003051758,SEN,Senegal
"1526",14.5200004577637,-12.8299999237061,SEN,Senegal
"1527",14.5200004577637,-12.7299995422363,SEN,Senegal
"1528",14.5200004577637,-12.6300001144409,SEN,Senegal
"1529",14.5200004577637,-12.5299997329712,SEN,Senegal
"1530",14.5200004577637,-12.4300003051758,SEN,Senegal
"1531",14.5200004577637,-12.3299999237061,SEN,Senegal
"1532",14.5200004577637,-12.2299995422363,SEN,Senegal
"1552",14.4200000762939,-16.9300003051758,SEN,Senegal
"1553",14.4200000762939,-16.8299999237061,SEN,Senegal
"1554",14.4200000762939,-16.7299995422363,SEN,Senegal
"1555",14.4200000762939,-16.6299991607666,SEN,Senegal
"1556",14.4200000762939,-16.5300006866455,SEN,Senegal
"1557",14.4200000762939,-16.4300003051758,SEN,Senegal
"1558",14.4200000762939,-16.3299999237061,SEN,Senegal
"1559",14.4200000762939,-16.2299995422363,SEN,Senegal
"1560",14.4200000762939,-16.1299991607666,SEN,Senegal
"1561",14.4200000762939,-16.0300006866455,SEN,Senegal
"1562",14.4200000762939,-15.9300003051758,SEN,Senegal
"1563",14.4200000762939,-15.8299999237061,SEN,Senegal
"1564",14.4200000762939,-15.7299995422363,SEN,Senegal
"1565",14.4200000762939,-15.6300001144409,SEN,Senegal
"1566",14.4200000762939,-15.5299997329712,SEN,Senegal
"1567",14.4200000762939,-15.4300003051758,SEN,Senegal
"1568",14.4200000762939,-15.3299999237061,SEN,Senegal
"1569",14.4200000762939,-15.2299995422363,SEN,Senegal
"1570",14.4200000762939,-15.1300001144409,SEN,Senegal
"1571",14.4200000762939,-15.0299997329712,SEN,Senegal
"1572",14.4200000762939,-14.9300003051758,SEN,Senegal
"1573",14.4200000762939,-14.8299999237061,SEN,Senegal
"1574",14.4200000762939,-14.7299995422363,SEN,Senegal
"1575",14.4200000762939,-14.6300001144409,SEN,Senegal
"1576",14.4200000762939,-14.5299997329712,SEN,Senegal
"1577",14.4200000762939,-14.4300003051758,SEN,Senegal
"1578",14.4200000762939,-14.3299999237061,SEN,Senegal
"1579",14.4200000762939,-14.2299995422363,SEN,Senegal
"1580",14.4200000762939,-14.1300001144409,SEN,Senegal
"1581",14.4200000762939,-14.0299997329712,SEN,Senegal
"1582",14.4200000762939,-13.9300003051758,SEN,Senegal
"1583",14.4200000762939,-13.8299999237061,SEN,Senegal
"1584",14.4200000762939,-13.7299995422363,SEN,Senegal
"1585",14.4200000762939,-13.6300001144409,SEN,Senegal
"1586",14.4200000762939,-13.5299997329712,SEN,Senegal
"1587",14.4200000762939,-13.4300003051758,SEN,Senegal
"1588",14.4200000762939,-13.3299999237061,SEN,Senegal
"1589",14.4200000762939,-13.2299995422363,SEN,Senegal
"1590",14.4200000762939,-13.1300001144409,SEN,Senegal
"1591",14.4200000762939,-13.0299997329712,SEN,Senegal
"1592",14.4200000762939,-12.9300003051758,SEN,Senegal
"1593",14.4200000762939,-12.8299999237061,SEN,Senegal
"1594",14.4200000762939,-12.7299995422363,SEN,Senegal
"1595",14.4200000762939,-12.6300001144409,SEN,Senegal
"1596",14.4200000762939,-12.5299997329712,SEN,Senegal
"1597",14.4200000762939,-12.4300003051758,SEN,Senegal
"1598",14.4200000762939,-12.3299999237061,SEN,Senegal
"1599",14.4200000762939,-12.2299995422363,SEN,Senegal
"1619",14.3199996948242,-16.9300003051758,SEN,Senegal
"1620",14.3199996948242,-16.8299999237061,SEN,Senegal
"1621",14.3199996948242,-16.7299995422363,SEN,Senegal
"1622",14.3199996948242,-16.6299991607666,SEN,Senegal
"1623",14.3199996948242,-16.5300006866455,SEN,Senegal
"1624",14.3199996948242,-16.4300003051758,SEN,Senegal
"1625",14.3199996948242,-16.3299999237061,SEN,Senegal
"1626",14.3199996948242,-16.2299995422363,SEN,Senegal
"1627",14.3199996948242,-16.1299991607666,SEN,Senegal
"1628",14.3199996948242,-16.0300006866455,SEN,Senegal
"1629",14.3199996948242,-15.9300003051758,SEN,Senegal
"1630",14.3199996948242,-15.8299999237061,SEN,Senegal
"1631",14.3199996948242,-15.7299995422363,SEN,Senegal
"1632",14.3199996948242,-15.6300001144409,SEN,Senegal
"1633",14.3199996948242,-15.5299997329712,SEN,Senegal
"1634",14.3199996948242,-15.4300003051758,SEN,Senegal
"1635",14.3199996948242,-15.3299999237061,SEN,Senegal
"1636",14.3199996948242,-15.2299995422363,SEN,Senegal
"1637",14.3199996948242,-15.1300001144409,SEN,Senegal
"1638",14.3199996948242,-15.0299997329712,SEN,Senegal
"1639",14.3199996948242,-14.9300003051758,SEN,Senegal
"1640",14.3199996948242,-14.8299999237061,SEN,Senegal
"1641",14.3199996948242,-14.7299995422363,SEN,Senegal
"1642",14.3199996948242,-14.6300001144409,SEN,Senegal
"1643",14.3199996948242,-14.5299997329712,SEN,Senegal
"1644",14.3199996948242,-14.4300003051758,SEN,Senegal
"1645",14.3199996948242,-14.3299999237061,SEN,Senegal
"1646",14.3199996948242,-14.2299995422363,SEN,Senegal
"1647",14.3199996948242,-14.1300001144409,SEN,Senegal
"1648",14.3199996948242,-14.0299997329712,SEN,Senegal
"1649",14.3199996948242,-13.9300003051758,SEN,Senegal
"1650",14.3199996948242,-13.8299999237061,SEN,Senegal
"1651",14.3199996948242,-13.7299995422363,SEN,Senegal
"1652",14.3199996948242,-13.6300001144409,SEN,Senegal
"1653",14.3199996948242,-13.5299997329712,SEN,Senegal
"1654",14.3199996948242,-13.4300003051758,SEN,Senegal
"1655",14.3199996948242,-13.3299999237061,SEN,Senegal
"1656",14.3199996948242,-13.2299995422363,SEN,Senegal
"1657",14.3199996948242,-13.1300001144409,SEN,Senegal
"1658",14.3199996948242,-13.0299997329712,SEN,Senegal
"1659",14.3199996948242,-12.9300003051758,SEN,Senegal
"1660",14.3199996948242,-12.8299999237061,SEN,Senegal
"1661",14.3199996948242,-12.7299995422363,SEN,Senegal
"1662",14.3199996948242,-12.6300001144409,SEN,Senegal
"1663",14.3199996948242,-12.5299997329712,SEN,Senegal
"1664",14.3199996948242,-12.4300003051758,SEN,Senegal
"1665",14.3199996948242,-12.3299999237061,SEN,Senegal
"1666",14.3199996948242,-12.2299995422363,SEN,Senegal
"1667",14.3199996948242,-12.1300001144409,SEN,Senegal
"1687",14.2200002670288,-16.8299999237061,SEN,Senegal
"1688",14.2200002670288,-16.7299995422363,SEN,Senegal
"1689",14.2200002670288,-16.6299991607666,SEN,Senegal
"1690",14.2200002670288,-16.5300006866455,SEN,Senegal
"1691",14.2200002670288,-16.4300003051758,SEN,Senegal
"1692",14.2200002670288,-16.3299999237061,SEN,Senegal
"1693",14.2200002670288,-16.2299995422363,SEN,Senegal
"1694",14.2200002670288,-16.1299991607666,SEN,Senegal
"1695",14.2200002670288,-16.0300006866455,SEN,Senegal
"1696",14.2200002670288,-15.9300003051758,SEN,Senegal
"1697",14.2200002670288,-15.8299999237061,SEN,Senegal
"1698",14.2200002670288,-15.7299995422363,SEN,Senegal
"1699",14.2200002670288,-15.6300001144409,SEN,Senegal
"1700",14.2200002670288,-15.5299997329712,SEN,Senegal
"1701",14.2200002670288,-15.4300003051758,SEN,Senegal
"1702",14.2200002670288,-15.3299999237061,SEN,Senegal
"1703",14.2200002670288,-15.2299995422363,SEN,Senegal
"1704",14.2200002670288,-15.1300001144409,SEN,Senegal
"1705",14.2200002670288,-15.0299997329712,SEN,Senegal
"1706",14.2200002670288,-14.9300003051758,SEN,Senegal
"1707",14.2200002670288,-14.8299999237061,SEN,Senegal
"1708",14.2200002670288,-14.7299995422363,SEN,Senegal
"1709",14.2200002670288,-14.6300001144409,SEN,Senegal
"1710",14.2200002670288,-14.5299997329712,SEN,Senegal
"1711",14.2200002670288,-14.4300003051758,SEN,Senegal
"1712",14.2200002670288,-14.3299999237061,SEN,Senegal
"1713",14.2200002670288,-14.2299995422363,SEN,Senegal
"1714",14.2200002670288,-14.1300001144409,SEN,Senegal
"1715",14.2200002670288,-14.0299997329712,SEN,Senegal
"1716",14.2200002670288,-13.9300003051758,SEN,Senegal
"1717",14.2200002670288,-13.8299999237061,SEN,Senegal
"1718",14.2200002670288,-13.7299995422363,SEN,Senegal
"1719",14.2200002670288,-13.6300001144409,SEN,Senegal
"1720",14.2200002670288,-13.5299997329712,SEN,Senegal
"1721",14.2200002670288,-13.4300003051758,SEN,Senegal
"1722",14.2200002670288,-13.3299999237061,SEN,Senegal
"1723",14.2200002670288,-13.2299995422363,SEN,Senegal
"1724",14.2200002670288,-13.1300001144409,SEN,Senegal
"1725",14.2200002670288,-13.0299997329712,SEN,Senegal
"1726",14.2200002670288,-12.9300003051758,SEN,Senegal
"1727",14.2200002670288,-12.8299999237061,SEN,Senegal
"1728",14.2200002670288,-12.7299995422363,SEN,Senegal
"1729",14.2200002670288,-12.6300001144409,SEN,Senegal
"1730",14.2200002670288,-12.5299997329712,SEN,Senegal
"1731",14.2200002670288,-12.4300003051758,SEN,Senegal
"1732",14.2200002670288,-12.3299999237061,SEN,Senegal
"1733",14.2200002670288,-12.2299995422363,SEN,Senegal
"1734",14.2200002670288,-12.1300001144409,SEN,Senegal
"1735",14.2200002670288,-12.0299997329712,SEN,Senegal
"1755",14.1199998855591,-16.7299995422363,SEN,Senegal
"1756",14.1199998855591,-16.6299991607666,SEN,Senegal
"1757",14.1199998855591,-16.5300006866455,SEN,Senegal
"1758",14.1199998855591,-16.4300003051758,SEN,Senegal
"1759",14.1199998855591,-16.3299999237061,SEN,Senegal
"1760",14.1199998855591,-16.2299995422363,SEN,Senegal
"1761",14.1199998855591,-16.1299991607666,SEN,Senegal
"1762",14.1199998855591,-16.0300006866455,SEN,Senegal
"1763",14.1199998855591,-15.9300003051758,SEN,Senegal
"1764",14.1199998855591,-15.8299999237061,SEN,Senegal
"1765",14.1199998855591,-15.7299995422363,SEN,Senegal
"1766",14.1199998855591,-15.6300001144409,SEN,Senegal
"1767",14.1199998855591,-15.5299997329712,SEN,Senegal
"1768",14.1199998855591,-15.4300003051758,SEN,Senegal
"1769",14.1199998855591,-15.3299999237061,SEN,Senegal
"1770",14.1199998855591,-15.2299995422363,SEN,Senegal
"1771",14.1199998855591,-15.1300001144409,SEN,Senegal
"1772",14.1199998855591,-15.0299997329712,SEN,Senegal
"1773",14.1199998855591,-14.9300003051758,SEN,Senegal
"1774",14.1199998855591,-14.8299999237061,SEN,Senegal
"1775",14.1199998855591,-14.7299995422363,SEN,Senegal
"1776",14.1199998855591,-14.6300001144409,SEN,Senegal
