date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2019-09-15,Rice (local) - Retail,KG,cereals and tubers,260.0,XOF,Senegal,Thies,2644,Mbafaye,427,71,15,5,1,427_71_15_5,
2019-10-15,Rice (local) - Retail,KG,cereals and tubers,260.0,XOF,Senegal,Thies,2644,Mbafaye,427,71,15,5,1,427_71_15_5,
2019-12-15,Rice (local) - Retail,KG,cereals and tubers,260.0,XOF,Senegal,Thies,2644,Mbafaye,427,71,15,5,1,427_71_15_5,
2020-01-15,Rice (local) - Retail,KG,cereals and tubers,260.0,XOF,Senegal,Thies,2644,Mbafaye,427,71,15,5,1,427_71_15_5,
2020-02-15,Rice (local) - Retail,KG,cereals and tubers,260.0,XOF,Senegal,Thies,2644,Mbafaye,427,71,15,5,1,427_71_15_5,
2020-06-15,Rice (local) - Retail,KG,cereals and tubers,260.0,XOF,Senegal,Thies,2644,Mbafaye,427,71,15,5,1,427_71_15_5,
2020-07-15,Rice (local) - Retail,KG,cereals and tubers,260.0,XOF,Senegal,Thies,2644,Mbafaye,427,71,15,5,1,427_71_15_5,
2020-08-15,Rice (local) - Retail,KG,cereals and tubers,260.0,XOF,Senegal,Thies,2644,Mbafaye,427,71,15,5,1,427_71_15_5,
2020-09-15,Rice (local) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Thies,2644,Mbafaye,427,71,15,5,1,427_71_15_5,
2020-10-15,Rice (local) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Thies,2644,Mbafaye,427,71,15,5,1,427_71_15_5,
2020-11-15,Rice (local) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Thies,2644,Mbafaye,427,71,15,5,1,427_71_15_5,
2007-01-15,Millet - Retail,KG,cereals and tubers,138.3333,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2007-02-15,Millet - Retail,KG,cereals and tubers,140.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2007-03-15,Millet - Retail,KG,cereals and tubers,145.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2007-04-15,Millet - Retail,KG,cereals and tubers,155.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2007-05-15,Millet - Retail,KG,cereals and tubers,155.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2007-06-15,Millet - Retail,KG,cereals and tubers,166.25,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2007-07-15,Millet - Retail,KG,cereals and tubers,173.75,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2007-08-15,Millet - Retail,KG,cereals and tubers,176.6667,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2007-09-15,Millet - Retail,KG,cereals and tubers,198.75,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2007-10-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2007-11-15,Millet - Retail,KG,cereals and tubers,182.5,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2008-01-15,Millet - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2008-02-15,Millet - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2008-03-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2008-04-15,Millet - Retail,KG,cereals and tubers,206.6667,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2008-05-15,Millet - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2008-06-15,Millet - Retail,KG,cereals and tubers,212.5,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2008-07-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2008-08-15,Millet - Retail,KG,cereals and tubers,211.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2008-09-15,Millet - Retail,KG,cereals and tubers,226.6667,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2008-10-15,Millet - Retail,KG,cereals and tubers,206.25,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2008-11-15,Millet - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2009-04-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2009-06-15,Millet - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2009-07-15,Millet - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2009-08-15,Millet - Retail,KG,cereals and tubers,216.25,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2009-09-15,Millet - Retail,KG,cereals and tubers,208.3333,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2009-10-15,Millet - Retail,KG,cereals and tubers,135.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2009-12-15,Millet - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2010-02-15,Millet - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2010-03-15,Millet - Retail,KG,cereals and tubers,188.75,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2010-04-15,Millet - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2010-05-15,Millet - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2010-06-15,Millet - Retail,KG,cereals and tubers,186.6667,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2010-07-15,Millet - Retail,KG,cereals and tubers,194.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2010-08-15,Millet - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2010-09-15,Millet - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2010-10-15,Millet - Retail,KG,cereals and tubers,125.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2011-01-15,Millet - Retail,KG,cereals and tubers,173.3333,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2011-03-15,Millet - Retail,KG,cereals and tubers,171.6667,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2011-06-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2011-12-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2012-02-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2012-03-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2012-04-15,Millet - Retail,KG,cereals and tubers,212.5,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2012-05-15,Millet - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2012-06-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2012-07-15,Millet - Retail,KG,cereals and tubers,230.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2012-08-15,Millet - Retail,KG,cereals and tubers,235.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2012-09-15,Millet - Retail,KG,cereals and tubers,245.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2012-10-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2012-11-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2012-12-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2013-01-15,Millet - Retail,KG,cereals and tubers,182.5,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2013-02-15,Millet - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2013-03-15,Millet - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2013-04-15,Millet - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2013-05-15,Millet - Retail,KG,cereals and tubers,287.5,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2013-07-15,Millet - Retail,KG,cereals and tubers,230.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2013-08-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2013-09-15,Millet - Retail,KG,cereals and tubers,235.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2013-10-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2013-11-15,Millet - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2013-12-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2014-01-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2014-02-15,Millet - Retail,KG,cereals and tubers,223.3333,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2014-03-15,Millet - Retail,KG,cereals and tubers,218.3333,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2014-06-15,Millet - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2014-08-15,Millet - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2014-11-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2015-04-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2015-05-15,Millet - Retail,KG,cereals and tubers,215.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2015-06-15,Millet - Retail,KG,cereals and tubers,215.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2015-07-15,Millet - Retail,KG,cereals and tubers,206.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2015-08-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2015-09-15,Millet - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2015-10-15,Millet - Retail,KG,cereals and tubers,203.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2015-12-15,Millet - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2016-01-15,Millet - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2016-02-15,Millet - Retail,KG,cereals and tubers,140.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2016-03-15,Millet - Retail,KG,cereals and tubers,138.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2016-04-15,Millet - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2016-05-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2016-06-15,Millet - Retail,KG,cereals and tubers,245.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2016-07-15,Millet - Retail,KG,cereals and tubers,262.5,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2016-08-15,Millet - Retail,KG,cereals and tubers,325.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2016-09-15,Millet - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2016-10-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2016-11-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2016-12-15,Millet - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2017-01-15,Millet - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2017-02-15,Millet - Retail,KG,cereals and tubers,184.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2017-03-15,Millet - Retail,KG,cereals and tubers,215.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2017-04-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2017-05-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2017-06-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2017-07-15,Millet - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2017-08-15,Millet - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2017-09-15,Millet - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2017-10-15,Millet - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2017-11-15,Millet - Retail,KG,cereals and tubers,265.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2017-12-15,Millet - Retail,KG,cereals and tubers,205.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2018-01-15,Millet - Retail,KG,cereals and tubers,219.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2018-02-15,Millet - Retail,KG,cereals and tubers,167.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2018-03-15,Millet - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2018-04-15,Millet - Retail,KG,cereals and tubers,163.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2018-05-15,Millet - Retail,KG,cereals and tubers,170.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2018-06-15,Millet - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2018-07-15,Millet - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2018-08-15,Millet - Retail,KG,cereals and tubers,208.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2018-09-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2018-10-15,Millet - Retail,KG,cereals and tubers,188.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2018-11-15,Millet - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2018-12-15,Millet - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2019-01-15,Millet - Retail,KG,cereals and tubers,178.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2019-02-15,Millet - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2019-03-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2019-04-15,Millet - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2019-05-15,Millet - Retail,KG,cereals and tubers,198.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2019-06-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2019-07-15,Millet - Retail,KG,cereals and tubers,218.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2019-08-15,Millet - Retail,KG,cereals and tubers,266.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2019-09-15,Millet - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2019-10-15,Millet - Retail,KG,cereals and tubers,293.75,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2019-12-15,Millet - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2020-01-15,Millet - Retail,KG,cereals and tubers,195.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2020-02-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2020-06-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2020-07-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2020-08-15,Millet - Retail,KG,cereals and tubers,243.75,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2020-09-15,Millet - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2020-10-15,Millet - Retail,KG,cereals and tubers,231.25,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2020-11-15,Millet - Retail,KG,cereals and tubers,206.25,XOF,Senegal,Thies,2644,Mbafaye,427,73,15,5,1,427_73_15_5,
2020-06-15,Beans (niebe) - Retail,KG,pulses and nuts,350.0,XOF,Senegal,Thies,2644,Mbafaye,427,120,15,5,5,427_120_15_5,
2020-07-15,Beans (niebe) - Retail,KG,pulses and nuts,350.0,XOF,Senegal,Thies,2644,Mbafaye,427,120,15,5,5,427_120_15_5,
2020-08-15,Beans (niebe) - Retail,KG,pulses and nuts,325.0,XOF,Senegal,Thies,2644,Mbafaye,427,120,15,5,5,427_120_15_5,
2020-09-15,Beans (niebe) - Retail,KG,pulses and nuts,260.0,XOF,Senegal,Thies,2644,Mbafaye,427,120,15,5,5,427_120_15_5,
2020-10-15,Beans (niebe) - Retail,KG,pulses and nuts,275.0,XOF,Senegal,Thies,2644,Mbafaye,427,120,15,5,5,427_120_15_5,
2020-11-15,Beans (niebe) - Retail,KG,pulses and nuts,281.25,XOF,Senegal,Thies,2644,Mbafaye,427,120,15,5,5,427_120_15_5,
2007-01-15,Maize (imported) - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2007-02-15,Maize (imported) - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2007-03-15,Maize (imported) - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2007-04-15,Maize (imported) - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2007-05-15,Maize (imported) - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2007-06-15,Maize (imported) - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2007-07-15,Maize (imported) - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2007-08-15,Maize (imported) - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2007-09-15,Maize (imported) - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2007-10-15,Maize (imported) - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2007-11-15,Maize (imported) - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2008-01-15,Maize (imported) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2008-02-15,Maize (imported) - Retail,KG,cereals and tubers,183.3333,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2008-03-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2008-04-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2008-05-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2008-06-15,Maize (imported) - Retail,KG,cereals and tubers,206.25,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2008-07-15,Maize (imported) - Retail,KG,cereals and tubers,202.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2008-08-15,Maize (imported) - Retail,KG,cereals and tubers,213.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2008-09-15,Maize (imported) - Retail,KG,cereals and tubers,203.3333,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2008-10-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2008-11-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2008-12-15,Maize (imported) - Retail,KG,cereals and tubers,212.5,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2009-01-15,Maize (imported) - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2009-02-15,Maize (imported) - Retail,KG,cereals and tubers,183.3333,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2009-03-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2009-04-15,Maize (imported) - Retail,KG,cereals and tubers,198.3333,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2009-05-15,Maize (imported) - Retail,KG,cereals and tubers,191.6667,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2009-06-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2009-07-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2009-08-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2009-09-15,Maize (imported) - Retail,KG,cereals and tubers,206.6667,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2009-10-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2010-01-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2010-02-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2010-03-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2010-04-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2010-05-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2010-06-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
2010-07-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644,Mbafaye,427,158,15,5,1,427_158_15_5,
