KEY,ID_menage,crops_cult1 irrigated rice,season_cult1,Area planted,Quantity produced (Kg),Yield,Department,Counties,Village,gpslat,gpslon,ndvi
uuid:cc8d4d35-db55-45a8-a3b9-a86d4eaae166,3.38E+39,CSC Irrigated Rice,2,0.3000000119,1350,4.499999821,PODOR,FANAYE,DIMAR DIERY,16.51347167,-15.12388333,"[0.2598022520542145, 0.24835602939128876, 0.25896480679512024, 0.23641778528690338, 0.2507868707180023, 0.23774541914463043, 0.2396010309457779, 0.2369258850812912, 0.2450840324163437, 0.24272850155830383, 0.23255005478858948, 0.2415846735239029, 0.23330499231815338, 0.22411885857582092, 0.22155125439167023, 0.2372003197669983, 0.23984718322753906, 0.2640495300292969, 0.2179127335548401, 0.22092722356319427, 0.2296440452337265, 0.23099644482135773, 0.2051423192024231, 0.22910083830356598, 0.2320779263973236, 0.22321850061416626, 0.233202263712883, 0.2089972347021103, 0.22948604822158813, 0.23256051540374756, 0.229086235165596, 0.266772598028183, 0.3112418055534363, 0.30585676431655884, 0.2917117178440094, 0.286471962928772, 0.27919772267341614, 0.26911798119544983, 0.2787073850631714, 0.26235726475715637, 0.2661305069923401, 0.26272034645080566, 0.25175586342811584, 0.23794342577457428, 0.23501625657081604, 0.2285083532333374]"
uuid:cc902a9e-a312-4a52-a64d-33788ac0b713,3.39E+39,CSC Irrigated Rice,2,14,93500,6.678571429,DAGANA,DIAMA,MBOUNDOUME BARRAGE,16.399115,-16.07456,"[0.23813088238239288, 0.2320723682641983, 0.23533853888511658, 0.22750528156757355, 0.21644625067710876, 0.18786989152431488, 0.17285719513893127, 0.15632207691669464, 0.17014506459236145, 0.18798138201236725, 0.22800664603710175, 0.29205796122550964, 0.30885249376296997, 0.35832497477531433, 0.40664419531822205, 0.43861666321754456, 0.4563591182231903, 0.5072870254516602, 0.4467339515686035, 0.40598735213279724, 0.3995921015739441, 0.40599122643470764, 0.31144803762435913, 0.30877262353897095, 0.2777608335018158, 0.26481813192367554, 0.24900491535663605, 0.2233932614326477, 0.21249079704284668, 0.20071983337402344, 0.2225770801305771, 0.25458815693855286, 0.31107252836227417, 0.36327749490737915, 0.40784338116645813, 0.4302297532558441, 0.44378381967544556, 0.4344514310359955, 0.4470345973968506, 0.4257899224758148, 0.41482874751091003, 0.3853009343147278, 0.37907129526138306, 0.2855870723724365, 0.25885245203971863, 0.2523139417171478]"
uuid:05895259-f6b5-410b-b758-2c33ceab405e,5.90E+38,CSC Irrigated Rice,2,0.5,2700,5.4,PODOR,FANAYE,DIMAR DIERY,16.51498833,-15.12941333,"[0.2557239234447479, 0.24663180112838745, 0.2564466595649719, 0.23412756621837616, 0.24758696556091309, 0.23517823219299316, 0.23838597536087036, 0.23592549562454224, 0.24332617223262787, 0.24174970388412476, 0.2322653979063034, 0.239199697971344, 0.2329941689968109, 0.22310815751552582, 0.22122327983379364, 0.23502911627292633, 0.2379663735628128, 0.2627684473991394, 0.21753747761249542, 0.22040586173534393, 0.2299470454454422, 0.2281862199306488, 0.20464295148849487, 0.22932025790214539, 0.23017844557762146, 0.22228653728961945, 0.22800993919372559, 0.2065097838640213, 0.22639352083206177, 0.23091529309749603, 0.22829070687294006, 0.26349225640296936, 0.31028735637664795, 0.3022788166999817, 0.28659817576408386, 0.2806090712547302, 0.27537983655929565, 0.265005499124527, 0.27256256341934204, 0.25859564542770386, 0.2635599672794342, 0.2571718096733093, 0.24614782631397247, 0.2351946234703064, 0.2312258929014206, 0.22306372225284576]"
uuid:7efe855c-dfa2-4851-9b73-a7a635f699bd,7.57E+39,CSC Irrigated Rice,2,0.5,2700,5.4,PODOR,FANAYE,DIMAR DIERY,16.51566333,-15.12864333,"[0.2569722533226013, 0.24726717174053192, 0.2574619948863983, 0.23482254147529602, 0.2485496550798416, 0.2361355870962143, 0.23902128636837006, 0.23646104335784912, 0.24372106790542603, 0.24250376224517822, 0.2329416275024414, 0.2395537942647934, 0.2332434207201004, 0.22323335707187653, 0.22147566080093384, 0.23548825085163116, 0.23845158517360687, 0.26281997561454773, 0.21773718297481537, 0.22027955949306488, 0.22977180778980255, 0.22865599393844604, 0.20466645061969757, 0.22910341620445251, 0.2308710664510727, 0.22267292439937592, 0.22931404411792755, 0.20752306282520294, 0.2269287109375, 0.23150229454040527, 0.229108065366745, 0.26422226428985596, 0.31120896339416504, 0.30316898226737976, 0.2876471281051636, 0.2822711169719696, 0.2759895920753479, 0.2655382454395294, 0.274364173412323, 0.2590769827365875, 0.264102965593338, 0.25903794169425964, 0.247390478849411, 0.23568019270896912, 0.23222120106220245, 0.22450196743011475]"
uuid:ffe76f31-2944-43f4-95dc-6c24a1f6a473,6.66E+39,CSC Irrigated Rice,1,1.200000048,9720,8.099999678,PODOR,GUEDE VILLAGE,TAREDJI DECOLLE,16.52106167,-14.86751,"[0.23729220032691956, 0.2353353202342987, 0.23487429320812225, 0.23959000408649445, 0.23736344277858734, 0.22449682652950287, 0.22455082833766937, 0.2242206186056137, 0.23337693512439728, 0.2230387032032013, 0.220697820186615, 0.2212548851966858, 0.22526979446411133, 0.19620750844478607, 0.22465254366397858, 0.24097156524658203, 0.2558172643184662, 0.2698749601840973, 0.23495042324066162, 0.23076830804347992, 0.23879897594451904, 0.2470645010471344, 0.22176820039749146, 0.23448015749454498, 0.246698796749115, 0.2304258495569229, 0.22257032990455627, 0.20549306273460388, 0.21169142425060272, 0.2546703517436981, 0.28863465785980225, 0.2992686629295349, 0.31911879777908325, 0.31403204798698425, 0.2768106460571289, 0.2757682204246521, 0.268103688955307, 0.2590404748916626, 0.274127721786499, 0.2589830458164215, 0.2633194327354431, 0.2596569359302521, 0.2423463612794876, 0.23997555673122406, 0.22415998578071594, 0.21380998194217682]"
uuid:13e3608d-2329-4cde-b437-0d08b7c2053f,1.35E+39,CSC Irrigated Rice,2,0.5,2080,4.16,DAGANA,BOKHOL,BOKHOL,16.52298167,-15.40180333,"[0.28500762581825256, 0.2962151765823364, 0.317905455827713, 0.3302467465400696, 0.3226443827152252, 0.31511497497558594, 0.32604900002479553, 0.3148101270198822, 0.3257349133491516, 0.32189419865608215, 0.31265467405319214, 0.30982017517089844, 0.3189038038253784, 0.28204137086868286, 0.27784788608551025, 0.2991754114627838, 0.30285823345184326, 0.3351433277130127, 0.28353482484817505, 0.28655731678009033, 0.28344032168388367, 0.23115244507789612, 0.2536519765853882, 0.2861503064632416, 0.2675338685512543, 0.2625492811203003, 0.2410167008638382, 0.21030211448669434, 0.2711183726787567, 0.3215981423854828, 0.345559686422348, 0.3600732684135437, 0.3951716721057892, 0.4039369821548462, 0.3717195987701416, 0.3876227140426636, 0.39424917101860046, 0.3604573905467987, 0.3641033470630646, 0.3334243893623352, 0.35357049107551575, 0.3312974274158478, 0.29270267486572266, 0.30090516805648804, 0.2881942093372345, 0.28168874979019165]"
uuid:a4a13e84-2aad-4694-92e8-426dc93bda99,1.41E+39,CSC Irrigated Rice,2,0.3899999857,2160,5.538461742,PODOR,NDIAYENE PENDAO,H7 NGUENDAR WALO,16.606,-14.98130333,"[0.3102876842021942, 0.30952298641204834, 0.3207915127277374, 0.29995349049568176, 0.3098914921283722, 0.29460206627845764, 0.2964861989021301, 0.29067084193229675, 0.293507844209671, 0.29044806957244873, 0.2862010598182678, 0.28088998794555664, 0.28164419531822205, 0.25976574420928955, 0.26519113779067993, 0.2779371440410614, 0.28012725710868835, 0.30949220061302185, 0.25150227546691895, 0.2518179714679718, 0.2621695399284363, 0.2717829942703247, 0.24178792536258698, 0.20831406116485596, 0.2661730647087097, 0.2494923323392868, 0.24240495264530182, 0.21689336001873016, 0.24509121477603912, 0.26733261346817017, 0.2920033931732178, 0.31679365038871765, 0.3235681653022766, 0.346456915140152, 0.3259233236312866, 0.30953747034072876, 0.29732170701026917, 0.2880764305591583, 0.28984299302101135, 0.2812198996543884, 0.2905645966529846, 0.2896402180194855, 0.2885703444480896, 0.27682480216026306, 0.2360016107559204, 0.2553970515727997]"
uuid:1de62e7f-54e7-45de-afd2-a44415ca9199,1.46E+39,CSC Irrigated Rice,2,0.200000003,860,4.299999936,PODOR,NDIAYENE PENDAO,NDIAYENNE PENDAO,16.60601833,-14.98177,"[0.3106904625892639, 0.30983081459999084, 0.32133638858795166, 0.30012047290802, 0.3103979527950287, 0.2949894964694977, 0.29687389731407166, 0.29077449440956116, 0.29369452595710754, 0.29064908623695374, 0.2862420082092285, 0.28102219104766846, 0.28163808584213257, 0.25960302352905273, 0.26507285237312317, 0.2777651846408844, 0.2799808382987976, 0.3091141879558563, 0.25130340456962585, 0.25156477093696594, 0.26194557547569275, 0.2715788781642914, 0.2416227161884308, 0.2084115445613861, 0.26606497168540955, 0.24942588806152344, 0.24230630695819855, 0.21674193441867828, 0.24529974162578583, 0.26728498935699463, 0.2917962968349457, 0.31655991077423096, 0.32359564304351807, 0.3462379574775696, 0.3257107734680176, 0.3093045949935913, 0.29728639125823975, 0.2880323529243469, 0.28977400064468384, 0.28121593594551086, 0.29060259461402893, 0.2896576523780823, 0.28848665952682495, 0.27698200941085815, 0.23622168600559235, 0.2554604113101959]"
uuid:01481fd1-1c99-4aa4-8ce9-350b7b41de4e,1.48E+38,CSC Irrigated Rice,2,0.3000000119,880,2.933333217,DAGANA,MBANE,Keur Mbaye Wolof,16.478905,-15.60295333,"[0.35555925965309143, 0.347247838973999, 0.35488802194595337, 0.3320583999156952, 0.33055275678634644, 0.30804556608200073, 0.31406813859939575, 0.30336201190948486, 0.30540522933006287, 0.31590354442596436, 0.31522414088249207, 0.32168424129486084, 0.3609126806259155, 0.32397645711898804, 0.3203723430633545, 0.34798678755760193, 0.3513537049293518, 0.3859548270702362, 0.3416982591152191, 0.3365674614906311, 0.3326183259487152, 0.2955853343009949, 0.29441386461257935, 0.33765214681625366, 0.3142959177494049, 0.3255099952220917, 0.3069396913051605, 0.2895868718624115, 0.33034417033195496, 0.39658254384994507, 0.413122296333313, 0.4220343232154846, 0.44103190302848816, 0.4522669315338135, 0.4919719398021698, 0.45767998695373535, 0.47948572039604187, 0.45623040199279785, 0.45860186219215393, 0.42156538367271423, 0.4360373616218567, 0.41515013575553894, 0.41838592290878296, 0.3559482991695404, 0.34220045804977417, 0.3441929817199707]"
uuid:1ef65b49-b7dd-4ea9-9bb0-a5380bcc5756,1.57E+39,CSC Irrigated Rice,2,0.400000006,2000,4.999999925,PODOR,DODEL,THIENEL SAKHOBES,16.59768167,-14.92530667,"[0.2965846359729767, 0.296471506357193, 0.3054105043411255, 0.29213958978652954, 0.2934960424900055, 0.27954545617103577, 0.27969568967819214, 0.2754650115966797, 0.27884402871131897, 0.2756426930427551, 0.27405601739883423, 0.27378198504447937, 0.27757886052131653, 0.2546435594558716, 0.26904627680778503, 0.2788994312286377, 0.2849050760269165, 0.3201417624950409, 0.2580079436302185, 0.25767454504966736, 0.2698289155960083, 0.2814561724662781, 0.24879714846611023, 0.19203928112983704, 0.2716771364212036, 0.2501928210258484, 0.23870760202407837, 0.21235577762126923, 0.23035164177417755, 0.26936379075050354, 0.2903493046760559, 0.3115842342376709, 0.31796395778656006, 0.3291628658771515, 0.3167773485183716, 0.30135512351989746, 0.2881094217300415, 0.27989012002944946, 0.278424471616745, 0.2729053795337677, 0.28143832087516785, 0.276576429605484, 0.2797969877719879, 0.2644716203212738, 0.23536379635334015, 0.24124732613563538]"
uuid:a7579837-3813-4550-bdc1-c03713c607a1,1.76E+39,CSC Irrigated Rice,2,0.5,3000,6,DAGANA,BOKHOL,KHARE,16.527105,-15.61811167,"[0.32706525921821594, 0.3147587180137634, 0.31862199306488037, 0.2980106472969055, 0.2960488498210907, 0.27374762296676636, 0.2800811231136322, 0.26971912384033203, 0.2787472605705261, 0.29060080647468567, 0.29753008484840393, 0.3057234585285187, 0.3354487717151642, 0.32088911533355713, 0.32489749789237976, 0.35137680172920227, 0.3523247241973877, 0.3912912905216217, 0.3378366231918335, 0.3243224024772644, 0.3180110454559326, 0.2969462275505066, 0.27210116386413574, 0.3101116716861725, 0.2851875126361847, 0.2899380922317505, 0.2744390070438385, 0.2686794698238373, 0.2878170311450958, 0.3697136342525482, 0.3993447422981262, 0.4107440114021301, 0.4399186670780182, 0.46284911036491394, 0.49826332926750183, 0.4663527309894562, 0.48972874879837036, 0.4576483368873596, 0.46440908312797546, 0.4322205185890198, 0.4574073851108551, 0.40783050656318665, 0.40817347168922424, 0.336503803730011, 0.31493106484413147, 0.31509149074554443]"
uuid:a99037f9-0cb9-4acf-8df2-f875a459ad16,1.99E+39,CSC Irrigated Rice,2,2,12000,6,PODOR,NDIAYENE PENDAO,NDIAYENNE PENDAO,16.500595,-15.05436,"[0.3107583820819855, 0.29136162996292114, 0.311454713344574, 0.2825060188770294, 0.2884584963321686, 0.27877336740493774, 0.2793899178504944, 0.26965683698654175, 0.2756205201148987, 0.2766021192073822, 0.26133882999420166, 0.2628507614135742, 0.2521996796131134, 0.23923510313034058, 0.23661695420742035, 0.2520630955696106, 0.25455573201179504, 0.2819225490093231, 0.22734636068344116, 0.22683358192443848, 0.23954398930072784, 0.2469312995672226, 0.21795639395713806, 0.22181306779384613, 0.25097358226776123, 0.23748818039894104, 0.24383124709129333, 0.20723269879817963, 0.24566125869750977, 0.24543875455856323, 0.2415032684803009, 0.2781487703323364, 0.33472585678100586, 0.33226025104522705, 0.31741902232170105, 0.3171144425868988, 0.3120921552181244, 0.29599928855895996, 0.3074195384979248, 0.2898068428039551, 0.29874861240386963, 0.29983949661254883, 0.28541630506515503, 0.2801714539527893, 0.2685841917991638, 0.2553987503051758]"
uuid:b0341b8b-300b-4b23-9851-9b0119416862,2.03E+39,CSC Irrigated Rice,2,0.5,2050,4.1,DAGANA,NGNITH,Mbilor,16.48469333,-15.56125833,"[0.34097030758857727, 0.3390383720397949, 0.3521495759487152, 0.33831408619880676, 0.3318324685096741, 0.31083619594573975, 0.3200914263725281, 0.30715078115463257, 0.3111342787742615, 0.3159562349319458, 0.3097822368144989, 0.31536024808883667, 0.3522575795650482, 0.31125274300575256, 0.30325552821159363, 0.3268583118915558, 0.3347659707069397, 0.3673945963382721, 0.33078140020370483, 0.33227667212486267, 0.32414767146110535, 0.27961403131484985, 0.29358693957328796, 0.34288397431373596, 0.3158855140209198, 0.3295225203037262, 0.31194254755973816, 0.28840017318725586, 0.3387625813484192, 0.3904542326927185, 0.4048430621623993, 0.40400147438049316, 0.4186427593231201, 0.4265216886997223, 0.45795175433158875, 0.42464587092399597, 0.4388556480407715, 0.41475021839141846, 0.4141794443130493, 0.3789713680744171, 0.3828631341457367, 0.3775184750556946, 0.37161311507225037, 0.331645667552948, 0.32672250270843506, 0.32385629415512085]"
uuid:bb5a5f1c-7203-43ab-b215-8947119ed119,2.25E+39,CSC Irrigated Rice,2,0.400000006,2160,5.39999992,PODOR,FANAYE,DIMAR DIERY,16.51363667,-15.11644333,"[0.26387181878089905, 0.253481924533844, 0.26356011629104614, 0.23968221247196198, 0.25334733724594116, 0.24021148681640625, 0.2430328130722046, 0.2388724982738495, 0.2457292079925537, 0.2428298443555832, 0.232805535197258, 0.24122610688209534, 0.23277953267097473, 0.2246711105108261, 0.2229241579771042, 0.2370666265487671, 0.23908115923404694, 0.2654755711555481, 0.2173440158367157, 0.2206241488456726, 0.23058444261550903, 0.2330646812915802, 0.20551270246505737, 0.2256593257188797, 0.23108647763729095, 0.22285394370555878, 0.2333122193813324, 0.20895926654338837, 0.23154209554195404, 0.23311085999011993, 0.2278348058462143, 0.2651689946651459, 0.31082117557525635, 0.3074679374694824, 0.29538434743881226, 0.28727394342422485, 0.28161510825157166, 0.2711445391178131, 0.2807345390319824, 0.2640657424926758, 0.26772961020469666, 0.2651157081127167, 0.2558833658695221, 0.24041232466697693, 0.23816801607608795, 0.23231585323810577]"
uuid:23dc8b6d-1a10-4ab2-8ea1-a7b0ecbdb77b,2.34E+39,CSC Irrigated Rice,2,0.9599999785,8050,8.385416854,DAGANA,BOKHOL,BOKHOL,16.5223,-15.40169,"[0.283572793006897, 0.2954292297363281, 0.3170507550239563, 0.32994088530540466, 0.32217997312545776, 0.3150593042373657, 0.3260743021965027, 0.3148692548274994, 0.32569101452827454, 0.3219551146030426, 0.31313052773475647, 0.3099544048309326, 0.31913891434669495, 0.2821788787841797, 0.27816247940063477, 0.2995816767215729, 0.3030039668083191, 0.33615317940711975, 0.2841961979866028, 0.2872358560562134, 0.28423136472702026, 0.23073118925094604, 0.2543874680995941, 0.2881048023700714, 0.2680314779281616, 0.26283302903175354, 0.2408512830734253, 0.21025609970092773, 0.27015766501426697, 0.32153579592704773, 0.34602025151252747, 0.3606780469417572, 0.3967040479183197, 0.4055379033088684, 0.37261512875556946, 0.38892966508865356, 0.3959611654281616, 0.36151954531669617, 0.36570629477500916, 0.33443862199783325, 0.35471466183662415, 0.3316895365715027, 0.2934236228466034, 0.3011944591999054, 0.2879773676395416, 0.28124940395355225]"
uuid:bd3412c7-95bc-45e1-870d-e0fad44b4d0f,2.43E+39,CSC Irrigated Rice,2,0.400000006,3300,8.249999877,DAGANA,BOKHOL,KHARE,16.52746667,-15.61800167,"[0.3267621695995331, 0.3146485388278961, 0.31837427616119385, 0.29792261123657227, 0.2958643436431885, 0.27358219027519226, 0.27978095412254333, 0.2695072293281555, 0.2786109745502472, 0.2903788089752197, 0.2972239553928375, 0.3054288327693939, 0.3349713087081909, 0.3207192122936249, 0.32463768124580383, 0.3511943817138672, 0.3520442247390747, 0.3909308910369873, 0.3376258611679077, 0.32431668043136597, 0.3177855908870697, 0.2965032160282135, 0.2719060778617859, 0.309700608253479, 0.2849162518978119, 0.28948649764060974, 0.27390941977500916, 0.268237829208374, 0.2874901294708252, 0.3691039979457855, 0.3987606465816498, 0.41007107496261597, 0.4394261837005615, 0.46224096417427063, 0.4975391626358032, 0.4658624231815338, 0.4893145263195038, 0.4574536383152008, 0.4639906585216522, 0.4320698380470276, 0.45717889070510864, 0.4075625240802765, 0.40775856375694275, 0.3361324369907379, 0.3145109713077545, 0.3146044611930847]"
uuid:bdcfc760-8dcb-4a08-8df3-14b809028d6f,2.44E+39,CSC Irrigated Rice,2,1,5994,5.994,PODOR,FANAYE,DIMAR DIERY,16.51417167,-15.128705,"[0.2569233775138855, 0.24679569900035858, 0.2574350833892822, 0.23462586104869843, 0.2485257089138031, 0.2360130250453949, 0.23882250487804413, 0.23638448119163513, 0.2441202849149704, 0.242875874042511, 0.23301786184310913, 0.24043217301368713, 0.23336081206798553, 0.22345919907093048, 0.2215701788663864, 0.236083984375, 0.23898683488368988, 0.263374388217926, 0.21793366968631744, 0.2207038253545761, 0.22988834977149963, 0.22896620631217957, 0.2048703134059906, 0.22945636510849, 0.23154285550117493, 0.22261139750480652, 0.22962267696857452, 0.20791105926036835, 0.22722166776657104, 0.2312363088130951, 0.22901082038879395, 0.2646849453449249, 0.31051045656204224, 0.3025848865509033, 0.2873641550540924, 0.2829420864582062, 0.27636268734931946, 0.26610442996025085, 0.27500101923942566, 0.2598066031932831, 0.2640872001647949, 0.2596229910850525, 0.24848118424415588, 0.23556241393089294, 0.23220913112163544, 0.22463282942771912]"
uuid:26cc4553-7288-4476-8fb6-e971a683ea9c,2.63E+39,CSC Irrigated Rice,3,0.5,4000,8,DAGANA,MBANE,Toucouleur Diery,16.46834333,-15.633945,"[0.3750530183315277, 0.3588695824146271, 0.36233505606651306, 0.3383048474788666, 0.3405345380306244, 0.3185638189315796, 0.32911428809165955, 0.3232795000076294, 0.3265322148799896, 0.3417063355445862, 0.3478472828865051, 0.3563397228717804, 0.3953353762626648, 0.36009472608566284, 0.3433055281639099, 0.3705156445503235, 0.3646199703216553, 0.40544065833091736, 0.3551686108112335, 0.35056671500205994, 0.35018765926361084, 0.3243597745895386, 0.3056811988353729, 0.35634082555770874, 0.3321523368358612, 0.3521658480167389, 0.3492277264595032, 0.31265178322792053, 0.3556734025478363, 0.4344545900821686, 0.45496606826782227, 0.46870845556259155, 0.49202823638916016, 0.4913417398929596, 0.5377262234687805, 0.5007397532463074, 0.5207259654998779, 0.4973321557044983, 0.5009480118751526, 0.46071431040763855, 0.47245264053344727, 0.44040027260780334, 0.44283878803253174, 0.37623411417007446, 0.35454970598220825, 0.3552165925502777]"
uuid:3add1696-c435-499a-b4b5-6688365f2216,3.14E+39,CSC Irrigated Rice,2,7,30000,4.285714286,DAGANA,DIAMA,TABA DAROU SALAM I,16.15436167,-16.411355,"[0.32044413685798645, 0.3201334476470947, 0.32720643281936646, 0.31287136673927307, 0.3074749708175659, 0.3064470589160919, 0.26630130410194397, 0.28393831849098206, 0.274764746427536, 0.27995577454566956, 0.278544545173645, 0.2751854658126831, 0.29699936509132385, 0.274087518453598, 0.2706570327281952, 0.2622699737548828, 0.2552337944507599, 0.2602682113647461, 0.2409704476594925, 0.22506634891033173, 0.24082061648368835, 0.23823073506355286, 0.2072528749704361, 0.24053600430488586, 0.23463447391986847, 0.23318414390087128, 0.2657141089439392, 0.21768061816692352, 0.19591327011585236, 0.2804708182811737, 0.28502506017684937, 0.2807543873786926, 0.33003371953964233, 0.3168266713619232, 0.3322403132915497, 0.3165205419063568, 0.3088719844818115, 0.28869375586509705, 0.29684683680534363, 0.30155521631240845, 0.3152397871017456, 0.31739646196365356, 0.2997409999370575, 0.28291788697242737, 0.2703123390674591, 0.26703187823295593]"
uuid:319b6e12-baa6-4bfc-a61d-b8dc359c6c55,3.19E+39,CSC Irrigated Rice,2,2,6480,3.24,PODOR,FANAYE,DIMAR DIERY,16.51353167,-15.127305,"[0.2573222219944, 0.2469673454761505, 0.25759997963905334, 0.23474320769309998, 0.24892456829547882, 0.23662208020687103, 0.2387867569923401, 0.23645292222499847, 0.24425283074378967, 0.24272996187210083, 0.23300941288471222, 0.24035333096981049, 0.23320254683494568, 0.22352400422096252, 0.2214449793100357, 0.23647969961166382, 0.2391856461763382, 0.2630825936794281, 0.21790343523025513, 0.22069449722766876, 0.22980144619941711, 0.22945284843444824, 0.20476074516773224, 0.2292448878288269, 0.23175090551376343, 0.22253204882144928, 0.23057551681995392, 0.20824898779392242, 0.22737078368663788, 0.23132936656475067, 0.22912447154521942, 0.2651469111442566, 0.31043508648872375, 0.30334991216659546, 0.2884524166584015, 0.28415948152542114, 0.2767869234085083, 0.26659560203552246, 0.27605879306793213, 0.26019996404647827, 0.26422756910324097, 0.26064276695251465, 0.24949213862419128, 0.23607297241687775, 0.2324593961238861, 0.22532989084720612]"
uuid:3e7301cb-bc7f-4b66-ad02-c1e339837fea,3.57E+39,CSC Irrigated Rice,2,0.6399999857,3780,5.906250132,PODOR,GUEDE VILLAGE,TAREDJI DECOLLE,16.52040833,-14.87287667,"[0.23700383305549622, 0.23534756898880005, 0.23493872582912445, 0.24063733220100403, 0.23747317492961884, 0.22614559531211853, 0.22638791799545288, 0.22570136189460754, 0.2373693734407425, 0.22808700799942017, 0.2231069952249527, 0.22395187616348267, 0.23009024560451508, 0.1977914720773697, 0.22825655341148376, 0.24526673555374146, 0.25976672768592834, 0.273501455783844, 0.23977722227573395, 0.23757630586624146, 0.2433200478553772, 0.25255462527275085, 0.2238883227109909, 0.23729804158210754, 0.2451995313167572, 0.22973813116550446, 0.22181683778762817, 0.20293278992176056, 0.2119014710187912, 0.2521819472312927, 0.28174978494644165, 0.29619765281677246, 0.3170720338821411, 0.3135875165462494, 0.276294469833374, 0.28223103284835815, 0.2741050124168396, 0.26402121782302856, 0.2801017761230469, 0.26405784487724304, 0.2677304446697235, 0.26192983984947205, 0.24098321795463562, 0.23966683447360992, 0.222675159573555, 0.2137613445520401]"
uuid:43f8876c-b364-4f3a-8f6e-94f6a32569d9,4.37E+39,CSC Irrigated Rice,2,0.5,5000,10,DAGANA,NGNITH,Mbilor,16.48613167,-15.55715167,"[0.33732667565345764, 0.33641013503074646, 0.34818848967552185, 0.3350451588630676, 0.3276195228099823, 0.30753636360168457, 0.31717824935913086, 0.30403220653533936, 0.30719056725502014, 0.3121977150440216, 0.30581140518188477, 0.31087249517440796, 0.3480762243270874, 0.308112233877182, 0.3006151020526886, 0.3239237666130066, 0.33327755331993103, 0.3668616712093353, 0.3283827304840088, 0.3302859663963318, 0.3195713460445404, 0.27631667256355286, 0.29099270701408386, 0.33817175030708313, 0.3116508722305298, 0.3235073983669281, 0.3059996962547302, 0.28285324573516846, 0.33262255787849426, 0.3800075948238373, 0.3942693769931793, 0.39427998661994934, 0.40960028767585754, 0.4204571545124054, 0.4491005539894104, 0.41767770051956177, 0.43229350447654724, 0.4074949622154236, 0.40673840045928955, 0.3740101754665375, 0.3766798675060272, 0.3715030550956726, 0.3645996153354645, 0.3282288610935211, 0.32092392444610596, 0.3187897801399231]"
uuid:46b30486-6222-4d3c-a05e-c23f329cd497,4.62E+39,CSC Irrigated Rice,2,0.5,2000,4,DAGANA,MBANE,Toucouleur Diery,16.46834,-15.63397167,"[0.3750530183315277, 0.3588695824146271, 0.36233505606651306, 0.3383048474788666, 0.3405345380306244, 0.3185638189315796, 0.32911428809165955, 0.3232795000076294, 0.3265322148799896, 0.3417063355445862, 0.3478472828865051, 0.3563397228717804, 0.3953353762626648, 0.36009472608566284, 0.3433055281639099, 0.3705156445503235, 0.3646199703216553, 0.40544065833091736, 0.3551686108112335, 0.35056671500205994, 0.35018765926361084, 0.3243597745895386, 0.3056811988353729, 0.35634082555770874, 0.3321523368358612, 0.3521658480167389, 0.3492277264595032, 0.31265178322792053, 0.3556734025478363, 0.4344545900821686, 0.45496606826782227, 0.46870845556259155, 0.49202823638916016, 0.4913417398929596, 0.5377262234687805, 0.5007397532463074, 0.5207259654998779, 0.4973321557044983, 0.5009480118751526, 0.46071431040763855, 0.47245264053344727, 0.44040027260780334, 0.44283878803253174, 0.37623411417007446, 0.35454970598220825, 0.3552165925502777]"
uuid:d79081e9-7342-470c-93f0-c9089b090849,4.79E+39,CSC Irrigated Rice,2,0.9800000191,9408,9.599999813,DAGANA,DIAMA,BIFFECHE,16.17077667,-16.3075,"[0.28699737787246704, 0.2829413115978241, 0.29080694913864136, 0.2793797254562378, 0.2778470516204834, 0.2662135660648346, 0.253885954618454, 0.2500596046447754, 0.26413315534591675, 0.2716139554977417, 0.28077009320259094, 0.28556180000305176, 0.30753132700920105, 0.3014373779296875, 0.2959505021572113, 0.3117859959602356, 0.3059285581111908, 0.3358481228351593, 0.29513829946517944, 0.2788007855415344, 0.28483474254608154, 0.2703397572040558, 0.24935045838356018, 0.27599409222602844, 0.25036367774009705, 0.24818557500839233, 0.2644292414188385, 0.22259831428527832, 0.19447503983974457, 0.27768921852111816, 0.2979297339916229, 0.35261857509613037, 0.3936414122581482, 0.3911117911338806, 0.38275042176246643, 0.3558480441570282, 0.34937623143196106, 0.33794984221458435, 0.332915335893631, 0.3246850371360779, 0.33469894528388977, 0.3157505691051483, 0.30310821533203125, 0.2678661644458771, 0.2531604766845703, 0.2373998761177063]"
