KEY,ID_menage,crops_cult5,season_cult5,Area planted,Quantity produced (Kg),Yield,Department,Counties,Village,gpslat,gpslon,ndvi
uuid:030f9eea-dcba-4447-bdbd-7db1b2421d3e,3.07E+38,Maize,1,1,150,0.15,NIORO,DABALY,2 KEUR OMAR COUMBA,13.68857167,-15.69557833,"[0.30158326029777527, 0.28962093591690063, 0.28421008586883545, 0.2805953025817871, 0.2678508460521698, 0.24852614104747772, 0.2474459409713745, 0.24071671068668365, 0.24606207013130188, 0.24055877327919006, 0.23286423087120056, 0.23417434096336365, 0.23443244397640228, 0.2326524704694748, 0.23354586958885193, 0.23433732986450195, 0.2227412760257721, 0.2162078320980072, 0.20947860181331635, 0.19514867663383484, 0.19049787521362305, 0.19434046745300293, 0.1868472695350647, 0.19416186213493347, 0.19773364067077637, 0.2090895026922226, 0.2392769455909729, 0.13416552543640137, 0.3042309880256653, 0.3158103823661804, 0.46498045325279236, 0.5198237895965576, 0.6475189328193665, 0.5884365439414978, 0.5571613311767578, 0.6510774493217468, 0.5932508707046509, 0.5415686368942261, 0.45068565011024475, 0.37310850620269775, 0.35861000418663025, 0.32972484827041626, 0.28316760063171387, 0.2798256576061249, 0.27650877833366394, 0.2730177342891693]"
uuid:03fb2910-8232-4b66-9732-a418dcccaea5,3.62E+38,Maize,1,0.25,50,0.2,SEDHIOU,OUDOUCAR,1. MARANDAN 2,,,
uuid:04db4c36-8660-44ad-8212-59d2fa46ee66,4.42E+38,Maize,1,1.5,500,0.3333333333,FOUNDIOUGNE,KEUR S.DIANE,BARIA,13.66818833,-16.18630667,"[0.30981889367103577, 0.29972153902053833, 0.29165327548980713, 0.2820374071598053, 0.2740171253681183, 0.2610255479812622, 0.253861665725708, 0.2438267171382904, 0.253990113735199, 0.2479875385761261, 0.24203535914421082, 0.24689573049545288, 0.24829280376434326, 0.24867942929267883, 0.2487773597240448, 0.2590906322002411, 0.24500061571598053, 0.2442145049571991, 0.23211169242858887, 0.24116650223731995, 0.2302500307559967, 0.18639351427555084, 0.2225143164396286, 0.24263456463813782, 0.2599526643753052, 0.3039402961730957, 0.26182079315185547, 0.20275984704494476, 0.45501676201820374, 0.3998650014400482, 0.514983594417572, 0.6124532222747803, 0.4381055533885956, 0.6029175519943237, 0.5906957387924194, 0.6083388924598694, 0.5482744574546814, 0.5380049347877502, 0.47167861461639404, 0.4171849489212036, 0.42678123712539673, 0.36996564269065857, 0.3657063841819763, 0.32305362820625305, 0.31349268555641174, 0.3112575113773346]"
uuid:05d54f9c-9a72-4c92-879f-bd41f10f1ab9,5.45E+38,Maize,1,0.7,850,1.214285714,VELINGARA,MEDINA GOUNASS,MEDINA TOUAT,13.25859833,-13.80071167,"[0.34181925654411316, 0.31826114654541016, 0.3152962923049927, 0.2885264456272125, 0.28492993116378784, 0.2452685385942459, 0.2607989013195038, 0.25145232677459717, 0.25496071577072144, 0.2505485713481903, 0.2550150752067566, 0.2582327425479889, 0.270841509103775, 0.2668542265892029, 0.27823278307914734, 0.28543317317962646, 0.27204629778862, 0.2988050878047943, 0.2979913055896759, 0.35756924748420715, 0.3876209855079651, 0.43745043873786926, 0.4303005635738373, 0.24787653982639313, 0.44935187697410583, 0.43659543991088867, 0.4481087625026703, 0.3126777708530426, 0.2528287172317505, 0.4243519604206085, 0.4736552834510803, 0.5221678018569946, 0.6519505977630615, 0.5370202660560608, 0.7533718943595886, 0.6567960977554321, 0.6767420768737793, 0.6205509901046753, 0.5399119853973389, 0.4927625358104706, 0.46607837080955505, 0.4386459290981293, 0.39450451731681824, 0.34294548630714417, 0.3350074589252472, 0.3370864689350128]"
uuid:061e1bff-3252-4f6c-9986-c5e8f3b82765,6.15E+38,Maize,1,2.5,2000,0.8,NIORO,POROKHANE,POROKHANE WOLOF,13.69926,-15.82308,"[0.27226579189300537, 0.2647976577281952, 0.2583847641944885, 0.2546939551830292, 0.24573811888694763, 0.23363493382930756, 0.2295091152191162, 0.22264757752418518, 0.23039492964744568, 0.22314134240150452, 0.2198299914598465, 0.22123956680297852, 0.22232110798358917, 0.2191813737154007, 0.21960775554180145, 0.22135211527347565, 0.2105172574520111, 0.20847734808921814, 0.19933916628360748, 0.18559713661670685, 0.1792607605457306, 0.16390278935432434, 0.17853762209415436, 0.1833917498588562, 0.19310453534126282, 0.19892460107803345, 0.19321505725383759, 0.12064184248447418, 0.27109670639038086, 0.2763853073120117, 0.4342425763607025, 0.5360963940620422, 0.6441996097564697, 0.5873452425003052, 0.6181606650352478, 0.6875147819519043, 0.5746737718582153, 0.5254915952682495, 0.43680012226104736, 0.36829468607902527, 0.35613152384757996, 0.3179285526275635, 0.28144189715385437, 0.27770400047302246, 0.2690666615962982, 0.2681237459182739]"
uuid:068f6ef8-ad8c-4c4d-a149-ee3c0acac03c,6.87E+38,Maize,1,1.5,2000,1.333333333,NIORO,NDRAME ESCALE,FASS NG�Y�NE (K. BIRAME GU�YE),13.79288333,-16.136235,"[0.27489081025123596, 0.2681768834590912, 0.25878819823265076, 0.25530868768692017, 0.24442130327224731, 0.23241563141345978, 0.2260134220123291, 0.21852567791938782, 0.2287638932466507, 0.21938873827457428, 0.21416866779327393, 0.21920686960220337, 0.21751844882965088, 0.21561990678310394, 0.21636582911014557, 0.2196887582540512, 0.20838499069213867, 0.20385704934597015, 0.1945742517709732, 0.19455669820308685, 0.1879691481590271, 0.15280893445014954, 0.17984430491924286, 0.1997518390417099, 0.2156973034143448, 0.25640106201171875, 0.23752737045288086, 0.18275971710681915, 0.35345572233200073, 0.3916187286376953, 0.5194208025932312, 0.6265541315078735, 0.476069837808609, 0.6370810866355896, 0.5989570617675781, 0.6284953951835632, 0.5404226183891296, 0.4906148910522461, 0.39737144112586975, 0.3534952700138092, 0.35857275128364563, 0.31894180178642273, 0.28837138414382935, 0.27857768535614014, 0.2729460895061493, 0.25553637742996216]"
uuid:0699c390-a255-4378-9859-1fcc04b5caed,6.99E+38,Maize,1,1,300,0.3,VELINGARA,BONCONTO,TEYEL (TEYEL PAKANE),13.03759,-13.93805667,"[0.3779700696468353, 0.3462574779987335, 0.33678463101387024, 0.32778382301330566, 0.3031603693962097, 0.24176165461540222, 0.2732137441635132, 0.2659042179584503, 0.2731741666793823, 0.27000635862350464, 0.2751333713531494, 0.27717241644859314, 0.28791093826293945, 0.2833053171634674, 0.2939634323120117, 0.3048418462276459, 0.2949417531490326, 0.30144622921943665, 0.32011231780052185, 0.3816685378551483, 0.42553457617759705, 0.4798820912837982, 0.44377994537353516, 0.257786363363266, 0.5096307992935181, 0.43128126859664917, 0.5179405212402344, 0.3074435293674469, 0.4379645884037018, 0.34964609146118164, 0.4819958209991455, 0.4590347111225128, 0.6639547348022461, 0.5557379722595215, 0.6756473779678345, 0.744841992855072, 0.717327892780304, 0.6744781732559204, 0.6013097763061523, 0.5610169172286987, 0.5440447330474854, 0.5060314536094666, 0.4656302332878113, 0.397919625043869, 0.38376206159591675, 0.3813496530056]"
uuid:06bb490a-5c06-4e97-9985-a9744b37fa1d,6.22E+38,Maize,1,0.5,100,0.2,VELINGARA,PAROUMBA,DAHARATOU,12.78887333,-13.87776833,"[0.390924334526062, 0.3694644272327423, 0.3520168364048004, 0.3424570560455322, 0.31275850534439087, 0.26796457171440125, 0.28324657678604126, 0.2767878770828247, 0.27479615807533264, 0.27502092719078064, 0.2778022289276123, 0.2776497006416321, 0.2855452001094818, 0.28123924136161804, 0.28010404109954834, 0.2947772145271301, 0.2830216884613037, 0.29348379373550415, 0.2692683935165405, 0.315729022026062, 0.3956046998500824, 0.4534682333469391, 0.43465495109558105, 0.2271023541688919, 0.5088880062103271, 0.41692057251930237, 0.5662903785705566, 0.49198970198631287, 0.46480593085289, 0.3583093285560608, 0.526831865310669, 0.48666712641716003, 0.6931500434875488, 0.5805662870407104, 0.7250477075576782, 0.6559238433837891, 0.732490062713623, 0.6940503120422363, 0.6130509376525879, 0.5785125494003296, 0.5578162670135498, 0.5197511315345764, 0.4815405011177063, 0.41678881645202637, 0.401391863822937, 0.3931087851524353]"
uuid:06cfcab7-9b8b-42cf-a224-e5140f4ae57d,6.36E+38,Maize,1,1,25,0.025,KANEL,OURO SIDY,LEWE DAMGA,15.47653333,-13.21845333,"[0.21346651017665863, 0.2133505940437317, 0.20587755739688873, 0.2059052735567093, 0.2052823156118393, 0.1957782804965973, 0.19918060302734375, 0.20351387560367584, 0.19745387136936188, 0.1965395212173462, 0.19625772535800934, 0.19917164742946625, 0.19553019106388092, 0.1924709528684616, 0.18972046673297882, 0.1950380653142929, 0.1920817345380783, 0.19029772281646729, 0.18569926917552948, 0.176967054605484, 0.17907333374023438, 0.1692577749490738, 0.16813702881336212, 0.20052918791770935, 0.31951817870140076, 0.28180617094039917, 0.2642374336719513, 0.23669292032718658, 0.3076903223991394, 0.4038832187652588, 0.3777759075164795, 0.3744005858898163, 0.368598997592926, 0.4100029766559601, 0.36687570810317993, 0.30723586678504944, 0.26363033056259155, 0.2522725462913513, 0.2173556685447693, 0.21764986217021942, 0.21589408814907074, 0.20324711501598358, 0.2075832337141037, 0.19910359382629395, 0.19911377131938934, 0.16279374063014984]"
uuid:06fa329c-f3b7-4061-8653-8895b56a82dd,6.61E+38,Maize,1,0.5,100,0.2,KOLDA,SARE BIDJI,SARE MAOUDE DIAO,12.95341,-14.97659,"[0.37539806962013245, 0.35087454319000244, 0.3445790112018585, 0.32357579469680786, 0.31823843717575073, 0.28659892082214355, 0.29457318782806396, 0.2902946174144745, 0.2956292927265167, 0.2910119295120239, 0.2924818694591522, 0.2916095554828644, 0.30183085799217224, 0.29477658867836, 0.30391043424606323, 0.3298577070236206, 0.3074437379837036, 0.3365161418914795, 0.3446587026119232, 0.44112834334373474, 0.43067866563796997, 0.43679720163345337, 0.4193638861179352, 0.4419831335544586, 0.36452797055244446, 0.47013887763023376, 0.501080334186554, 0.31536924839019775, 0.448567658662796, 0.374997615814209, 0.4124278128147125, 0.4832054376602173, 0.5222353935241699, 0.6710374355316162, 0.5511859655380249, 0.6993431448936462, 0.712906539440155, 0.6611315011978149, 0.6089415550231934, 0.5584773421287537, 0.5670099258422852, 0.5210932493209839, 0.4456005394458771, 0.4110489785671234, 0.38178712129592896, 0.38804948329925537]"
uuid:0719ee67-3c18-42de-a8b6-f31a193f809d,7.20E+38,Maize,1,2,1500,0.75,NIORO,NGAYENE,NGAYENE (NGAYENE SABAKH),13.68502833,-15.49365333,"[0.2893024981021881, 0.2798590064048767, 0.27313199639320374, 0.2714514136314392, 0.258635938167572, 0.2452172189950943, 0.2403274029493332, 0.23232045769691467, 0.2396601438522339, 0.2311510294675827, 0.2244885116815567, 0.22848369181156158, 0.22952425479888916, 0.22669239342212677, 0.22593504190444946, 0.22763559222221375, 0.21292586624622345, 0.21359437704086304, 0.2009718120098114, 0.1865544617176056, 0.17350447177886963, 0.17011380195617676, 0.17036862671375275, 0.17655618488788605, 0.1952597200870514, 0.247897669672966, 0.2784077823162079, 0.1765367090702057, 0.30098646879196167, 0.35792338848114014, 0.44433510303497314, 0.5508477687835693, 0.6625053286552429, 0.6648182272911072, 0.5333632230758667, 0.6967615485191345, 0.6306117177009583, 0.5598792433738708, 0.4397825598716736, 0.35857269167900085, 0.3541262745857239, 0.31438225507736206, 0.2954545319080353, 0.2773633599281311, 0.26672226190567017, 0.26700934767723083]"
uuid:071f9e10-7c6a-4ac9-8b6c-c5e588cf5d53,7.17E+38,Maize,1,1,240,0.24,BOUNKILING,FAOUNE,Touba Mouride,13.06598167,-15.62402833,"[0.3903442621231079, 0.3713008165359497, 0.35186058282852173, 0.339709609746933, 0.3119332790374756, 0.28717610239982605, 0.2702217102050781, 0.25794491171836853, 0.2747460901737213, 0.2761693298816681, 0.2750183641910553, 0.28324219584465027, 0.2881602942943573, 0.28224894404411316, 0.2871047258377075, 0.29864516854286194, 0.28363236784935, 0.2997945547103882, 0.27815523743629456, 0.2872644066810608, 0.2829338610172272, 0.29176902770996094, 0.27183592319488525, 0.2874685525894165, 0.25866997241973877, 0.25528067350387573, 0.339435875415802, 0.20175734162330627, 0.392808735370636, 0.353624165058136, 0.48421230912208557, 0.5043069124221802, 0.5888859033584595, 0.6240097880363464, 0.6862522959709167, 0.7005811929702759, 0.7135642766952515, 0.6998564004898071, 0.6474119424819946, 0.6032025814056396, 0.5549418330192566, 0.5193318724632263, 0.46755388379096985, 0.43306973576545715, 0.40540099143981934, 0.39816775918006897]"
uuid:07cd0343-29c5-498a-b2e6-f9657f090aec,7.34E+38,Maize,1,0.25,20,0.08,BOUNKILING,KANDION MANGANA,Bougary Diamalathiel,,,
uuid:07e2fb9d-fcd5-4ef3-a72f-95bd63c30c3c,7.53E+38,Maize,1,1,1000,1,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78833833,-16.01342667,"[0.26722872257232666, 0.260955810546875, 0.25196707248687744, 0.24789804220199585, 0.23714646697044373, 0.22477027773857117, 0.21881459653377533, 0.2125522345304489, 0.22062645852565765, 0.21139109134674072, 0.20623768866062164, 0.2111871838569641, 0.21241462230682373, 0.20688757300376892, 0.20883901417255402, 0.2138226181268692, 0.20183828473091125, 0.19724465906620026, 0.18915659189224243, 0.18171797692775726, 0.17380310595035553, 0.14770422875881195, 0.1718434989452362, 0.19242428243160248, 0.21105176210403442, 0.23333875834941864, 0.21630029380321503, 0.1649547815322876, 0.3549180030822754, 0.36554116010665894, 0.5274662971496582, 0.6369691491127014, 0.585716724395752, 0.6567720770835876, 0.6140328645706177, 0.6539762616157532, 0.5666590332984924, 0.4970352053642273, 0.38875845074653625, 0.3427070677280426, 0.3455975651741028, 0.3078952133655548, 0.27423959970474243, 0.2670922875404358, 0.261811226606369, 0.24830754101276398]"
uuid:086ebff5-a73d-4a0f-96d5-c572d5970ff2,8.65E+38,Maize,1,1,1000,1,VELINGARA,MEDINA GOUNASS,MEDINA GOUNASS,13.15256333,-13.76100333,"[0.3222234845161438, 0.2999352514743805, 0.2943369448184967, 0.27248990535736084, 0.26535654067993164, 0.2244589626789093, 0.2453344762325287, 0.2374531626701355, 0.2374057024717331, 0.24009397625923157, 0.24380187690258026, 0.247759610414505, 0.2590908706188202, 0.255243182182312, 0.25411540269851685, 0.2691311538219452, 0.2606014609336853, 0.2776601016521454, 0.2762361168861389, 0.3291420042514801, 0.3563332259654999, 0.37440937757492065, 0.3387696146965027, 0.20988021790981293, 0.42627963423728943, 0.4067626893520355, 0.42735692858695984, 0.22995854914188385, 0.2418651431798935, 0.4158950746059418, 0.4344846308231354, 0.4840523600578308, 0.6381608247756958, 0.6087702512741089, 0.6977220773696899, 0.6122471690177917, 0.628930389881134, 0.5782750248908997, 0.4823688864707947, 0.44529488682746887, 0.42706242203712463, 0.3927267789840698, 0.3633532226085663, 0.31474295258522034, 0.30903562903404236, 0.31242790818214417]"
uuid:08c10ba0-798e-4189-a5a9-9c97d97a8b14,8.31E+38,Maize,1,1,500,0.5,MATAM,OREFONDE,OREFONDE,16.04774667,-13.72434,"[0.4210836887359619, 0.3959995210170746, 0.40430721640586853, 0.37803709506988525, 0.3305068016052246, 0.3322034776210785, 0.31638452410697937, 0.29861196875572205, 0.28833308815956116, 0.25763118267059326, 0.2424318939447403, 0.23276881873607635, 0.22243943810462952, 0.21407534182071686, 0.20113728940486908, 0.21212519705295563, 0.21937213838100433, 0.20740947127342224, 0.18762069940567017, 0.18550387024879456, 0.17435479164123535, 0.18385453522205353, 0.16898520290851593, 0.2222241759300232, 0.21680890023708344, 0.22120414674282074, 0.2203056812286377, 0.19484126567840576, 0.21460051834583282, 0.2508907616138458, 0.24482546746730804, 0.20020736753940582, 0.18339933454990387, 0.22431017458438873, 0.2888471186161041, 0.2862370014190674, 0.2852729260921478, 0.2948974370956421, 0.28446194529533386, 0.30402523279190063, 0.28954634070396423, 0.31281062960624695, 0.310767263174057, 0.29133349657058716, 0.28042885661125183, 0.2894314229488373]"
uuid:091547da-68b3-4d6f-8809-29beaa57c928,9.15E+38,Maize,1,0.5,100,0.2,BIGNONA,KAFOUNTINE,ABENE,12.997445,-16.72326667,"[0.4526923894882202, 0.41747602820396423, 0.4261099398136139, 0.4172665476799011, 0.403113454580307, 0.3718127906322479, 0.3627282977104187, 0.35013335943222046, 0.3581700325012207, 0.35560622811317444, 0.3491303324699402, 0.34211286902427673, 0.36175042390823364, 0.3217069208621979, 0.34106266498565674, 0.349160373210907, 0.3522410988807678, 0.3687478005886078, 0.3240949213504791, 0.3595738410949707, 0.36100277304649353, 0.3140808939933777, 0.27461767196655273, 0.2602972984313965, 0.22992075979709625, 0.30999261140823364, 0.4885636866092682, 0.2915436029434204, 0.5104619264602661, 0.4498891234397888, 0.5388247966766357, 0.3808627724647522, 0.42865869402885437, 0.49125608801841736, 0.5040755271911621, 0.622605562210083, 0.6130449771881104, 0.6844688653945923, 0.5855660438537598, 0.5924932956695557, 0.6174681186676025, 0.5628191828727722, 0.5499511361122131, 0.609792947769165, 0.47831669449806213, 0.5004997849464417]"
