KEY,ID_menage,crops_cult4,season_cult4,Area_cult4 (ha),QuantityProduced_cult4 (kg),Yield (T/ha),Department,Counties,Village,gpslat,gpslon
uuid:136a3e7d-8da3-4fc7-ad51-2cd338b9e41d,1.36E+39,Millet,1,2,1500,0.75,NIORO,NDRAME ESCALE,NDIOFFORY,13.79433167,-16.148145
uuid:0a4ac0c4-e2dd-44b3-924a-dc82c09f065e,1.41E+38,Millet,1,7,11000,1.571428571,NIORO,KEUR MABA DIAKHOU,KEUR GUELADIO,13.69410333,-15.97682833
uuid:1437265c-9dfc-4190-be65-d8b4cdde03b5,1.44E+39,Millet,1,3,500,0.1666666667,BOUNKILING,KANDION MANGANA,Bougary Diamalathiel,12.993915,-15.83187167
uuid:ad579cfc-9485-4d11-9c71-7614f5e4240b,1.46E+39,Millet,3,1,480,0.48,KOLDA,MAMPATIM,MEDINA AMADOU SABALY (MEDINA THIERNO SABALY),13.03031333,-14.35387
uuid:af0eb355-286c-4d0b-b313-b0bb5163a93a,1.61E+39,Millet,1,1,200,0.2,BIGNONA,SINDIAN,SINDIAN,12.96560667,-16.17986667
uuid:a6ab7f70-5eaa-4335-a8f4-5e70508d2520,1.61E+39,Millet,1,3,600,0.2,KOUNGHEUL,SALY ESCALE,KOUCOTO (BOUSTANE),13.91832833,-14.97908167
uuid:1f2aa1e2-081b-4a6e-86dc-dd7eb341bf96,1.62E+39,Millet,1,0.5,200,0.4,BIGNONA,SUELLE,SUELLE,12.95311,-16.27807333
uuid:afe36db0-0fef-4160-baa8-acebaac25b8d,1.65E+39,Millet,1,2,600,0.3,KAOLACK,NDIEDIENG,KEUR NIENE SERERE,13.97405667,-16.11608333
uuid:186702fa-0562-4531-aec5-8a3a7302a77e,1.87E+39,Millet,1,0.5,400,0.8,GOUDOMP,YARANG BALANTE,SINA,12.5422,-15.60534167
uuid:19226fe2-457c-4e10-afe1-3ee9c877f16e,1.92E+39,Millet,1,1.5,250,0.1666666667,KANEL,OURO SIDY,LEWE DAMGA,15.47617,-13.21852667
uuid:19ce6eba-c672-4dbc-86c9-1b35c90c2fed,1.94E+39,Millet,1,0.25,500,2,VELINGARA,PAKOUR,PAKOUR,12.76027833,-13.95988333
uuid:20c12693-979c-4331-b40d-2017b8eaee09,2.03E+39,Millet,1,1,650,0.65,KAFFRINE,DIAMAGADIO,MEODIAWENE,13.78936,-15.42250333
uuid:0bad4ae9-4c48-41b2-8d40-460951fbedcf,2.14E+38,Millet,1,5,6000,1.2,KAOLACK,NDIAFFATE,DAROU MBITEYENE,13.983355,-16.139265
uuid:bad89c9f-7add-4a09-b99c-556c2dc93d9a,2.15E+39,Millet,1,1.5,450,0.3,VELINGARA,BONCONTO,DAROU SALAM DJIDERE (SINTHIANG DJIDERE),13.04725,-13.93832
uuid:b1ee84a2-068b-444b-86be-951719d5022b,2.16E+39,Millet,1,1,1000,1,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.838085,-16.11778667
uuid:2b082f99-f6e3-4b85-8b7c-78780576e2ad,2.21E+39,Millet,1,1.25,1100,0.88,VELINGARA,PAROUMBA,PATIM COUTA,12.74243333,-13.76378333
uuid:22a2534f-1d1f-41b6-b358-db3e42b69fda,2.21E+39,Millet,1,1,500,0.5,KOLDA,MAMPATIM,DARSALAM MAMADOU TOURE,13.04120167,-14.354965
uuid:2bb406b7-c0ec-478d-9370-1ad17de4f446,2.22E+39,Millet,1,3,1000,0.3333333333,NIORO,KEUR MABA DIAKHOU,KEUR THIERNO DI�YE,13.68028333,-15.98422833
uuid:00bb29a9-7f59-45c9-8f54-d7b577599d89,2.23E+37,Millet,1,3,20000,6.666666667,KOLDA,THIETTY,SARE KOUBE FATAWORO(SINTHIANG KOUBE),13.025065,-15.11171333
uuid:22df073a-d6cb-498f-be28-87e6cbcc6025,2.25E+39,Millet,1,2,900,0.45,BIRKELANE,TOUBA M�BELLA,YALAL DIAKE,14.25429667,-15.72306333
uuid:b2864050-b34a-446c-b558-d21e2b8eebc8,2.29E+39,Millet,1,3,4000,1.333333333,PODOR,MBOLO BIRANE,THILOUKI (SARE MAWDE),15.98019167,-13.91344667
uuid:2cab8d00-6ac4-46dd-a6e8-8ba686bf94ea,2.31E+39,Millet,1,4,3000,0.75,BIRKELANE,N�DIOGNICK,TOUBA PAKALA,14.009984,-15.5726713
uuid:023c0dff-078e-4dce-95d3-3796693c307b,2.33E+38,Millet,1,2,750,0.375,KAOLACK,THIARE,H1 KEUR BIDJI PEULH,13.90664833,-15.768655
uuid:023c0dff-078e-4dce-95d3-3796693c307b,2.33E+38,Millet,1,1,250,0.25,KAOLACK,THIARE,H1 KEUR BIDJI PEULH,13.90664833,-15.768655
uuid:b3cc733a-264d-4367-b656-a6e8e75f95bd,2.33E+39,Millet,1,0.8,1250,1.5625,PODOR,BOKE DIALLOUBE,GADIOBE,16.11625833,-13.96372667
uuid:b3353c69-f7d8-4fb1-bdf2-3f0b5f573292,2.34E+39,Millet,1,3,1000,0.3333333333,BIRKELANE,SEGRE GATTA,DANTA KEUR MALLA,14.0158729,-15.7396033
uuid:23c92297-7909-4d70-80f5-4e39a314b1de,2.34E+39,Millet,1,0,200,,BIRKELANE,MABO,MABO,13.91407667,-15.66682
uuid:23790e4b-739c-4592-83ad-4672ee8e5895,2.38E+39,Millet,1,0.5,200,0.4,ZIGUINCHOR,ADEANE,TAMBACOUMBA,12.62321333,-15.99270667
uuid:244015f5-4cd7-4734-a5ee-24da86769c73,2.44E+39,Millet,1,2,663,0.3315,KAOLACK,THIARE,KEUR BOCAR,13.918245,-15.77730333
uuid:bd4d5ec1-6cc7-48b0-ab8c-d11cdaa425f5,2.44E+39,Millet,1,2,5000,2.5,KAOLACK,KEUR BAKA,H1 DAARA SERIGNE BASSIROU MBACKE,13.98297333,-15.990035
uuid:b51380ba-6ac5-4f4d-afd7-bbaa91ee3833,2.51E+39,Millet,1,3,2500,0.8333333333,KOUNGHEUL,MISSIRAH WADENE,NDIAYENE SADIAKHOU,14.120675,-15.06555333
uuid:be2b59fc-0088-40b6-b469-2c3cdfe4d9b4,2.52E+39,Millet,1,1,720,0.72,NIORO,DAROU SALAM,KEUR CHEIKHOU OUMAR,13.87053,-15.85019
uuid:2eb341c4-7508-4f98-add8-ca2082ad302f,2.52E+39,Millet,1,2,1200,0.6,MEDINA YORO FOULAH,DINGUIRAYE,SINTHIANG BABOU DEME ( TAW KALTOU),13.19098,-14.55680667
uuid:beec4bcc-7468-4da9-874a-4dfa4a56ff32,2.55E+39,Millet,1,2,200,0.1,BIRKELANE,DIAMAL,NDANGANE,,
uuid:be7aec2c-8ba6-4707-bc7d-c2f34e264d71,2.57E+39,Millet,1,0.3,100,0.3333333333,BIGNONA,KARTHIACK,DIANKI,12.85652667,-16.47571
uuid:257ec590-5d75-4714-a1bd-942dd43a8f06,2.58E+39,Millet,1,2,1600,0.8,MEDINA YORO FOULAH,KEREWANE,A�NOUMANE,13.23172,-15.07199833
uuid:b5994c77-e8aa-445d-8d07-5825d028d1a5,2.60E+39,Millet,1,1,400,0.4,KOLDA,SARE BIDJI,SARE MAOUDE DIAO,12.95404667,-14.97698333
uuid:b61b440a-6b01-42ac-9b35-25850cd05b20,2.61E+39,Millet,1,1,300,0.3,SEDHIOU,OUDOUCAR,1. MARANDAN 2,12.87840167,-15.29692833
uuid:0b7c3ab3-17a4-400f-82ca-f0c553fdfad8,2.73E+38,Millet,1,1,450,0.45,NIORO,POROKHANE,POROKHANE WOLOF,13.68979833,-15.82360333
uuid:277bbc23-b6f9-4393-b369-195fdfaad21c,2.77E+39,Millet,1,1.5,200,0.1333333333,BIGNONA,TENGHORY, Nialor Boutolate-Bindago-Riran,12.83008833,-16.233545
uuid:b8d3c8e7-6e88-4044-ba32-ead486e89104,2.84E+39,Millet,1,2,2000,1,NIORO,NDRAME ESCALE,FASS NG�Y�NE (K. BIRAME GU�YE),13.79291167,-16.13750167
uuid:b87232a9-99eb-4f4b-b9d4-c47aef2df47d,2.87E+39,Millet,1,3,1400,0.4666666667,KAOLACK,THIARE,PACATHIAR KHAYES,13.92990833,-15.77157333
uuid:29e1ec29-84b9-43a0-9432-417b55b727cf,2.95E+39,Millet,1,2,1900,0.95,FOUNDIOUGNE,KEUR S.DIANE,KEUR SALOUM DIANE,13.75367333,-16.26779833
uuid:c1bf353c-ebb1-408f-bfb6-91af6ebd6881,3.13E+39,Millet,1,1,150,0.15,BIRKELANE,SEGRE GATTA,KEUR ALY MARAM,13.9487584,-15.6126513
uuid:ca6cdfd4-e1d7-4cd1-b1b5-f164ac96e841,3.16E+39,Millet,1,2,1000,0.5,BIRKELANE,TOUBA M�BELLA,YALAL DIAKE,14.29225333,-15.69257833
uuid:0003a9b4-9afb-4ff0-8efa-0fabbdb83ccb,3.19E+36,Millet,1,3,1000,0.3333333333,KAOLACK,THIARE,MAKA FASS,13.98807667,-15.839605
uuid:33e0734e-7d48-4882-80e5-0265d8fd65f7,3.35E+39,Millet,1,2,2700,1.35,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.83977833,-16.11843
uuid:00340f33-3cc3-4cfa-a829-f44c28bacf13,3.41E+37,Millet,1,2,700,0.35,KOUNGHEUL,MISSIRAH WADENE,KEUR MALICK MARAM,,
uuid:3445dfc9-a864-406a-a8e8-3e6a8ed28607,3.45E+39,Millet,1,2,1400,0.7,KOUNGHEUL,GAINTHE PATHE,LOUMBOL,,
uuid:3d5a58a0-a101-42bb-8ea9-7d10b46d9423,3.45E+39,Millet,1,3,1500,0.5,KOUNGHEUL,GAINTHE PATHE,LOUMBOL,,
uuid:cde75a45-3455-4173-8704-6540807ed7c6,3.46E+39,Millet,1,1,350,0.35,NIORO,DAROU SALAM,YALLE KEUR EL HADJI MALICK,13.86870667,-15.826655
uuid:34589105-d61e-4a8c-a475-f747d02ca82b,3.46E+39,Millet,1,3,4,0.001333333333,NIORO,DAROU SALAM,H1 NDAMA THISSE,13.81495167,-15.68883333
uuid:35326ae7-f9e2-4358-9c87-b4690cafb475,3.53E+39,Millet,3,1,350,0.35,MATAM,AGNAM-CIVOL,AGNAM THIODAYE,15.99459,-13.664275
uuid:35e1f680-4b8b-4688-8701-84b281028724,3.55E+39,Millet,1,0,3000,,MALEM HODDAR,SAGNA,Darou Salam,13.97796,-15.20411833
uuid:35e4d0af-60b5-4215-acab-e8221ae78e1b,3.55E+39,Millet,1,4,2000,0.5,BIRKELANE,DIAMAL,KELEL MOFEL,14.1271573,-15.7526975
uuid:c561a42f-122b-494e-90c4-9e13cf6d10ac,3.56E+39,Millet,1,4,1500,0.375,NIORO,WACK NGOUNA,WACK NGOUNA,13.756185,-16.06473
uuid:c6245667-ae79-4daa-a559-f5c324f0186f,3.62E+39,Millet,1,2,1000,0.5,KOUNGHEUL,SALY ESCALE,MEDINA SIWOL,13.91779667,-14.955605
uuid:c6b6b5ad-1635-46be-8ada-dca76536969d,3.63E+39,Millet,1,1,400,0.4,MEDINA YORO FOULAH,DINGUIRAYE,SINTHIANG BABOU DEME ( TAW KALTOU),13.19031667,-14.556595
uuid:36d160a0-aa4d-4bfe-8e7b-df3124ae55e7,3.64E+39,Millet,1,0.5,160,0.32,GOUDOMP,MANGAROUNGOU SANTO,SAMBELCOUNDA ( DJIRBAN),12.51330167,-15.50919167
uuid:c66a8ad6-1e7b-43f0-a3ab-0a1827682dd9,3.66E+39,Millet,1,3,2000,0.6666666667,BIRKELANE,N�DIOGNICK,KEUR MODOU WILANE,13.9700093,-15.5409932
uuid:36f539e6-5991-4a68-8156-c996daa71bf5,3.67E+39,Millet,1,1,150,0.15,KOUNGHEUL,MISSIRAH WADENE,NDAME SALY,13.819305,-15.029455
uuid:c69be294-4f98-44a0-90cf-e6384f442957,3.69E+39,Millet,1,1,600,0.6,NIORO,DAROU SALAM,KEUR CHEIKHOU OUMAR,13.867985,-15.85050833
uuid:37158f80-5e15-431d-94e1-77a6313b0123,3.72E+39,Millet,1,3,2000,0.6666666667,BIRKELANE,SEGRE GATTA,KEUR ALY MARAM,13.9719053,-15.6700633
uuid:c7f91540-f364-48e6-9dc8-649d9580fb2a,3.77E+39,Millet,1,0,300,,MALEM HODDAR,SAGNA,Maka Bella,14.10919,-15.235515
uuid:38760639-86fc-4c95-b278-68adc8618d43,3.88E+39,Millet,1,2,900,0.45,BIRKELANE,N�DIOGNICK,SEGRE BAMBARA,14.039315,-15.750355
uuid:d10530ac-f3c0-4e59-afcd-37f5c3cec4d2,4.11E+39,Millet,1,1,400,0.4,KAOLACK,NDIAFFATE,KOUTAL OUOLOF,14.08608833,-16.06666
uuid:d1063fcd-51cc-4388-bd7a-7e8138f8539d,4.11E+39,Millet,1,2.5,2000,0.8,PODOR,MBOLO BIRANE,THILOUKI (SARE MAWDE),15.98059,-13.91318
uuid:4109a7bb-c580-4edf-adb2-f41e2edc4467,4.11E+39,Millet,1,4,3000,0.75,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.83680833,-16.11810167
uuid:d1ae4b8b-3d4b-47ff-8966-1f860ab632ef,4.12E+39,Millet,1,2,1000,0.5,NIORO,KEUR MABA DIAKHOU,H1 TAWFEKH DE THIAR�NE MATAR,13.59677,-15.97418
uuid:da2dc827-9243-43ec-93ae-851bd7c6984c,4.12E+39,Millet,1,4,1000,0.25,KAOLACK,LATMINGUE,H1 KEUR NGOLLO,14.035215,-15.98789333
uuid:41b73e00-ad3b-4c1e-924b-c40ec2f2e62f,4.13E+39,Millet,1,2,3000,1.5,NIORO,KEUR MABA DIAKHOU,THIOY�NE,13.61009667,-15.96892167
uuid:41b73e00-ad3b-4c1e-924b-c40ec2f2e62f,4.13E+39,Millet,1,1,700,0.7,NIORO,KEUR MABA DIAKHOU,THIOY�NE,13.61009667,-15.96892167
uuid:dac44d4c-3edf-49f8-b706-ea1a907d3bf9,4.13E+39,Millet,1,5,3000,0.6,KAOLACK,NDIAFFATE,KOUTAL OUOLOF,14.08907833,-16.06868167
uuid:d136d5bf-b0fa-4d1f-b7f4-6dff881d9062,4.14E+39,Millet,1,4,3000,0.75,NIORO,K. MANDONGO,H1 SANTHIE BABA MBAYE,13.82582,-16.13405167
uuid:415ec281-407c-426e-8aac-9c5dd8c1ba62,4.16E+39,Millet,2,3,4000,1.333333333,KOUNGHEUL,GAINTHE PATHE,YASSI,,
uuid:4178da42-c5fb-411b-a6f3-558bd67e098e,4.18E+39,Millet,1,0.5,400,0.8,BIRKELANE,N�DIOGNICK,SEGRE BAMBARA,14.04020833,-15.749855
uuid:db0374b8-dc06-4c94-bce0-e928b816f0c2,4.20E+39,Millet,3,3,1000,0.3333333333,MATAM,AGNAM-CIVOL,AGNAM THIODAYE,15.99155667,-13.66775167
uuid:42c8b818-2642-408b-8b50-dd1a2a00f32f,4.24E+39,Millet,1,2,200,0.1,BOUNKILING,DIACOUNDA,DIACOUNDA,12.96651167,-15.95682
uuid:d2977525-61ac-4056-a880-2abcbe1d3128,4.30E+39,Millet,1,1,300,0.3,KAFFRINE,DIAMAGADIO,MEODIAWENE,13.78757833,-15.42200333
uuid:d3119060-0486-4f2e-876f-abcd1cd599ce,4.31E+39,Millet,1,4,2000,0.5,KOUNGHEUL,MISSIRAH WADENE,AINOUMANE DRAME,14.096835,-15.10786833
uuid:4c1562b3-42c5-4a9b-ab96-ac3e9c804bac,4.32E+39,Millet,1,0.5,350,0.7,NIORO,WACK NGOUNA,THIAM�NE DIOGA,13.71766333,-16.12582333
uuid:43259e9e-995e-451f-a2e9-57cd6e28cc05,4.33E+39,Millet,1,2,400,0.2,FOUNDIOUGNE,NIORO ALASSANE TALL,KEUR BACAR DIAITE,13.85181167,-16.30113667
uuid:43259e9e-995e-451f-a2e9-57cd6e28cc05,4.33E+39,Millet,1,1,40,0.04,FOUNDIOUGNE,NIORO ALASSANE TALL,KEUR BACAR DIAITE,13.85181167,-16.30113667
uuid:43c99388-c94a-41ec-a993-07a13aca8959,4.34E+39,Millet,1,2,2000,1,KOUNGHEUL,GAINTHE PATHE,LOUMBOL,,
uuid:43d3f592-5a41-40e9-87b6-8bf9ae251e4a,4.34E+39,Millet,1,1.5,1080,0.72,GOUDOMP,YARANG BALANTE,SINA,12.54130667,-15.60476833
uuid:43ee5e0e-b757-4306-a011-1714fd4cc04a,4.36E+39,Millet,1,0.5,100,0.2,GOUDOMP,NIAGHA,SARE TENING,12.729955,-15.18914833
uuid:44397e1b-e6d2-4ae9-9a99-eb11501a0cd6,4.44E+39,Millet,1,1.5,1200,0.8,KAFFRINE,DIAMAGADIO,MEODIAWENE,13.78746833,-15.421835
uuid:4dd011e5-1981-45bb-aa42-ed53046ecf50,4.44E+39,Millet,1,2,1000,0.5,BIRKELANE,TOUBA M�BELLA,MBELLA OUOLOF,14.2504837,-15.6803157
uuid:d4d092d2-cca8-4f96-9f8c-b190eeaa0b70,4.44E+39,Millet,1,2.5,700,0.28,FOUNDIOUGNE,KEUR S.DIANE,KEUR SALOUM DIANE,13.751655,-16.266375
uuid:d4d092d2-cca8-4f96-9f8c-b190eeaa0b70,4.44E+39,Millet,1,0.5,200,0.4,FOUNDIOUGNE,KEUR S.DIANE,KEUR SALOUM DIANE,13.751655,-16.266375
uuid:ddfae610-2d33-40e4-a20c-214bc9d5d2d8,4.46E+39,Millet,1,3,1000,0.3333333333,KAOLACK,LATMINGUE,FASS BABA THIANE,14.00990833,-15.99474
uuid:4466cc4f-4fa8-410d-9c3b-3518dbad83b9,4.47E+39,Millet,1,1,1100,1.1,BIRKELANE,MBEULEUP,1LONKANE MBEULEUP(LONKANE MATH),13.92753667,-15.56493
uuid:04e85a8f-caba-4e47-b2fe-809fc749b1a3,4.59E+38,Millet,1,2,500,0.25,KOUNGHEUL,GAINTHE PATHE,SABE SABRE,,
uuid:4fce0b2e-c94a-44fe-893c-3cc5b274dc36,4.64E+39,Millet,1,0.5,144,0.288,MEDINA YORO FOULAH,KEREWANE,A�NOUMANE,13.40603333,-14.86523333
uuid:4f4c9575-2019-4757-9654-e2f6b2c69d29,4.64E+39,Millet,1,3,1700,0.5666666667,BIRKELANE,MBEULEUP,3NDIOBENE GOUYE(ALLA GAWRY),13.92130167,-15.59020833
uuid:dfd46cdb-de9a-4b9d-88e6-4d560f0fd1b5,4.64E+39,Millet,1,0.5,600,1.2,BOUNKILING,KANDION MANGANA,Bougary Diamalathiel,12.99312667,-15.831575
uuid:473e2751-4776-45ad-9758-716514c3c7c4,4.74E+39,Millet,1,4,450,0.1125,VELINGARA,OUASSADOU,MEDINA POUSSANG,12.71882667,-14.19472333
uuid:d822d32a-dd3b-482a-b478-bebd93db9d69,4.82E+39,Millet,1,6,2500,0.4166666667,BIRKELANE,DIAMAL,NDANGANE,14.1271573,-15.7526975
uuid:d87648f2-7faf-41fb-9de7-366ce93d5ed1,4.88E+39,Millet,1,2,1600,0.8,BIRKELANE,MBEULEUP,1LONKANE MBEULEUP(LONKANE MATH),13.92763167,-15.56554
uuid:d9d21112-cb42-423c-8d43-616f2441e4d1,4.94E+39,Millet,1,3,1500,0.5,BIRKELANE,DIAMAL,H3K.MANDIAYE,14.1370198,-15.8430728
uuid:e01a3d87-ef21-463d-82ef-bc19d34b1af5,5.01E+39,Millet,1,0.5,100,0.2,BOUNKILING,FAOUNE,Touba Mouride,13.06566333,-15.62428333
uuid:e0afcde2-632f-41a2-a046-59383b89c6d4,5.02E+39,Millet,1,2,2000,1,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.83849333,-16.118925
uuid:e0afcde2-632f-41a2-a046-59383b89c6d4,5.02E+39,Millet,1,1,1000,1,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.83849333,-16.118925
uuid:e0d65d7e-4538-49d6-95a8-56b988380d7f,5.05E+39,Millet,1,1,800,0.8,KAOLACK,NDIAFFATE,DAROU MBITEYENE,13.98589667,-16.13927667
uuid:e05c48b8-733d-4df6-8f74-511e4ab3e135,5.05E+39,Millet,1,2,500,0.25,MEDINA YORO FOULAH,NIAMING,TOUBA MBAYENE (KEUR SEYNI),13.35680667,-14.75588833
uuid:51024b38-760e-42f3-8272-768531b4c849,5.10E+39,Millet,1,0.25,150,0.6,VELINGARA,MEDINA GOUNASS,MEDINA GOUNASS,13.15973833,-13.76174167
uuid:eaa2a800-f5d8-48b6-bfd2-2433f2a2f684,5.11E+39,Millet,1,2,300,0.15,MATAM,AGNAM-CIVOL,AGNAM THIODAYE,15.991635,-13.66777833
uuid:5aa57388-2685-4cb2-ac05-3ebda01a3989,5.12E+39,Millet,1,0.75,200,0.2666666667,VELINGARA,BONCONTO,TEYEL (TEYEL PAKANE),13.03786833,-13.93876167
uuid:ea19fd30-c25b-4e3e-817c-cbb027812b4b,5.12E+39,Millet,1,0.7,200,0.2857142857,BIGNONA,TENGHORY, Nialor Boutolate-Bindago-Riran,12.8288,-16.23281667
uuid:ea49f12c-e1d0-48e9-89b0-f35959a93e32,5.15E+39,Millet,1,2,1200,0.6,NIORO,KEUR MABA DIAKHOU,NDRAM� NDIMB,13.604235,-15.963255
uuid:ea6e07b7-3344-458e-acfd-534dd7c50223,5.17E+39,Millet,1,6,3000,0.5,NIORO,KEUR MABA DIAKHOU,SANTHIE MAKHA,13.67269833,-16.02420833
uuid:52a8fc1e-824f-4978-b21d-9283121d204c,5.22E+39,Millet,1,5,3700,0.74,BIRKELANE,DIAMAL,NDANGANE,14.1271573,-15.7526975
uuid:52bbb739-1e7c-42ad-926f-21fb9a806d7c,5.22E+39,Millet,1,2,2400,1.2,MEDINA YORO FOULAH,FAFACOUROU,PADIALA SINTHIANG,13.13445833,-14.548495
uuid:5b45887d-79c2-4d30-96eb-4eda5eb74476,5.25E+39,Millet,1,4,1000,0.25,BIRKELANE,TOUBA M�BELLA,MBELLA OUOLOF,14.2504837,-15.6803157
uuid:ec2f2dbb-c81c-42f0-9390-32cbcf885be5,5.33E+39,Millet,1,1,750,0.75,BIRKELANE,N�DIOGNICK,SEGRE BAMBARA,14.03909667,-15.75040667
uuid:ec3bd233-715c-4c3f-97c8-8077ef52c875,5.33E+39,Millet,1,1,300,0.3,KOUNGHEUL,GAINTHE PATHE,LOUMBOL,,
uuid:e35e0333-8595-4d3a-95b4-aa639908cc76,5.36E+39,Millet,1,2,1500,0.75,BOUNKILING,NDIAMALATHIEL,DIOPCOUNDA(NDJIRMEW),,
uuid:e3f8d42f-a194-4dcb-8a21-1b9d7ba03852,5.37E+39,Millet,1,0.4,40,0.1,BIGNONA,KAFOUNTINE,KAFOUNTINE,12.98548667,-16.71748167
uuid:00e380d0-5939-4c9c-b9db-42027d526e49,5.38E+37,Millet,1,1.5,350,0.2333333333,GOUDOMP,KOLIBANTANG,SANDINIEREY,12.73245,-15.529385
uuid:e3820f75-c3d0-4b3a-acb4-e7978fbe7ca5,5.38E+39,Millet,1,1.5,250,0.1666666667,MEDINA YORO FOULAH,BADION,SARE YORO BAMBI,13.06125833,-14.400395
uuid:e39dbc4d-e78b-4a4f-b8b6-c9790ae4f54f,5.39E+39,Millet,1,1,500,0.5,KAFFRINE,KATHIOTE,TAIBA,13.93403167,-15.45905667
uuid:5d0b74b7-51fb-45e1-9fc0-78880451b48e,5.40E+39,Millet,1,1.5,5,0.003333333333,MATAM,NABADJI-CIVOL,SINTHIOU MBAL,15.77369833,-13.46655667
uuid:ed0cd1f7-c846-49d3-94d4-bb970429bf3d,5.40E+39,Millet,1,2,100,0.05,NIORO,PAOSKOTO,DINGUIRAYE,13.84531833,-15.85801667
uuid:549403ee-80c0-4156-be45-9618c0ea5878,5.49E+39,Millet,1,3,2850,0.95,KOUNGHEUL,MISSIRAH WADENE,NDAME SALY,13.821175,-15.029585
uuid:e525c483-c923-4a32-a745-4bc07064892b,5.53E+39,Millet,1,0.5,180,0.36,NIORO,WACK NGOUNA,THIAM�NE DIOGA,13.71762833,-16.1271
uuid:eec945f7-5190-411d-864a-b813d7f50b20,5.54E+39,Millet,1,4,3000,0.75,NIORO,KEUR MABA DIAKHOU,SANTHIE MAKHA,13.67204833,-16.02465167
uuid:ee9f61bb-d9f7-4fce-92d1-a3fab7bcb354,5.60E+39,Millet,1,3,1000,0.3333333333,KOUNGHEUL,GAINTHE PATHE,YASSI,,
uuid:56a61dfe-96c1-4d46-a9aa-8653f9416e93,5.62E+39,Millet,1,2,118.5,0.05925,MATAM,AGNAM-CIVOL,AGNAM CIVOL,15.99034167,-13.66026167
uuid:5616b63f-2218-4e00-812c-f112dab2c63c,5.62E+39,Millet,1,0.9,50,0.05555555556,BIGNONA,SUELLE,SUELLE,12.95182667,-16.27155167
uuid:5633bdf2-b6a8-45d1-a59f-2ec1b0f7a4e5,5.63E+39,Millet,1,2,600,0.3,BIRKELANE,SEGRE GATTA,KEUR ALY MARAM,13.9191934,-15.6740875
uuid:ef506e8b-b79d-4fbe-88f8-990a73a34656,5.65E+39,Millet,1,1.5,800,0.5333333333,BIRKELANE,SEGRE GATTA,DANTA KEUR MALLA,13.9577745,-15.7546233
uuid:ef70944b-5c57-46fb-a8d5-7f8b0ed2612e,5.67E+39,Millet,1,3,1300,0.4333333333,NIORO,NDRAME ESCALE,KEUR MACIR� DIAWARA,13.77608833,-16.14687167
uuid:581cdf18-776d-42c8-81c4-08acc7af228a,5.81E+39,Millet,1,3,2200,0.7333333333,KAOLACK,THIARE,MOULA MAMOUR,13.99652833,-15.82207
uuid:58c12145-d887-4469-a25c-1bb0db1cc428,5.83E+39,Millet,1,1,600,0.6,KOUNGHEUL,GAINTHE PATHE,LOUMBOL,,
uuid:e8c84a1b-c0f1-4aab-86e9-eb73f614f3f1,5.84E+39,Millet,1,0.5,500,1,VELINGARA,MEDINA GOUNASS,MEDINA TOUAT,13.25738833,-13.80086667
uuid:5879f7e6-c6f8-479a-9179-42c9803ce688,5.88E+39,Millet,1,1,500,0.5,BOUNKILING,KANDION MANGANA,Bougary Diamalathiel,,
uuid:e94b65be-4cf1-4653-a4ca-aa61fdd4c9b6,5.94E+39,Millet,1,4,2000,0.5,BIRKELANE,TOUBA M�BELLA,BOUSSOLEL,14.2386625,-15.6899933
uuid:e968e305-2084-44a2-8d39-a95573eda918,5.97E+39,Millet,3,7,150,0.02142857143,MATAM,AGNAM-CIVOL,AGNAM THIODAYE,15.99186333,-13.66519667
uuid:fabe7522-1acc-492b-bd81-2ebf76512e76,6.13E+39,Millet,1,5,3000,0.6,BIRKELANE,DIAMAL,NDANGANE,14.1271573,-15.7526975
uuid:fa34b85f-7b87-4562-96a4-77cdb8d92fe0,6.13E+39,Millet,1,4,2000,0.5,BIRKELANE,SEGRE GATTA,DANTA KEUR MALLA,13.9577745,-15.7546233
uuid:f140d20e-b1fb-4b51-aac3-25329869b6a8,6.14E+39,Millet,1,2,500,0.25,MEDINA YORO FOULAH,NIAMING,TOUBA MBAYENE (KEUR SEYNI),13.35763833,-14.75639667
uuid:f28ed9af-10d0-4063-be1d-975720f66d79,6.29E+39,Millet,1,2.5,1500,0.6,BIRKELANE,DIAMAL,NDANGANE,14.1271573,-15.7526975
uuid:6c1ecf04-a1eb-4213-8847-0c4f83cb1618,6.32E+39,Millet,1,1,200,0.2,KAFFRINE,KATHIOTE,TAIBA,13.93553167,-15.45996167
uuid:fcbbface-b435-42d0-933a-53e6e09f529d,6.32E+39,Millet,1,4,800,0.2,FOUNDIOUGNE,NIORO ALASSANE TALL,H1 KEUR ASSANE,13.851995,-16.31267
uuid:fcb88a6c-0c94-4b30-828f-c5e3e00a833c,6.33E+39,Millet,1,1,1000,1,MATAM,AGNAM-CIVOL,AGNAM THIODAYE,15.99367833,-13.66506833
uuid:fcd34d44-e2b6-4a13-b4f8-104ec3c71aa1,6.34E+39,Millet,1,0.5,100,0.2,BIGNONA,TENGHORY, Tenghou arrondissement,12.8102863,-16.2250671
